Time,C1_Temperature_C,C2_Temperature_C,C3_Temperature_C,C4_Temperature_C,C5_Temperature_C,Gas_Velocity_ms,Pressure_Drop_mbar,Heat_Recovery_Efficiency_Percent,Calciner_Temperature_C,Calcination_Degree_Percent,Fuel_Flow_Rate_tph,Tertiary_Air_Temperature_C,O2_Content_Percent,CO_Content_ppm
01:22:45,333.2,465.2,623.8,779.2,879.9,20.2,339.6,87.3,914.0,92.4,4.69,989.4,3.04,204.0
01:22:50,324.8,475.6,619.9,779.9,872.1,20.4,348.9,86.8,900.9,92.4,5.0,1011.0,3.25,292.0
01:22:55,327.5,473.6,626.6,776.4,874.8,19.0,345.6,87.5,917.8,92.6,5.02,997.0,3.0,251.0
01:23:00,327.5,475.9,624.8,776.5,874.3,19.1,350.0,87.6,902.8,93.3,4.62,1004.4,3.03,263.0
01:23:05,323.5,479.4,619.7,783.0,885.8,19.7,337.3,86.6,904.6,92.3,4.99,998.7,3.08,217.0
01:23:10,317.6,481.5,620.8,770.3,879.5,19.9,330.5,87.1,917.5,92.5,5.06,977.7,2.89,173.0
01:23:15,327.7,478.7,631.1,780.3,869.8,20.3,345.5,87.2,887.0,92.5,5.27,998.1,2.91,352.0
01:23:20,323.8,475.5,628.7,781.4,872.4,19.9,343.5,87.4,906.1,92.8,4.66,1013.7,3.1,166.0
01:23:25,327.1,471.7,632.5,771.9,868.5,20.0,348.7,88.3,897.7,92.3,4.82,988.1,3.0,269.0
01:23:30,326.9,479.8,626.8,776.5,884.5,20.0,341.1,86.6,886.0,93.3,4.88,1026.2,3.19,215.0
01:23:35,321.0,475.7,620.4,786.1,878.0,20.0,346.1,87.7,895.0,92.5,5.03,996.7,2.82,349.0
01:23:40,323.0,476.8,619.9,781.6,872.3,19.2,345.4,88.1,902.7,91.5,4.68,992.2,2.93,256.0
01:23:45,326.9,480.9,629.9,772.2,875.9,19.6,344.8,86.9,914.2,93.3,4.79,973.9,3.39,238.0
01:23:50,329.1,485.5,620.6,772.7,870.1,19.7,350.4,87.4,900.3,93.1,4.72,990.5,3.35,210.0
01:23:55,319.2,477.0,622.3,770.0,878.7,19.8,343.8,87.7,902.7,92.3,4.51,974.0,3.06,273.0
01:24:00,330.5,474.7,624.8,784.4,873.0,20.2,356.8,87.3,897.9,92.0,5.0,1009.4,2.76,246.0
01:24:05,326.5,486.6,626.0,781.0,872.4,20.1,346.4,87.0,896.3,91.4,4.59,1008.7,3.08,212.0
01:24:10,334.4,476.1,621.9,781.2,873.1,20.4,347.4,87.5,883.5,93.9,4.88,1003.0,3.21,198.0
01:24:15,324.0,483.1,635.7,775.4,863.3,20.3,338.7,87.7,898.4,92.1,4.94,984.2,2.58,271.0
01:24:20,332.8,468.5,630.7,785.9,871.6,19.8,343.0,87.1,908.0,92.3,5.31,1001.5,2.78,188.0
01:24:25,330.0,472.0,628.0,781.1,866.5,19.6,346.4,87.2,902.8,91.6,5.04,1000.6,3.26,275.0
01:24:30,328.6,476.7,625.9,773.4,877.1,20.3,349.9,88.2,899.7,92.4,5.34,995.4,2.88,219.0
01:24:35,329.8,478.1,625.8,776.9,870.4,19.6,339.0,87.8,918.1,93.1,4.9,1005.3,2.73,222.0
01:24:40,332.0,485.7,636.7,774.3,887.4,19.8,338.8,87.8,909.6,93.8,5.13,990.6,3.1,233.0
01:24:45,326.8,478.2,628.4,782.7,869.2,19.7,336.4,87.2,894.9,92.7,5.3,1014.5,3.18,285.0
01:24:50,327.6,469.8,632.2,777.9,877.4,19.7,340.1,87.7,904.3,92.2,5.14,1008.0,2.99,283.0
01:24:55,327.4,474.1,622.0,780.8,865.3,20.5,344.9,87.0,897.3,92.3,5.03,989.2,3.06,262.0
01:25:00,335.6,484.6,627.6,771.1,871.9,19.9,341.9,87.1,899.3,92.3,5.06,1000.6,2.63,324.0
01:25:05,326.8,471.9,633.8,777.8,885.9,19.6,347.6,88.4,897.8,92.6,4.79,1005.3,2.7,140.0
01:25:10,324.5,473.3,628.2,776.1,870.6,19.7,351.3,88.2,899.0,92.0,5.26,991.5,2.95,278.0
01:25:15,323.0,477.3,623.2,772.5,877.1,20.7,347.4,88.2,920.8,91.6,4.46,1011.1,2.65,252.0
01:25:20,323.3,481.5,633.0,790.4,875.7,20.3,334.5,87.9,914.7,92.2,4.97,979.6,3.15,314.0
01:25:25,325.3,468.2,626.0,774.7,884.1,19.4,342.7,87.1,884.6,93.3,5.06,1006.8,3.25,175.0
01:25:30,328.5,473.0,624.0,774.5,881.6,19.7,348.0,87.1,883.3,92.3,4.72,1012.6,2.98,208.0
01:25:35,317.1,459.6,628.6,781.8,868.5,20.9,341.2,87.7,903.5,93.4,4.72,992.8,3.11,440.0
01:25:40,323.3,470.2,617.8,776.3,876.3,20.1,342.1,88.4,904.3,93.2,5.31,992.5,3.07,259.0
01:25:45,319.1,480.7,627.9,778.3,875.1,20.6,346.1,87.0,887.4,93.0,4.66,976.2,2.9,273.0
01:25:50,331.2,480.7,631.4,777.1,867.7,19.8,351.6,87.2,909.4,92.5,4.84,983.4,3.1,247.0
01:25:55,325.6,481.2,621.9,782.8,875.5,19.5,337.6,87.7,900.9,92.5,4.71,1035.2,3.12,211.0
01:26:00,320.6,468.4,633.8,769.0,873.5,19.9,343.1,87.9,900.8,93.0,5.1,968.2,2.81,265.0
01:26:05,319.3,469.4,625.6,769.9,878.6,20.4,344.6,87.5,902.4,92.6,5.05,1020.6,3.03,270.0
01:26:10,321.5,472.0,632.1,778.5,879.3,20.0,345.6,87.6,906.6,92.0,4.78,984.2,3.04,149.0
01:26:15,311.2,467.9,625.5,774.2,881.5,20.0,346.3,87.1,895.4,92.2,5.15,997.0,3.26,227.0
01:26:20,325.6,473.0,624.9,773.8,873.3,20.0,347.1,86.8,901.2,92.3,4.93,1013.7,2.9,226.0
01:26:25,333.5,475.7,620.1,777.4,876.1,20.5,347.6,87.7,896.7,91.8,5.35,991.0,2.82,283.0
01:26:30,319.1,477.8,626.2,778.4,870.3,20.5,340.4,87.6,902.2,93.2,5.2,984.6,2.85,283.0
01:26:35,336.0,474.5,625.7,772.3,882.4,20.4,345.6,87.8,895.9,91.7,4.8,986.1,3.03,289.0
01:26:40,328.0,472.6,623.3,775.3,880.3,19.9,347.0,87.1,921.6,93.2,4.71,991.3,3.19,241.0
01:26:45,325.6,480.9,623.1,776.5,872.8,20.0,346.7,87.1,899.6,92.1,4.8,1012.9,3.13,317.0
01:26:50,331.2,475.6,620.9,775.6,867.8,19.9,338.5,87.0,912.7,91.5,4.93,1000.8,2.89,240.0
01:26:55,318.8,480.1,613.8,777.9,884.6,19.7,353.9,86.9,896.2,93.2,4.98,1013.4,2.7,238.0
01:27:00,334.4,484.0,628.0,774.7,876.7,20.3,350.5,87.7,910.2,92.4,5.0,978.1,3.18,316.0
01:27:05,322.9,475.1,630.1,777.5,881.6,19.6,348.3,87.9,897.6,92.9,5.07,997.8,3.41,295.0
01:27:10,335.2,475.9,627.2,770.7,880.0,19.9,349.9,86.9,895.9,92.1,4.86,975.8,2.8,272.0
01:27:15,333.5,488.2,619.7,783.3,870.1,19.7,351.9,86.8,927.4,93.1,4.94,1019.2,3.1,218.0
01:27:20,322.9,479.4,630.7,772.1,880.3,20.1,348.0,87.3,899.1,92.9,5.05,1009.4,3.3,207.0
01:27:25,323.5,473.4,625.2,777.0,878.3,19.7,347.1,87.1,911.3,92.5,4.67,987.6,2.92,261.0
01:27:30,336.4,476.7,620.9,768.1,878.4,19.3,346.7,87.2,906.2,93.2,4.92,1019.9,2.64,284.0
01:27:35,325.3,480.5,624.8,775.3,873.3,19.5,342.7,87.4,895.9,92.5,4.87,991.5,3.05,293.0
01:27:40,322.4,481.1,633.4,788.7,878.4,20.0,346.0,88.6,902.9,93.2,4.66,990.1,3.12,149.0
01:27:45,326.0,481.3,625.0,789.6,871.7,20.1,340.4,87.8,903.3,92.1,5.26,1015.6,2.87,174.0
01:27:50,321.3,493.1,628.9,780.5,873.7,20.2,347.1,87.1,904.5,92.9,5.24,993.1,3.25,124.0
01:27:55,324.8,482.1,617.8,790.5,872.9,19.4,352.0,87.8,883.5,91.6,5.1,1009.4,2.99,180.0
01:28:00,324.5,476.8,627.2,776.6,876.2,20.7,344.5,87.6,882.7,91.9,4.7,974.4,3.12,172.0
01:28:05,333.8,471.6,624.7,772.7,875.7,20.0,351.1,88.6,917.8,91.8,5.11,1003.9,3.4,133.0
01:28:10,326.8,476.8,634.6,774.9,865.1,19.9,345.9,87.1,893.1,92.5,4.78,992.8,2.68,286.0
01:28:15,328.2,486.5,630.2,778.4,860.5,19.7,344.9,87.4,915.1,93.1,4.67,962.2,3.13,230.0
01:28:20,333.7,476.1,627.7,781.8,879.1,19.7,345.6,87.9,899.4,92.3,4.71,993.9,2.91,296.0
01:28:25,323.9,478.2,624.5,769.5,876.1,20.2,349.2,88.1,885.0,93.1,5.35,1012.7,2.95,400.0
01:28:30,318.1,476.2,614.2,771.9,878.2,20.0,342.4,87.4,900.7,91.6,4.86,986.6,2.83,314.0
01:28:35,326.7,477.3,625.0,786.7,879.0,19.9,336.0,87.4,882.6,92.9,4.81,975.3,2.85,363.0
01:28:40,327.8,481.9,622.6,778.2,875.8,19.7,338.7,87.3,880.0,92.4,5.11,968.5,3.47,231.0
01:28:45,322.4,475.8,632.6,786.2,865.2,19.8,353.3,87.0,907.3,92.7,4.97,1007.8,3.12,207.0
01:28:50,319.5,488.5,620.9,776.8,878.8,19.5,348.2,87.1,889.1,92.4,4.9,1002.4,2.75,270.0
01:28:55,327.1,488.5,628.4,771.2,879.2,20.2,341.0,87.8,893.8,92.3,4.92,1002.4,2.84,251.0
01:29:00,325.4,461.3,625.2,773.8,871.4,19.7,344.8,86.8,905.1,91.8,4.97,1003.6,3.03,311.0
01:29:05,322.0,473.9,630.3,774.6,877.1,19.9,352.8,88.4,910.5,91.7,4.87,1008.0,3.13,309.0
01:29:10,332.2,476.2,621.7,779.5,878.0,20.3,348.1,87.6,900.6,92.3,5.01,1020.0,2.91,233.0
01:29:15,331.9,487.1,624.6,777.0,882.3,20.1,346.9,87.1,898.1,92.1,4.99,1015.4,2.84,303.0
01:29:20,324.3,473.5,633.7,778.4,870.5,20.0,337.4,87.3,911.1,93.7,5.05,972.8,3.24,314.0
01:29:25,323.2,478.8,629.7,785.0,867.1,19.6,343.6,87.8,896.0,92.7,5.09,992.4,2.67,213.0
01:29:30,323.2,484.1,623.5,779.3,872.8,19.9,345.4,87.5,901.6,93.3,5.12,953.4,2.86,261.0
01:29:35,327.7,479.0,630.7,784.5,877.8,20.1,344.4,88.0,904.2,92.0,5.04,997.6,2.81,253.0
01:29:40,327.5,471.8,632.5,777.1,880.9,19.9,342.5,87.6,905.9,91.9,5.09,1021.5,2.98,231.0
01:29:45,334.3,483.2,628.6,775.9,872.9,20.6,344.4,87.8,902.8,92.3,4.71,956.9,3.17,281.0
01:29:50,319.6,467.5,627.7,784.1,870.7,19.9,347.5,87.7,905.7,92.3,4.96,1010.3,3.0,160.0
01:29:55,332.5,468.4,620.1,787.8,876.6,21.2,349.6,87.7,881.0,92.9,5.14,987.9,3.07,230.0
01:30:00,321.5,464.7,623.3,773.3,881.6,19.7,335.8,87.1,906.7,92.9,5.04,994.5,2.95,260.0
01:30:05,325.4,475.4,625.8,771.2,872.1,19.8,355.9,87.4,894.6,92.5,4.74,1000.5,2.83,198.0
01:30:10,328.2,474.8,616.8,779.7,879.7,20.2,352.6,87.5,875.2,92.4,4.78,1019.6,3.15,210.0
01:30:15,325.8,474.8,618.1,775.9,888.3,20.2,338.6,87.3,888.0,93.2,5.19,989.4,3.05,265.0
01:30:20,332.5,477.9,632.5,779.2,876.6,20.4,342.3,87.7,907.8,92.8,4.79,1026.8,2.9,314.0
01:30:25,338.8,478.0,626.7,777.9,880.2,19.8,350.4,88.3,906.7,92.7,4.83,1010.7,3.25,295.0
01:30:30,321.9,479.3,616.9,778.6,873.3,19.8,349.6,86.9,898.9,92.2,4.94,995.2,3.13,261.0
01:30:35,323.7,471.1,622.6,778.1,880.7,20.3,342.9,87.6,893.1,92.0,5.13,1008.5,2.85,217.0
01:30:40,324.6,475.9,621.3,776.3,890.5,20.2,343.1,87.4,917.9,92.5,4.84,997.8,2.83,106.0
01:30:45,322.0,473.2,619.4,775.3,870.8,19.5,342.7,87.2,887.3,92.1,4.81,982.4,3.22,210.0
01:30:50,332.6,467.3,623.6,780.9,865.8,20.3,349.8,87.8,891.2,91.9,5.11,997.5,2.86,249.0
01:30:55,333.4,483.9,630.6,783.0,875.6,19.6,350.1,87.0,906.3,93.0,5.24,1001.9,3.32,181.0
01:31:00,322.3,480.3,624.8,781.2,883.4,19.7,346.8,88.3,908.5,92.4,5.04,982.2,2.84,299.0
01:31:05,323.7,472.8,620.5,770.6,869.1,19.3,339.0,87.9,892.5,92.4,4.82,972.3,3.02,261.0
01:31:10,326.6,473.1,631.1,778.8,875.7,19.3,346.5,88.2,880.3,92.1,4.77,1044.5,2.89,237.0
01:31:15,330.1,483.6,617.9,770.7,872.9,19.7,347.3,87.3,879.5,92.2,5.01,974.1,2.89,207.0
01:31:20,328.7,459.1,625.7,772.8,879.8,20.5,348.8,87.9,905.9,92.0,4.93,1019.7,2.9,291.0
01:31:25,321.4,476.4,627.8,775.3,874.5,19.6,347.5,87.7,895.9,92.9,5.21,997.5,2.74,338.0
01:31:30,325.7,469.0,625.0,768.3,873.2,19.3,337.0,87.8,896.7,91.8,4.79,1041.8,3.42,269.0
01:31:35,319.9,485.2,619.0,780.8,877.6,21.0,338.4,86.8,888.0,92.8,4.94,1002.3,2.79,402.0
01:31:40,322.5,473.2,633.9,769.5,880.9,20.2,347.2,87.5,910.2,92.5,5.2,997.8,2.87,335.0
01:31:45,328.7,476.3,615.1,778.2,876.4,20.0,342.9,88.0,912.9,92.3,4.63,991.8,2.84,163.0
01:31:50,318.7,468.2,630.8,769.3,871.3,20.0,348.1,87.3,897.2,92.5,4.98,981.3,3.15,161.0
01:31:55,340.3,464.2,622.5,768.2,873.2,19.8,355.5,88.6,898.3,93.1,5.06,979.8,3.18,241.0
01:32:00,337.5,468.3,624.6,767.9,874.6,19.8,348.7,87.9,905.7,91.8,5.26,1010.4,3.07,332.0
01:32:05,328.1,477.4,623.1,784.9,873.9,19.6,354.0,87.6,896.2,92.1,4.83,995.6,3.38,276.0
01:32:10,329.2,470.9,626.9,779.7,880.9,19.6,345.7,87.5,919.9,92.7,5.01,1008.7,2.79,232.0
01:32:15,323.2,477.5,625.3,765.1,874.9,19.8,347.1,87.3,881.1,92.8,5.05,1013.4,2.91,247.0
01:32:20,321.2,475.3,631.1,782.7,878.9,20.4,344.3,87.3,892.2,92.6,4.87,967.6,3.16,258.0
01:32:25,332.0,483.7,622.3,773.6,877.8,19.7,338.9,88.0,892.4,92.3,4.96,968.4,3.57,186.0
01:32:30,325.7,467.0,628.9,778.9,877.3,19.6,336.8,88.5,901.3,92.4,4.94,1025.8,3.15,292.0
01:32:35,324.5,472.0,629.8,774.6,867.5,20.1,353.1,87.6,897.4,91.8,4.89,1001.7,3.18,293.0
01:32:40,327.4,477.8,623.5,773.1,880.8,19.5,340.6,87.8,902.9,92.5,4.87,1043.0,3.27,225.0
01:32:45,331.0,473.5,629.9,777.7,876.1,20.8,348.2,87.5,894.5,92.6,5.13,1000.7,3.12,199.0
01:32:50,321.9,474.1,625.0,772.9,882.7,19.9,351.1,87.7,886.7,92.4,4.42,991.6,2.85,256.0
01:32:55,321.4,474.3,619.5,775.3,869.2,20.2,348.1,86.5,909.2,92.9,5.04,1000.2,3.1,249.0
01:33:00,327.2,471.2,625.4,775.2,872.4,20.3,345.3,87.4,910.9,92.2,4.63,985.4,2.91,290.0
01:33:05,337.5,478.6,636.7,766.1,880.3,20.4,341.1,87.3,894.0,92.6,4.9,1012.8,3.09,275.0
01:33:10,321.6,475.9,621.2,780.1,875.0,20.4,341.7,86.7,878.0,91.7,5.0,981.2,3.23,218.0
01:33:15,332.1,482.0,622.5,779.5,876.7,20.6,350.8,87.0,898.1,93.4,5.18,993.6,3.23,293.0
01:33:20,324.9,474.9,631.1,774.4,869.2,19.6,353.8,88.2,891.7,92.6,5.0,996.1,2.99,256.0
01:33:25,330.1,472.3,618.0,778.8,876.3,20.4,340.0,87.7,885.6,92.5,4.93,1018.8,3.0,309.0
01:33:30,322.5,478.7,621.8,785.0,877.8,19.8,338.5,87.4,903.5,92.6,4.93,980.7,3.05,350.0
01:33:35,326.4,465.8,623.4,774.3,882.6,20.4,337.6,88.2,882.4,92.2,4.87,1018.0,3.12,277.0
01:33:40,324.5,477.8,630.7,778.9,873.2,19.7,337.4,87.5,897.0,92.2,5.11,1003.8,2.92,274.0
01:33:45,326.4,462.3,631.0,779.3,877.5,20.4,337.6,87.9,908.4,92.6,4.92,976.9,3.11,180.0
01:33:50,315.9,483.5,637.1,778.1,865.1,19.5,344.9,87.1,907.8,92.2,5.0,1021.6,3.22,200.0
01:33:55,334.3,482.2,633.1,775.0,877.7,19.6,337.0,87.7,897.2,92.5,4.71,988.2,3.34,274.0
01:34:00,331.5,482.4,629.2,778.1,875.4,19.5,354.3,87.6,895.1,92.4,5.31,978.1,2.93,214.0
01:34:05,327.5,465.3,631.8,786.1,888.1,20.2,343.8,88.1,899.1,92.0,4.86,963.8,3.16,286.0
01:34:10,323.9,473.8,621.6,779.7,881.2,20.9,344.8,88.1,900.2,91.5,4.56,1006.6,2.9,259.0
01:34:15,318.9,476.7,626.2,772.9,869.8,19.2,349.1,87.1,897.0,92.7,4.74,1011.1,3.01,196.0
01:34:20,325.2,481.0,628.9,783.9,887.3,20.4,343.1,87.5,896.1,91.4,5.07,996.2,3.02,171.0
01:34:25,325.4,477.1,619.2,778.5,871.1,19.7,347.9,87.2,905.9,92.7,5.01,991.4,2.89,292.0
01:34:30,328.4,470.7,634.7,772.2,877.9,19.8,329.1,87.8,918.6,92.3,5.12,1008.1,2.79,288.0
01:34:35,318.9,486.4,627.3,773.4,870.0,20.0,345.9,87.4,908.2,92.8,4.83,1010.8,2.9,233.0
01:34:40,321.1,478.2,627.6,787.9,870.6,20.4,347.4,88.6,902.6,92.1,4.97,1023.2,2.83,253.0
01:34:45,327.6,467.1,630.0,774.6,873.8,20.2,345.9,87.2,898.3,92.6,4.83,1014.1,3.05,178.0
01:34:50,325.2,478.2,626.1,769.9,878.5,20.1,342.5,87.8,921.8,93.3,5.06,1010.2,2.9,295.0
01:34:55,321.1,473.4,625.3,766.6,889.7,20.3,339.9,87.1,885.8,91.7,5.21,1007.0,2.98,242.0
01:35:00,319.5,477.3,617.5,774.0,883.9,20.1,353.4,87.3,903.8,91.8,4.86,1014.8,3.0,221.0
01:35:05,321.4,474.3,629.9,778.3,872.0,19.9,346.8,87.4,897.3,91.7,5.03,968.4,3.26,365.0
01:35:10,326.7,465.2,628.2,785.9,877.6,20.5,350.4,87.1,914.7,92.9,4.95,1027.2,3.17,229.0
01:35:15,327.9,474.1,627.5,776.7,875.4,20.7,346.5,87.6,893.5,92.3,4.9,997.5,3.08,242.0
01:35:20,325.3,469.8,631.0,781.0,881.2,19.7,334.8,88.4,907.3,92.4,5.18,1010.6,3.22,209.0
01:35:25,325.0,463.0,628.5,770.6,879.2,19.8,343.3,87.4,885.5,92.2,4.98,1023.2,3.23,280.0
01:35:30,330.3,489.0,636.0,778.6,881.1,19.7,354.3,87.6,909.8,92.2,5.2,987.6,3.22,291.0
01:35:35,314.6,483.1,614.9,781.0,883.4,19.6,338.5,87.2,914.0,93.0,5.07,996.1,3.15,193.0
01:35:40,325.7,477.9,607.8,777.4,870.9,19.5,350.4,87.6,912.6,91.4,5.17,1013.4,3.19,212.0
01:35:45,329.1,468.1,627.3,780.4,877.2,20.0,354.4,87.2,894.5,92.9,4.84,1003.1,2.83,222.0
01:35:50,325.9,476.1,622.4,776.4,868.6,20.1,343.6,87.6,882.0,92.2,5.0,984.8,3.02,247.0
01:35:55,328.8,470.8,629.3,789.8,876.5,20.0,334.6,87.3,895.4,92.6,5.08,991.6,2.9,250.0
01:36:00,327.9,481.0,618.4,763.6,876.0,19.5,341.0,87.2,891.3,92.5,4.98,958.6,3.17,247.0
01:36:05,326.7,478.9,629.2,783.5,876.9,19.7,352.1,86.5,911.1,92.7,4.78,1041.4,3.06,245.0
01:36:10,333.6,474.3,622.5,779.6,888.6,20.3,344.8,87.3,908.9,93.1,4.92,987.4,3.1,209.0
01:36:15,332.7,478.9,625.7,781.0,885.4,20.4,346.6,88.4,907.3,93.2,5.05,1017.2,2.96,368.0
01:36:20,321.8,472.3,615.5,779.4,876.1,19.5,348.8,87.7,904.4,92.0,4.91,991.1,3.07,221.0
01:36:25,325.2,473.5,634.9,771.0,870.9,19.7,347.3,87.5,900.4,92.6,4.98,991.3,2.91,165.0
01:36:30,324.1,481.9,626.4,769.7,880.0,19.8,338.6,88.0,896.2,92.1,5.03,1026.5,3.17,198.0
01:36:35,320.2,469.9,627.7,780.4,883.7,20.1,347.4,87.2,903.3,91.8,5.04,945.7,2.73,240.0
01:36:40,326.4,470.8,624.1,780.9,872.1,19.9,343.6,87.7,884.0,91.6,5.01,1001.5,3.11,309.0
01:36:45,325.5,465.4,627.5,792.4,874.1,19.7,341.6,87.9,898.0,92.6,4.75,986.6,2.94,297.0
01:36:50,322.5,468.8,624.4,779.1,871.1,20.9,339.4,87.6,910.9,92.7,5.08,1008.1,3.25,257.0
01:36:55,332.3,481.0,625.3,768.7,889.0,20.6,348.3,87.6,916.4,92.4,5.21,1017.7,2.94,262.0
01:37:00,324.0,466.0,625.5,790.1,866.3,19.7,345.4,87.2,927.4,90.8,4.98,995.4,2.77,196.0
01:37:05,323.8,474.7,634.8,786.1,877.1,19.1,334.1,87.4,897.8,92.2,4.92,993.6,2.96,261.0
01:37:10,324.5,471.4,618.9,774.2,882.7,20.2,353.0,87.6,894.6,91.6,4.83,965.1,3.3,242.0
01:37:15,322.3,471.5,628.8,770.3,895.2,19.9,345.0,87.1,910.9,93.0,4.85,1011.3,3.03,238.0
01:37:20,328.2,468.2,626.2,770.8,882.4,19.6,332.5,87.9,911.4,92.6,4.55,1027.7,3.34,249.0
01:37:25,328.5,469.0,625.1,780.5,879.8,20.1,349.8,87.7,913.1,92.4,5.07,1012.7,3.04,306.0
01:37:30,325.1,479.2,624.6,786.3,887.2,20.0,336.0,87.9,883.2,92.8,5.02,1001.8,2.93,225.0
01:37:35,327.5,476.7,630.6,777.3,877.3,20.3,346.1,87.0,894.3,92.0,5.31,1026.0,3.32,208.0
01:37:40,328.7,481.9,625.9,782.0,876.5,19.8,345.7,86.4,911.0,92.8,4.84,1010.1,3.02,215.0
01:37:45,331.7,486.8,628.6,766.9,867.7,20.6,347.8,87.8,889.8,93.1,5.2,986.5,3.2,251.0
01:37:50,327.2,471.1,633.0,788.1,875.9,20.4,344.7,88.2,894.3,92.3,5.02,1033.0,2.7,317.0
01:37:55,326.3,478.0,628.8,775.2,882.2,20.6,339.7,87.3,899.2,92.3,5.18,1002.0,2.91,262.0
01:38:00,326.9,472.2,632.9,775.0,875.4,19.4,337.8,87.7,922.5,92.6,4.89,985.5,2.96,340.0
01:38:05,323.4,475.6,626.4,778.9,881.5,19.9,348.5,87.2,887.5,92.6,4.92,996.1,2.95,308.0
01:38:10,319.2,476.4,631.0,769.9,876.9,20.1,342.9,87.8,895.3,93.1,4.68,977.3,2.95,209.0
01:38:15,320.7,474.1,621.2,767.4,880.2,19.1,342.8,87.4,910.2,91.8,5.21,995.7,3.28,245.0
01:38:20,328.0,478.4,621.0,778.7,873.8,19.6,354.0,87.1,895.1,92.4,5.04,1032.2,3.17,237.0
01:38:25,329.0,473.6,638.3,774.6,877.9,20.4,346.8,87.5,902.4,91.7,5.1,978.3,3.21,282.0
01:38:30,325.2,465.3,628.1,769.1,871.4,19.8,344.3,88.1,895.5,93.3,4.95,964.1,3.05,194.0
01:38:35,326.1,469.3,624.7,769.3,861.3,19.7,349.9,87.7,881.5,92.2,5.25,989.0,2.91,238.0
01:38:40,325.0,463.9,625.9,785.6,877.6,20.0,350.9,86.4,885.3,92.8,5.3,970.2,3.13,259.0
01:38:45,322.3,474.9,623.7,774.4,877.0,19.6,342.6,87.3,904.1,92.9,4.93,982.7,2.74,220.0
01:38:50,329.7,476.0,620.5,774.1,869.6,20.2,342.7,86.8,917.0,92.0,4.92,1010.1,2.78,228.0
01:38:55,332.2,470.7,629.0,773.3,873.8,20.9,344.6,87.6,904.9,92.7,5.15,999.4,3.08,266.0
01:39:00,316.5,480.0,622.5,766.3,894.1,20.0,354.1,88.0,893.2,92.3,5.06,996.0,3.04,216.0
01:39:05,322.2,475.9,625.5,772.4,870.3,20.4,339.9,87.3,879.0,92.6,4.79,1036.8,3.31,283.0
01:39:10,330.9,464.7,627.3,773.0,874.7,19.7,342.1,87.5,903.3,91.8,5.01,993.2,3.09,268.0
01:39:15,320.4,482.8,642.9,785.0,876.8,19.7,346.6,87.0,899.2,92.6,4.83,958.2,3.11,224.0
01:39:20,329.8,476.9,633.7,773.6,871.1,20.3,347.3,87.5,897.1,92.6,4.81,963.8,2.9,174.0
01:39:25,331.2,470.3,627.4,772.9,867.4,20.4,344.3,86.8,909.4,93.3,4.82,996.9,3.32,252.0
01:39:30,331.2,481.8,633.1,776.0,879.8,20.6,339.0,87.3,888.3,93.9,5.17,966.5,2.64,293.0
01:39:35,327.2,483.4,622.8,772.0,885.4,19.7,349.6,87.0,893.0,91.8,5.18,992.6,3.04,263.0
01:39:40,323.1,474.1,614.8,784.7,879.3,20.3,342.9,87.4,898.9,92.6,4.83,1013.6,3.19,230.0
01:39:45,322.8,463.8,626.0,770.0,866.8,20.2,333.1,87.8,899.4,92.9,5.33,1011.8,3.12,325.0
01:39:50,337.9,487.4,628.5,783.9,878.0,20.6,341.1,87.1,901.3,92.8,4.84,969.7,3.23,205.0
01:39:55,327.9,468.8,633.4,771.4,874.4,20.2,349.1,86.9,916.8,93.1,5.03,994.8,3.28,260.0
01:40:00,322.6,471.0,626.2,785.4,869.1,19.5,349.4,87.6,895.7,92.7,4.92,996.1,3.04,265.0
01:40:05,322.9,470.4,629.8,775.7,878.7,20.6,345.0,86.8,909.3,91.5,5.06,1018.6,2.97,189.0
01:40:10,330.7,482.0,622.8,787.6,867.0,20.0,340.9,87.0,891.9,93.0,5.06,993.8,2.62,275.0
01:40:15,328.2,474.7,632.9,770.3,881.0,20.5,333.5,87.5,908.2,92.8,4.78,1008.8,2.84,201.0
01:40:20,317.6,470.6,634.3,782.0,879.4,19.9,343.3,87.2,899.2,91.8,4.75,1020.4,2.54,203.0
01:40:25,324.3,479.8,634.2,769.7,874.2,19.7,346.4,88.1,899.5,92.1,4.8,1023.5,3.31,299.0
01:40:30,327.7,478.8,625.8,779.3,881.1,20.1,339.0,87.2,889.5,92.8,5.11,984.8,2.87,284.0
01:40:35,318.1,467.2,624.1,774.8,876.8,19.9,348.6,87.8,898.2,93.0,4.97,985.3,2.7,297.0
01:40:40,324.1,480.0,618.8,769.1,877.4,20.7,342.1,87.5,910.0,92.7,4.83,1003.5,2.82,314.0
01:40:45,320.3,476.8,632.0,777.4,875.3,20.9,353.6,87.3,895.6,92.7,5.1,987.4,3.06,237.0
01:40:50,331.5,488.6,624.1,769.0,869.9,19.8,338.6,87.9,898.1,93.0,5.34,970.4,2.79,265.0
01:40:55,320.3,472.4,625.7,782.1,880.6,20.1,335.8,88.4,868.4,92.8,4.86,977.8,2.74,303.0
01:41:00,321.4,476.9,620.6,775.6,872.2,20.0,347.6,87.2,889.2,92.1,4.87,1022.1,3.2,308.0
01:41:05,326.9,476.4,626.6,782.7,877.3,19.6,345.6,87.4,927.5,93.3,4.64,988.8,2.93,330.0
