Time,Cement_Temperature_C,Silo_Level_Percent,Compressive_Strength_3day_MPa,Compressive_Strength_28day_MPa,Setting_Time_Initial_min,Setting_Time_Final_min,Soundness_mm,Packing_Rate_bags_min,Bag_Weight_kg,Dust_Emission_mg_Nm3,Dispatch_Rate_tph
06:47:40,82.4,67.6,30.5,49.7,44.0,287.0,2.18,12.4,49.86,12.3,41.7
06:47:45,74.5,51.3,31.2,51.1,46.0,278.0,2.3,11.4,49.87,6.0,42.9
06:47:50,76.8,40.4,30.1,50.3,46.0,287.0,2.58,11.6,50.07,11.2,38.1
06:47:55,84.7,52.5,30.8,52.5,42.0,310.0,2.29,11.7,49.97,12.8,50.6
06:48:00,78.9,45.6,28.9,50.3,44.0,275.0,2.68,12.5,50.02,7.5,45.8
06:48:05,82.0,55.9,30.4,49.0,44.0,291.0,3.0,12.4,50.0,11.6,48.9
06:48:10,86.7,56.1,28.9,49.7,45.0,304.0,2.23,13.5,50.05,9.2,51.3
06:48:15,82.9,62.9,29.1,50.5,48.0,308.0,2.15,11.5,49.87,10.0,47.3
06:48:20,74.8,57.4,28.5,51.7,44.0,295.0,1.83,12.5,50.16,9.4,47.8
06:48:25,82.1,46.6,31.3,50.2,45.0,287.0,2.2,13.0,49.91,9.7,43.5
06:48:30,79.8,54.1,31.7,49.1,50.0,307.0,2.38,11.8,50.32,13.0,43.7
06:48:35,78.4,58.3,27.6,48.8,51.0,297.0,2.99,11.9,50.01,10.1,44.1
06:48:40,77.9,55.0,29.9,51.1,48.0,281.0,2.9,11.4,49.87,8.6,44.0
06:48:45,85.6,56.6,29.3,49.5,48.0,310.0,3.02,11.7,49.85,11.0,43.9
06:48:50,80.0,60.8,28.7,50.2,48.0,292.0,1.95,11.8,49.95,8.6,45.2
06:48:55,87.2,59.1,29.4,50.2,48.0,306.0,2.47,11.7,50.08,8.5,42.7
06:49:00,78.6,56.4,31.8,50.5,42.0,295.0,1.96,12.2,50.13,11.6,43.6
06:49:05,75.7,43.8,30.3,49.0,44.0,306.0,1.74,11.8,49.99,7.9,40.4
06:49:10,79.7,49.6,30.7,49.5,45.0,309.0,2.45,10.7,49.88,11.2,39.4
06:49:15,82.6,49.6,30.4,50.6,51.0,287.0,2.52,12.1,49.9,8.9,49.2
06:49:20,80.4,56.8,30.5,50.8,44.0,325.0,3.07,12.8,50.03,11.1,44.2
06:49:25,78.8,45.0,30.0,50.9,39.0,285.0,2.06,11.2,50.07,11.6,47.9
06:49:30,76.8,54.2,27.8,48.3,42.0,297.0,1.62,11.6,50.19,7.3,45.2
06:49:35,76.1,66.2,28.5,50.2,42.0,298.0,2.54,12.2,50.02,5.9,38.6
06:49:40,77.7,58.5,29.9,48.1,45.0,277.0,2.46,11.7,50.06,10.7,47.2
06:49:45,79.3,71.6,29.8,49.4,43.0,302.0,2.72,11.5,50.04,11.4,48.7
06:49:50,72.3,56.7,28.2,49.3,48.0,318.0,1.96,11.0,49.95,8.5,47.1
06:49:55,76.9,61.7,30.9,50.9,45.0,300.0,2.62,11.7,50.0,5.0,45.0
06:50:00,75.3,56.2,30.3,48.2,40.0,295.0,2.24,12.2,49.96,11.3,45.9
06:50:05,82.2,50.3,30.0,50.2,49.0,301.0,2.75,12.0,50.05,7.1,44.0
06:50:10,82.4,61.7,31.0,50.4,49.0,293.0,1.72,11.1,50.15,11.2,45.1
06:50:15,82.6,51.1,31.8,49.8,46.0,291.0,2.67,11.1,50.03,8.5,50.5
06:50:20,84.7,42.4,30.7,50.7,44.0,299.0,4.11,12.0,50.22,9.8,43.8
06:50:25,77.8,46.6,30.8,52.3,42.0,310.0,2.35,11.9,49.93,8.7,48.6
06:50:30,81.8,37.2,30.3,49.8,53.0,311.0,2.74,12.4,49.91,10.7,45.5
06:50:35,81.3,57.3,29.4,49.2,41.0,310.0,2.22,13.1,50.03,9.4,47.4
06:50:40,76.4,53.6,29.5,49.8,44.0,292.0,2.45,12.3,49.92,7.1,45.8
06:50:45,75.8,68.2,30.4,48.6,47.0,294.0,2.32,12.1,50.03,11.1,50.7
06:50:50,85.2,58.0,27.8,50.4,40.0,294.0,2.6,10.9,50.09,5.4,41.7
06:50:55,75.7,58.4,29.4,50.1,48.0,315.0,2.72,11.6,49.98,10.3,43.1
06:51:00,77.8,62.3,29.4,51.1,44.0,298.0,2.43,12.5,49.97,7.7,44.0
06:51:05,74.2,64.7,30.6,51.4,42.0,297.0,2.91,12.7,49.99,11.5,43.2
06:51:10,70.1,58.2,31.1,48.0,42.0,301.0,3.15,11.1,49.92,6.7,42.8
06:51:15,88.2,62.2,27.7,48.9,41.0,313.0,2.13,12.0,49.81,10.7,42.0
06:51:20,87.2,43.8,30.2,50.0,45.0,302.0,3.02,10.9,50.01,11.3,43.9
06:51:25,75.6,71.2,30.2,50.2,43.0,309.0,1.37,12.3,50.03,9.7,48.0
06:51:30,76.6,53.7,30.8,49.3,45.0,291.0,2.22,11.3,50.01,11.1,39.7
06:51:35,77.9,42.0,30.7,49.9,47.0,303.0,1.6,11.3,50.02,7.5,47.1
06:51:40,80.5,49.8,29.8,50.0,46.0,305.0,2.13,11.3,50.07,10.8,43.9
06:51:45,78.2,54.0,29.6,49.1,45.0,293.0,2.33,13.0,50.02,9.9,46.8
06:51:50,72.8,57.0,29.3,49.8,47.0,306.0,3.32,11.5,50.0,8.1,41.7
06:51:55,83.8,50.3,30.4,49.3,46.0,289.0,2.07,12.7,49.92,10.5,43.3
06:52:00,84.2,60.1,30.1,48.7,41.0,295.0,2.56,12.9,50.05,8.9,47.1
06:52:05,78.0,48.5,30.0,52.3,52.0,303.0,2.8,12.1,50.14,12.0,44.3
06:52:10,80.6,62.9,29.3,48.3,42.0,275.0,1.49,11.3,49.93,9.0,43.6
06:52:15,81.4,53.1,31.2,49.7,45.0,303.0,2.62,10.6,50.04,12.3,44.9
06:52:20,80.8,55.3,30.4,51.1,44.0,307.0,3.07,10.5,50.01,10.9,43.5
06:52:25,76.9,56.1,30.2,49.8,42.0,306.0,2.29,12.2,50.0,10.3,45.5
06:52:30,82.9,49.0,31.9,50.6,51.0,277.0,2.37,11.1,49.93,8.4,52.2
06:52:35,83.6,56.3,29.5,50.6,47.0,277.0,2.25,11.9,49.88,10.5,52.6
06:52:40,79.1,61.8,29.6,49.3,43.0,290.0,2.09,11.6,49.92,8.5,48.4
06:52:45,81.7,62.8,29.7,50.4,40.0,294.0,2.23,11.9,50.08,10.7,37.4
06:52:50,87.7,57.1,31.7,49.8,51.0,304.0,2.91,12.9,49.97,12.2,40.2
06:52:55,74.1,56.9,31.0,51.1,46.0,300.0,2.65,11.7,50.27,12.8,50.3
06:53:00,73.2,60.8,29.4,47.6,42.0,299.0,2.14,12.1,49.96,9.0,50.8
06:53:05,82.2,47.6,28.5,49.9,44.0,314.0,1.71,12.8,50.2,9.9,44.6
06:53:10,81.7,56.0,30.2,50.3,42.0,288.0,1.82,11.9,49.9,12.8,46.0
06:53:15,72.1,59.6,28.9,49.3,45.0,297.0,2.32,13.2,50.03,11.2,43.6
06:53:20,77.7,62.4,30.0,50.5,47.0,303.0,2.43,11.7,50.04,10.7,44.4
06:53:25,77.7,45.5,30.6,48.3,47.0,295.0,2.63,11.8,50.16,14.4,49.3
06:53:30,80.4,49.4,30.9,51.3,48.0,306.0,2.99,11.9,50.03,8.9,42.5
06:53:35,78.1,49.8,29.6,49.4,45.0,293.0,2.94,11.5,50.14,10.2,45.6
06:53:40,82.5,66.8,30.2,50.4,41.0,299.0,3.0,11.9,50.01,9.9,44.2
06:53:45,81.0,49.2,31.0,50.1,46.0,284.0,2.31,11.3,50.13,10.2,43.7
06:53:50,79.1,62.9,31.1,49.1,48.0,288.0,2.55,11.7,50.34,10.7,41.9
06:53:55,75.5,55.3,30.3,52.2,49.0,304.0,2.38,12.3,49.98,7.6,45.5
06:54:00,86.2,55.0,29.4,50.9,49.0,288.0,2.08,11.6,50.12,12.6,42.5
06:54:05,77.5,47.4,30.6,50.3,44.0,314.0,3.09,11.5,50.03,7.3,46.0
06:54:10,85.1,58.4,29.3,50.5,44.0,313.0,2.77,12.3,50.06,8.0,48.0
06:54:15,84.5,52.8,30.0,48.9,42.0,314.0,3.04,12.2,49.91,14.0,45.6
06:54:20,77.7,59.1,29.8,49.9,51.0,264.0,3.36,11.4,50.01,10.7,41.0
06:54:25,74.8,44.9,31.5,48.5,41.0,307.0,2.79,12.2,50.27,8.2,45.3
06:54:30,79.3,62.2,30.1,48.9,46.0,298.0,2.71,11.1,50.13,10.5,48.0
06:54:35,77.6,66.4,30.5,49.2,43.0,297.0,2.54,11.3,50.11,13.7,50.3
06:54:40,85.5,63.0,29.8,52.1,42.0,294.0,2.71,12.2,50.06,10.7,39.3
06:54:45,82.2,54.5,29.9,50.0,44.0,291.0,2.47,11.4,50.1,9.8,46.2
06:54:50,86.4,51.3,31.3,49.6,50.0,307.0,3.21,10.9,49.99,11.6,46.6
06:54:55,82.2,46.0,30.0,49.4,52.0,296.0,0.96,11.1,49.99,7.9,49.2
06:55:00,80.0,55.1,31.6,49.9,44.0,296.0,2.1,11.6,49.85,11.2,42.0
06:55:05,74.3,59.0,29.0,50.4,48.0,316.0,1.48,12.3,50.1,13.0,43.0
06:55:10,80.7,50.3,28.4,50.7,50.0,317.0,2.6,12.0,50.06,9.8,46.0
06:55:15,74.7,57.1,29.2,50.1,45.0,282.0,1.95,12.2,50.16,9.0,45.0
06:55:20,76.1,58.7,30.8,49.8,46.0,301.0,2.09,11.6,50.03,9.7,45.7
06:55:25,81.3,37.7,29.2,50.0,48.0,286.0,2.86,12.5,50.07,10.4,43.4
06:55:30,90.8,62.2,29.4,49.8,45.0,298.0,2.46,11.3,50.12,12.6,48.3
06:55:35,74.2,48.7,30.0,48.9,45.0,283.0,2.55,12.5,49.81,11.5,40.6
06:55:40,78.9,72.0,30.4,50.0,45.0,299.0,2.36,12.0,50.03,8.9,41.9
06:55:45,73.0,54.0,29.2,50.1,48.0,307.0,2.14,12.3,50.21,11.8,48.0
06:55:50,74.4,66.6,29.8,50.9,41.0,292.0,3.22,12.5,50.04,10.0,41.1
06:55:55,84.2,50.6,28.1,50.2,45.0,300.0,2.67,11.9,50.15,11.8,44.6
06:56:00,79.2,44.5,30.9,50.0,42.0,303.0,3.37,11.9,50.01,11.0,42.2
06:56:05,87.1,65.5,30.4,48.2,47.0,295.0,2.36,10.4,49.96,7.6,45.8
06:56:10,84.7,71.4,30.3,49.6,45.0,337.0,2.66,11.2,50.0,4.3,43.5
06:56:15,79.0,67.4,30.9,49.6,44.0,306.0,2.7,12.0,50.05,8.6,43.1
06:56:20,80.6,59.6,30.7,49.2,42.0,291.0,3.04,11.6,50.2,9.5,43.9
06:56:25,77.3,53.7,29.1,48.2,45.0,302.0,2.32,12.7,50.23,11.3,42.3
06:56:30,83.5,53.4,29.3,49.8,46.0,293.0,2.32,12.6,50.01,11.6,45.6
06:56:35,78.1,56.5,30.7,49.5,48.0,296.0,2.5,12.4,50.12,10.7,44.4
06:56:40,74.6,73.8,29.9,49.6,42.0,285.0,2.93,12.1,49.94,11.9,48.4
06:56:45,79.4,57.1,30.9,49.0,49.0,305.0,1.92,12.4,49.89,11.8,46.3
06:56:50,82.0,50.4,30.4,50.2,48.0,318.0,2.65,12.3,50.14,13.1,48.5
06:56:55,79.0,46.2,31.6,48.7,50.0,304.0,2.85,12.0,49.97,9.1,48.3
06:57:00,81.6,45.7,28.8,50.0,42.0,307.0,2.27,12.3,49.89,7.4,45.3
06:57:05,81.4,53.0,29.9,47.9,46.0,293.0,3.16,13.3,49.99,9.0,47.2
06:57:10,83.2,55.5,30.4,49.0,45.0,298.0,2.89,12.1,50.0,9.7,41.7
06:57:15,81.8,67.4,28.7,47.4,43.0,279.0,2.68,12.5,49.85,8.4,43.7
06:57:20,77.1,64.0,30.4,51.5,46.0,314.0,2.34,12.2,49.9,11.0,44.4
06:57:25,83.9,57.4,31.7,49.1,48.0,298.0,2.39,12.7,50.0,7.2,41.5
06:57:30,82.9,59.3,31.7,50.0,47.0,319.0,2.23,12.6,50.03,12.6,43.9
06:57:35,89.1,55.6,30.3,50.3,48.0,308.0,3.23,12.5,50.13,14.6,46.6
06:57:40,83.8,47.5,30.1,49.8,43.0,306.0,2.1,11.7,50.03,12.6,46.2
06:57:45,78.2,59.3,28.9,49.2,43.0,275.0,2.42,12.0,50.1,14.6,42.0
06:57:50,82.5,63.9,29.1,48.9,44.0,313.0,2.31,11.4,49.93,11.5,47.7
06:57:55,76.9,56.4,32.4,52.0,44.0,298.0,3.0,12.7,50.02,9.8,47.8
06:58:00,77.0,44.3,31.2,49.8,40.0,292.0,2.22,11.3,49.86,11.2,44.1
06:58:05,75.5,66.5,30.0,49.2,46.0,305.0,2.61,12.3,49.91,15.4,45.0
06:58:10,80.7,54.3,28.7,49.8,43.0,296.0,3.68,12.9,49.87,9.1,46.3
06:58:15,86.0,62.5,32.2,50.4,45.0,293.0,2.6,12.3,50.12,7.3,44.6
06:58:20,78.4,61.8,28.9,50.4,46.0,290.0,2.71,12.3,50.0,8.0,43.9
06:58:25,79.1,55.1,30.5,48.3,46.0,299.0,1.85,11.6,50.16,9.8,46.0
06:58:30,76.8,52.8,30.2,50.5,43.0,310.0,3.05,12.7,49.98,9.0,41.3
06:58:35,72.4,63.0,28.5,50.0,45.0,293.0,2.64,11.5,49.86,9.3,47.8
06:58:40,76.3,52.1,30.0,51.1,45.0,303.0,2.82,12.0,49.93,8.8,45.2
06:58:45,76.1,50.6,28.8,49.2,45.0,308.0,2.45,12.2,49.94,12.8,44.8
06:58:50,88.9,65.1,29.2,50.4,48.0,298.0,2.68,11.4,49.87,9.4,44.2
06:58:55,79.1,43.3,30.0,50.4,47.0,314.0,2.25,12.6,50.06,10.4,44.1
06:59:00,79.9,42.9,29.8,51.0,40.0,289.0,2.48,11.6,50.09,12.2,49.1
06:59:05,82.3,65.0,29.8,47.7,46.0,287.0,2.73,11.8,49.98,10.1,43.7
06:59:10,82.9,53.2,28.2,51.4,43.0,330.0,2.33,13.1,49.9,6.3,46.1
06:59:15,82.0,49.4,30.3,50.8,45.0,290.0,2.7,12.1,50.12,6.9,43.0
06:59:20,80.4,49.2,29.7,50.3,40.0,311.0,1.42,12.3,50.12,7.7,44.3
06:59:25,84.3,54.9,29.8,48.8,46.0,287.0,2.66,10.5,50.05,9.4,48.7
06:59:30,80.7,53.2,27.4,49.8,46.0,317.0,3.2,12.9,50.11,7.7,45.9
06:59:35,72.4,45.5,28.9,50.9,43.0,283.0,2.47,11.2,50.07,7.8,45.9
06:59:40,83.4,41.7,28.5,49.4,43.0,325.0,2.4,11.8,49.82,12.0,47.6
06:59:45,77.4,54.1,30.5,50.4,49.0,302.0,2.15,12.4,50.07,9.9,47.2
06:59:50,82.7,54.8,30.5,50.4,45.0,306.0,2.16,11.8,50.03,13.9,44.5
06:59:55,79.8,49.7,31.6,49.4,46.0,312.0,2.61,10.3,50.21,10.2,44.2
07:00:00,79.0,54.2,28.4,50.1,50.0,284.0,2.06,12.7,50.0,11.0,46.0
07:00:05,73.3,67.1,31.1,50.2,43.0,287.0,2.75,12.1,50.09,9.5,46.6
07:00:10,86.1,56.3,29.9,50.3,48.0,281.0,2.26,12.4,50.07,9.4,51.2
07:00:15,78.6,59.1,29.1,50.9,48.0,301.0,2.47,12.6,50.06,15.4,45.3
07:00:20,78.1,44.6,28.5,50.5,47.0,306.0,2.17,12.1,49.86,11.1,49.3
07:00:25,81.4,49.0,29.4,51.8,48.0,316.0,2.57,11.6,50.04,10.3,44.1
07:00:30,86.9,61.5,28.7,50.8,40.0,305.0,2.96,13.0,49.92,10.8,48.7
07:00:35,81.6,47.3,27.7,47.7,41.0,316.0,1.58,12.9,49.93,8.5,44.6
07:00:40,80.8,52.6,30.1,48.6,48.0,283.0,2.77,11.4,50.01,11.8,40.3
07:00:45,76.2,52.4,28.9,50.5,42.0,283.0,2.32,11.4,49.98,10.2,41.3
07:00:50,73.3,55.1,30.0,47.6,44.0,293.0,2.5,11.6,49.99,10.8,44.1
07:00:55,77.2,31.1,30.5,47.1,46.0,280.0,2.67,12.7,49.96,9.8,45.2
07:01:00,85.4,51.1,29.1,49.2,45.0,311.0,2.6,12.4,49.98,8.1,42.5
07:01:05,82.4,55.8,29.8,51.4,46.0,316.0,2.79,11.4,49.87,7.6,41.4
07:01:10,74.0,61.4,29.8,49.4,51.0,320.0,1.98,11.9,49.77,10.4,39.8
07:01:15,71.3,61.8,31.2,51.9,43.0,303.0,2.45,11.6,49.83,11.7,42.8
07:01:20,77.4,65.2,30.5,50.7,41.0,273.0,3.32,11.9,49.97,7.3,44.5
07:01:25,83.4,56.4,30.3,49.9,46.0,306.0,3.67,11.8,49.87,14.4,42.8
07:01:30,85.3,51.1,28.0,50.3,45.0,315.0,2.09,11.7,50.08,7.6,51.2
07:01:35,76.5,49.4,30.9,47.5,45.0,298.0,3.26,12.0,49.96,9.8,46.9
07:01:40,83.9,63.2,30.5,50.2,46.0,299.0,1.98,11.6,49.94,10.3,44.0
07:01:45,80.4,42.8,30.3,48.8,41.0,278.0,2.99,12.7,50.07,5.8,46.8
07:01:50,78.9,51.3,30.9,48.8,50.0,307.0,2.12,11.9,49.98,7.9,36.4
07:01:55,76.4,53.8,29.7,49.5,44.0,322.0,3.07,12.6,50.17,8.2,39.8
07:02:00,80.3,57.2,29.4,49.6,43.0,300.0,2.15,12.2,50.02,11.4,45.8
07:02:05,82.1,64.7,29.5,48.4,41.0,299.0,3.22,11.3,49.88,13.8,51.0
07:02:10,75.0,54.0,30.5,49.1,41.0,307.0,2.19,12.2,50.08,9.8,46.2
07:02:15,78.6,63.9,29.0,49.6,42.0,268.0,2.08,11.3,50.01,10.9,41.3
07:02:20,82.9,59.0,30.0,49.2,46.0,304.0,1.34,13.3,50.12,10.5,42.8
07:02:25,82.9,48.5,29.0,50.6,47.0,299.0,2.67,11.5,50.14,8.7,46.6
07:02:30,78.8,53.9,29.1,52.4,42.0,292.0,2.25,11.8,50.06,7.8,40.2
07:02:35,84.8,51.6,30.7,50.0,48.0,301.0,2.76,11.1,49.9,11.8,41.1
07:02:40,76.5,50.1,30.0,49.7,46.0,285.0,2.9,12.4,50.09,12.5,46.0
07:02:45,80.5,65.2,30.2,51.6,46.0,306.0,3.44,11.6,49.95,9.1,44.0
07:02:50,82.7,55.8,29.2,50.4,42.0,296.0,2.93,12.0,50.19,8.4,45.5
07:02:55,85.0,50.4,29.7,50.2,45.0,286.0,1.99,11.7,50.1,8.3,42.1
07:03:00,87.8,46.8,30.7,51.3,43.0,301.0,2.41,11.2,49.94,11.2,47.3
07:03:05,81.2,46.8,29.2,48.3,43.0,311.0,1.47,12.5,49.9,7.4,42.8
07:03:10,82.0,62.8,28.8,50.0,44.0,296.0,2.6,11.7,50.26,12.0,43.2
07:03:15,79.2,66.2,30.9,49.1,48.0,307.0,3.42,12.4,49.94,9.5,47.2
07:03:20,79.9,49.3,30.7,51.0,44.0,310.0,2.12,12.3,50.12,6.2,45.7
07:03:25,84.1,56.5,28.6,51.4,45.0,293.0,2.18,12.3,49.99,13.7,44.6
07:03:30,83.7,50.7,30.1,50.1,47.0,298.0,2.72,12.4,50.11,11.7,44.4
07:03:35,82.2,54.6,27.7,48.1,39.0,308.0,2.74,11.8,49.89,10.6,46.5
07:03:40,79.2,48.2,31.7,49.5,42.0,283.0,2.8,11.1,49.75,9.6,46.3
07:03:45,79.6,45.3,28.7,49.5,43.0,308.0,2.45,11.8,50.12,6.0,42.1
07:03:50,82.2,65.7,29.1,49.6,42.0,311.0,2.49,12.4,50.06,9.6,48.3
07:03:55,85.2,57.7,28.7,48.8,46.0,312.0,1.78,12.6,50.18,10.2,45.8
07:04:00,79.3,53.5,29.8,48.5,48.0,302.0,2.97,11.1,49.99,12.0,48.2
07:04:05,82.4,53.1,28.5,49.9,51.0,290.0,2.53,12.5,50.08,14.0,48.4
07:04:10,79.9,52.3,30.9,49.1,45.0,316.0,1.79,12.5,50.0,6.0,33.2
07:04:15,78.8,47.7,29.5,50.1,41.0,281.0,3.07,12.7,49.81,11.2,46.0
07:04:20,79.9,50.8,29.6,48.9,42.0,278.0,3.32,12.4,49.94,11.1,43.4
07:04:25,80.2,63.5,28.5,49.4,46.0,292.0,3.28,12.0,49.98,11.5,40.3
07:04:30,76.2,48.6,30.9,50.2,44.0,292.0,2.59,10.9,49.9,11.3,47.6
07:04:35,84.1,58.0,30.0,49.2,44.0,305.0,3.27,11.8,50.02,7.5,42.4
07:04:40,82.5,70.3,29.9,50.7,43.0,295.0,2.72,11.8,49.95,6.7,45.6
07:04:45,84.9,62.3,29.8,51.2,42.0,302.0,3.07,12.6,49.96,10.7,42.8
07:04:50,73.5,53.5,30.1,50.0,47.0,284.0,2.83,12.1,49.96,8.6,40.7
07:04:55,84.6,58.8,28.9,51.4,43.0,315.0,2.38,12.4,49.94,9.7,45.1
07:05:00,82.8,53.6,29.5,49.0,44.0,333.0,2.56,10.8,50.06,11.1,45.6
07:05:05,81.1,54.1,29.2,51.5,41.0,271.0,2.29,12.4,50.01,9.4,43.5
07:05:10,78.9,46.5,31.4,49.5,47.0,289.0,2.32,11.7,49.97,12.2,48.2
07:05:15,80.7,50.0,27.9,47.0,45.0,318.0,3.04,11.9,50.05,9.5,43.4
07:05:20,87.5,45.7,30.5,50.1,45.0,290.0,2.26,12.5,49.97,12.9,43.9
07:05:25,87.4,62.4,31.2,50.0,47.0,298.0,2.53,12.0,50.19,8.8,45.7
07:05:30,74.5,66.3,29.6,49.7,53.0,291.0,2.87,12.3,49.94,9.1,40.4
07:05:35,79.3,52.1,28.8,50.6,47.0,292.0,1.51,11.6,49.89,10.4,40.6
07:05:40,79.4,59.9,31.7,50.7,41.0,295.0,1.98,11.5,50.01,12.7,44.9
07:05:45,79.6,59.7,29.8,49.7,39.0,304.0,1.27,13.0,50.03,10.4,44.8
07:05:50,74.4,46.3,30.2,47.2,43.0,297.0,2.81,11.9,49.96,10.4,44.8
07:05:55,75.1,64.2,30.1,50.9,49.0,298.0,3.05,11.7,50.24,12.1,46.6
07:06:00,83.3,65.4,29.7,50.6,47.0,314.0,2.69,11.4,49.89,12.6,43.7
07:06:05,74.0,53.3,30.6,49.2,42.0,286.0,3.0,12.2,50.11,7.5,42.2
07:06:10,85.4,52.4,30.6,48.9,42.0,294.0,2.56,11.3,50.08,10.2,42.7
07:06:15,73.8,65.1,28.3,49.9,50.0,304.0,2.33,11.9,50.1,10.1,45.1
07:06:20,75.6,55.1,29.3,51.3,44.0,288.0,2.98,10.9,50.01,7.1,43.2
07:06:25,78.1,43.0,31.2,49.7,48.0,311.0,1.78,11.9,50.14,11.3,44.3
07:06:30,79.4,44.6,29.3,51.2,41.0,285.0,2.97,12.3,49.88,5.5,47.0
07:06:35,75.2,54.0,28.4,48.8,45.0,319.0,2.54,12.3,50.0,8.5,41.9
07:06:40,82.8,54.3,29.9,49.8,48.0,286.0,3.39,12.2,50.15,9.5,41.0
07:06:45,77.2,64.2,29.8,51.2,44.0,312.0,2.61,11.6,49.94,9.4,44.5
07:06:50,81.0,54.5,30.8,51.0,44.0,300.0,3.03,12.3,49.82,8.3,41.3
07:06:55,80.0,55.1,29.2,49.9,50.0,316.0,2.95,11.5,49.99,8.8,48.3
07:07:00,77.9,50.7,31.5,49.3,48.0,297.0,3.22,13.7,49.86,8.5,44.0
07:07:05,81.8,65.6,29.6,48.6,52.0,307.0,2.17,11.0,50.1,11.7,45.2
07:07:10,77.9,55.4,30.1,47.5,44.0,305.0,2.72,11.8,49.92,9.4,39.8
07:07:15,78.0,49.5,29.8,50.8,51.0,290.0,1.67,13.1,50.06,10.5,46.6
07:07:20,84.9,55.0,28.1,49.1,49.0,305.0,2.39,12.0,49.98,10.7,40.6
07:07:25,80.9,51.8,31.1,50.2,40.0,296.0,2.84,11.6,49.92,12.6,46.5
07:07:30,76.6,59.1,32.3,49.2,43.0,291.0,2.47,12.8,50.12,10.4,51.5
07:07:35,79.8,52.5,29.1,51.1,48.0,281.0,3.41,12.0,50.12,11.5,47.1
07:07:40,77.3,54.1,31.1,51.3,44.0,319.0,3.17,12.4,50.19,10.0,46.2
07:07:45,79.4,54.9,30.2,49.8,51.0,318.0,1.97,12.5,50.08,6.9,42.7
07:07:50,72.3,57.8,29.7,49.5,43.0,301.0,2.2,11.9,49.99,8.1,42.2
07:07:55,80.2,60.6,29.2,50.8,44.0,297.0,1.98,11.3,49.97,6.5,45.8
07:08:00,81.8,56.4,30.7,49.8,45.0,299.0,2.23,11.3,49.94,10.1,46.2
07:08:05,81.7,63.0,31.5,49.2,43.0,293.0,2.03,12.3,50.04,6.6,48.1
07:08:10,67.3,58.1,28.9,49.1,48.0,296.0,2.21,13.6,49.96,9.5,40.8
07:08:15,80.2,60.8,30.2,51.6,43.0,272.0,2.57,11.6,50.1,12.3,41.8
07:08:20,80.7,55.7,30.0,51.8,45.0,323.0,2.72,13.0,50.05,13.7,46.9
07:08:25,74.7,52.1,30.7,49.8,47.0,294.0,2.33,12.1,50.1,9.9,41.8
07:08:30,80.6,56.2,28.1,50.4,45.0,322.0,2.43,11.1,50.05,8.9,47.9
07:08:35,75.8,60.6,32.7,50.8,45.0,317.0,2.39,12.6,49.96,8.5,46.5
07:08:40,78.5,61.4,29.5,51.4,42.0,299.0,2.52,12.4,49.87,8.1,40.0
07:08:45,79.9,53.1,29.2,51.1,49.0,321.0,2.08,12.1,50.15,12.1,37.6
07:08:50,88.0,58.3,30.0,49.8,44.0,321.0,3.05,11.3,50.01,7.7,48.8
07:08:55,69.1,52.6,29.7,50.5,48.0,291.0,2.92,11.3,49.99,5.2,46.5
07:09:00,78.8,53.9,31.7,50.8,41.0,288.0,2.34,11.6,50.27,9.4,41.5
07:09:05,78.4,55.1,30.6,51.4,45.0,283.0,2.73,12.1,50.06,11.0,44.5
07:09:10,81.1,57.4,31.1,49.6,43.0,294.0,1.79,12.0,49.91,11.6,47.2
07:09:15,87.7,49.7,30.9,49.2,45.0,280.0,3.46,11.6,50.01,8.3,42.9
07:09:20,83.0,63.1,31.0,50.7,49.0,308.0,2.55,10.9,49.96,9.9,43.4
07:09:25,75.8,53.8,28.6,50.1,46.0,295.0,2.12,11.6,49.87,11.1,44.8
07:09:30,80.7,62.3,29.5,50.3,46.0,307.0,1.7,12.3,49.88,10.5,45.8
07:09:35,83.1,62.2,31.9,50.0,42.0,297.0,2.58,13.3,49.91,10.4,47.5
07:09:40,83.4,53.2,30.3,50.1,45.0,317.0,2.99,10.8,50.05,9.0,43.0
07:09:45,77.4,42.1,29.2,50.8,51.0,324.0,2.92,12.2,49.94,8.7,41.4
07:09:50,83.9,62.9,30.5,48.7,44.0,324.0,3.16,12.0,49.97,10.3,47.3
07:09:55,76.6,58.8,30.2,50.5,46.0,284.0,3.36,12.3,49.98,11.7,45.7
07:10:00,78.9,55.7,29.5,50.2,43.0,297.0,2.53,11.2,49.95,11.5,46.6
07:10:05,80.5,48.2,29.2,49.0,49.0,304.0,2.76,11.6,49.97,10.1,43.3
07:10:10,84.9,52.4,30.2,49.9,45.0,305.0,2.8,11.9,50.13,12.3,45.8
07:10:15,78.9,46.2,29.4,50.5,46.0,317.0,1.81,13.4,50.11,8.9,47.8
07:10:20,78.9,59.3,30.6,49.3,43.0,291.0,2.05,12.4,50.13,10.6,45.2
07:10:25,81.0,46.9,28.6,50.5,44.0,293.0,2.56,11.6,49.9,12.4,44.3
07:10:30,76.3,64.1,30.4,50.0,46.0,290.0,2.87,12.4,50.02,11.9,47.2
07:10:35,80.0,52.2,29.3,47.7,40.0,311.0,2.15,11.9,49.95,10.2,43.6
07:10:40,82.2,60.7,30.2,49.8,45.0,281.0,2.02,11.8,50.09,11.3,50.7
