Timestamp,Feed Size (mm),Product Size (mm),Mill Power 1 (kW),Mill Inlet Temp (°C),Blending Efficiency (%),C5 Temp (°C),Heat Recovery Eff (%),Fuel Flow Rate (t/h),Primary Fuel Flow (t/h),Secondary Air Temp (°C),Kiln Drive Power (kW),Clinker Inlet Temp (°C),Cooling Air Flow (m³/min),Mill Power 2 (kW),Packing Rate (bags/min),Target_eff
2025-05-11 17:00:00,1082,21.8,1827,115,92.7,861,89.3,5.7,8.6,1061,1115,1282,531,2207,12.7,64
2025-05-11 18:00:00,1076,21.9,1831,116,92.8,861,89.4,5.7,8.5,1060,1114,1283,533,2204,12.6,63.9
2025-05-11 19:00:00,1079,21.9,1828,116,92.9,861,89.4,5.7,8.5,1060,1109,1284,531,2208,12.6,64
2025-05-11 20:00:00,1082,21.9,1830,116,92.9,861,89.4,5.7,8.6,1062,1108,1282,529,2195,12.6,64
2025-05-11 21:00:00,1084,21.9,1828,116,92.9,861,89.4,5.7,8.6,1057,1102,1280,528,2189,12.5,64.2
2025-05-11 22:00:00,1080,21.9,1828,115,93.1,862,89.4,5.7,8.6,1059,1109,1279,526,2186,12.5,64.3
2025-05-11 23:00:00,1080,21.9,1832,114,93.1,862,89.4,5.7,8.6,1060,1109,1281,528,2186,12.5,64.4
2025-05-12 00:00:00,1080,21.9,1827,114,93,862,89.4,5.7,8.6,1065,1109,1279,527,2184,12.6,64.2
2025-05-12 01:00:00,1075,22,1824,114,92.9,862,89.4,5.7,8.6,1064,1112,1279,529,2183,12.5,64.4
2025-05-12 02:00:00,1081,22,1825,116,92.8,862,89.5,5.7,8.6,1069,1107,1278,527,2176,12.4,64.2
2025-05-12 03:00:00,1085,21.9,1835,116,92.9,863,89.5,5.7,8.7,1068,1104,1275,529,2185,12.4,64.1
2025-05-12 04:00:00,1084,21.9,1831,117,92.6,863,89.5,5.7,8.6,1069,1106,1273,527,2182,12.4,63.9
2025-05-12 05:00:00,1084,21.8,1839,117,92.6,864,89.5,5.7,8.6,1070,1106,1275,528,2173,12.4,63.8
2025-05-12 06:00:00,1085,21.8,1847,117,92.6,863,89.6,5.8,8.6,1076,1104,1273,527,2178,12.5,63.3
2025-05-12 07:00:00,1076,21.9,1847,117,92.8,863,89.5,5.8,8.5,1072,1106,1276,529,2174,12.4,63.4
2025-05-12 08:00:00,1075,21.8,1846,118,92.6,864,89.5,5.8,8.5,1074,1107,1276,524,2168,12.4,63.3
2025-05-12 09:00:00,1073,21.9,1843,118,92.6,865,89.4,5.8,8.5,1074,1109,1273,522,2172,12.3,63.6
2025-05-12 10:00:00,1069,21.8,1843,118,92.5,866,89.6,5.8,8.4,1074,1111,1274,525,2169,12.3,63.3
2025-05-12 11:00:00,1068,21.8,1837,118,92.5,866,89.6,5.7,8.5,1076,1108,1272,524,2170,12.3,63.8
2025-05-12 12:00:00,1075,21.7,1837,118,92.5,867,89.6,5.7,8.5,1079,1108,1272,521,2167,12.3,63.7
2025-05-12 13:00:00,1077,21.7,1843,118,92.5,866,89.6,5.7,8.5,1080,1100,1274,519,2164,12.4,63.6
2025-05-12 14:00:00,1075,21.7,1840,119,92.3,867,89.7,5.8,8.5,1084,1098,1271,520,2159,12.3,63.3
2025-05-12 15:00:00,1077,21.7,1840,119,92.4,866,89.7,5.7,8.5,1083,1097,1270,518,2153,12.2,63.7
2025-05-12 16:00:00,1083,21.7,1833,118,92.1,866,89.7,5.7,8.5,1083,1100,1268,521,2171,12.1,63.9
2025-05-12 17:00:00,1087,21.7,1834,119,92.1,867,89.7,5.7,8.5,1080,1102,1266,523,2167,12.2,63.5
2025-05-12 18:00:00,1087,21.7,1835,119,92.1,866,89.6,5.7,8.5,1086,1099,1265,524,2159,12.1,63.5
2025-05-12 19:00:00,1084,21.7,1836,119,92.2,866,89.7,5.8,8.5,1086,1096,1263,526,2165,12.2,63.1
2025-05-12 20:00:00,1087,21.7,1835,119,92.3,866,89.7,5.8,8.5,1085,1101,1263,525,2166,12.3,62.9
2025-05-12 21:00:00,1089,21.7,1833,119,92.3,866,89.6,5.8,8.6,1087,1100,1264,528,2166,12.2,63.1
2025-05-12 22:00:00,1092,21.7,1835,119,92.5,866,89.6,5.8,8.7,1090,1100,1262,530,2164,12.3,62.9
2025-05-12 23:00:00,1095,21.7,1835,119,92.4,865,89.5,5.8,8.6,1088,1104,1259,530,2162,12.3,62.7
2025-05-13 00:00:00,1099,21.8,1837,119,92.3,865,89.5,5.8,8.6,1091,1103,1261,527,2160,12.4,62.6
2025-05-13 01:00:00,1097,21.6,1837,119,92.5,865,89.5,5.8,8.6,1091,1103,1259,522,2166,12.3,62.8
2025-05-13 02:00:00,1102,21.6,1842,119,92.6,865,89.5,5.8,8.5,1095,1101,1263,524,2165,12.2,62.6
2025-05-13 03:00:00,1103,21.6,1845,119,92.6,866,89.5,5.8,8.5,1093,1099,1262,521,2171,12.2,62.7
2025-05-13 04:00:00,1111,21.6,1845,119,92.6,865,89.5,5.8,8.5,1095,1100,1262,519,2170,12.2,62.6
2025-05-13 05:00:00,1108,21.7,1852,119,92.7,865,89.6,5.8,8.5,1096,1093,1257,520,2169,12.2,62.6
2025-05-13 06:00:00,1115,21.6,1853,119,92.6,864,89.7,5.8,8.5,1092,1091,1255,517,2164,12.1,62.7
2025-05-13 07:00:00,1116,21.6,1858,119,92.5,865,89.7,5.8,8.5,1088,1093,1250,522,2175,12.2,62.5
2025-05-13 08:00:00,1114,21.6,1861,119,92.5,865,89.7,5.8,8.6,1086,1095,1251,523,2175,12.1,62.7
2025-05-13 09:00:00,1112,21.5,1853,119,92.5,865,89.7,5.8,8.6,1089,1101,1251,526,2175,12.1,62.5
2025-05-13 10:00:00,1110,21.5,1859,119,92.5,864,89.7,5.8,8.5,1083,1104,1252,528,2184,12.1,62.4
2025-05-13 11:00:00,1112,21.6,1859,119,92.6,865,89.8,5.8,8.5,1084,1106,1254,523,2186,12.1,62.5
2025-05-13 12:00:00,1114,21.5,1859,120,92.7,865,89.8,5.8,8.6,1085,1106,1256,524,2189,12.1,62.4
2025-05-13 13:00:00,1112,21.5,1860,119,92.6,865,89.8,5.7,8.6,1079,1104,1255,524,2189,12,63.1
2025-05-13 14:00:00,1112,21.4,1859,120,92.4,865,89.8,5.7,8.6,1077,1106,1255,524,2185,12,62.9
2025-05-13 15:00:00,1120,21.4,1860,120,92.4,865,89.9,5.7,8.7,1075,1107,1256,524,2191,12.1,62.9
2025-05-13 16:00:00,1127,21.4,1857,120,92.4,864,89.8,5.8,8.6,1075,1106,1255,526,2184,12,62.4
2025-05-13 17:00:00,1129,21.5,1862,119,92.4,864,90,5.8,8.7,1079,1102,1253,529,2179,12.1,62.4
2025-05-13 18:00:00,1129,21.5,1862,120,92.3,864,89.9,5.8,8.6,1082,1102,1256,527,2176,12,62.3
2025-05-13 19:00:00,1130,21.3,1860,120,92.3,863,90,5.7,8.7,1081,1107,1252,527,2177,11.9,62.3
2025-05-13 20:00:00,1132,21.2,1857,120,92.4,863,90,5.7,8.7,1079,1107,1253,530,2177,11.9,62.2
2025-05-13 21:00:00,1128,21.2,1858,119,92.4,863,90,5.7,8.7,1074,1107,1254,530,2167,11.9,62.4
2025-05-13 22:00:00,1127,21.2,1859,119,92.3,863,90,5.7,8.7,1073,1109,1252,530,2179,11.8,62.4
2025-05-13 23:00:00,1120,21.3,1860,118,92.3,862,89.9,5.7,8.7,1070,1111,1251,530,2183,11.9,62.8
2025-05-14 00:00:00,1122,21.3,1856,118,92.5,862,90,5.7,8.7,1070,1112,1250,535,2180,11.8,62.5
2025-05-14 01:00:00,1124,21.3,1850,118,92.5,862,89.9,5.7,8.6,1070,1112,1250,536,2183,11.8,62.4
2025-05-14 02:00:00,1123,21.3,1852,118,92.6,863,89.8,5.7,8.7,1069,1110,1251,540,2185,11.7,62.3
2025-05-14 03:00:00,1129,21.4,1858,118,92.5,863,89.9,5.7,8.7,1068,1114,1251,544,2183,11.8,62.2
2025-05-14 04:00:00,1124,21.3,1854,118,92.6,863,89.8,5.7,8.7,1065,1112,1251,543,2185,11.7,62.3
2025-05-14 05:00:00,1118,21.2,1860,118,92.8,863,89.8,5.7,8.6,1064,1118,1253,544,2187,11.8,62.1
2025-05-14 06:00:00,1119,21.1,1861,118,92.7,863,89.7,5.7,8.5,1068,1119,1254,548,2193,11.8,61.8
2025-05-14 07:00:00,1123,21.1,1861,118,92.6,863,89.8,5.7,8.6,1070,1119,1257,546,2193,11.7,61.8
2025-05-14 08:00:00,1130,21.1,1860,118,92.6,863,89.7,5.7,8.5,1071,1122,1259,547,2195,11.7,61.6
2025-05-14 09:00:00,1128,21.1,1854,118,92.7,863,89.6,5.7,8.5,1074,1120,1259,549,2194,11.7,61.6
2025-05-14 10:00:00,1132,21.1,1858,119,92.7,863,89.6,5.7,8.5,1077,1122,1260,548,2191,11.7,61.3
2025-05-14 11:00:00,1132,21,1855,119,92.6,862,89.6,5.6,8.6,1081,1122,1261,548,2188,11.7,61.6
2025-05-14 12:00:00,1131,21,1852,120,92.6,863,89.5,5.6,8.5,1083,1124,1261,547,2183,11.7,61.4
2025-05-14 13:00:00,1135,20.9,1856,120,92.7,863,89.5,5.6,8.5,1084,1121,1260,548,2181,11.7,61.2
2025-05-14 14:00:00,1138,21,1848,120,92.6,862,89.6,5.7,8.5,1082,1118,1260,551,2180,11.7,61
2025-05-14 15:00:00,1131,21,1842,119,92.7,860,89.5,5.7,8.5,1080,1111,1256,553,2185,11.7,61.3
2025-05-14 16:00:00,1137,21,1842,119,92.8,860,89.5,5.7,8.5,1082,1109,1258,550,2183,11.7,61.2
2025-05-14 17:00:00,1143,21.1,1843,120,92.8,861,89.6,5.7,8.4,1082,1107,1259,553,2181,11.7,60.9
2025-05-14 18:00:00,1140,21,1845,119,92.8,861,89.5,5.7,8.5,1078,1105,1258,556,2180,11.7,61.1
2025-05-14 19:00:00,1142,20.9,1844,120,92.9,861,89.5,5.7,8.5,1072,1104,1258,555,2180,11.7,61
2025-05-14 20:00:00,1144,20.9,1854,120,92.8,861,89.5,5.7,8.5,1078,1104,1259,554,2188,11.8,61.1
2025-05-14 21:00:00,1145,20.9,1853,119,92.7,860,89.5,5.7,8.5,1075,1106,1263,552,2186,11.8,61.3
2025-05-14 22:00:00,1143,20.9,1852,119,92.7,860,89.5,5.7,8.5,1073,1109,1263,554,2189,11.9,61.4
2025-05-14 23:00:00,1140,20.9,1849,119,92.6,859,89.4,5.7,8.5,1077,1111,1267,551,2191,11.9,61.5
2025-05-15 00:00:00,1140,21.1,1850,119,92.6,860,89.5,5.7,8.5,1073,1114,1269,553,2191,11.9,61.6
2025-05-15 01:00:00,1145,20.9,1852,119,92.7,860,89.6,5.7,8.5,1075,1115,1267,552,2186,11.9,61.3
2025-05-15 02:00:00,1147,21,1857,119,93,860,89.6,5.7,8.5,1080,1115,1268,552,2189,12,61.3
2025-05-15 03:00:00,1145,20.9,1851,119,92.9,860,89.5,5.7,8.5,1086,1119,1269,546,2179,12,61.3
2025-05-15 04:00:00,1148,20.9,1850,119,92.9,860,89.6,5.7,8.5,1085,1122,1267,542,2174,12.1,61.2
2025-05-15 05:00:00,1137,20.9,1852,119,92.9,858,89.7,5.7,8.5,1085,1116,1266,541,2172,12.2,61.3
2025-05-15 06:00:00,1142,20.8,1854,118,93,859,89.7,5.7,8.5,1084,1115,1266,539,2170,12.3,61.2
2025-05-15 07:00:00,1135,20.9,1854,119,93.2,859,89.7,5.7,8.5,1084,1108,1266,540,2171,12.2,61.4
2025-05-15 08:00:00,1133,21,1856,118,93,858,89.7,5.7,8.6,1088,1101,1265,541,2178,12.2,61.8
2025-05-15 09:00:00,1129,21,1853,119,93,859,89.6,5.7,8.5,1083,1099,1266,545,2181,12.2,61.6
2025-05-15 10:00:00,1123,21.1,1859,119,92.9,858,89.6,5.7,8.6,1085,1098,1267,546,2182,12.2,61.8
2025-05-15 11:00:00,1128,21,1863,118,93.1,858,89.7,5.7,8.6,1085,1096,1269,545,2180,12.3,61.7
2025-05-15 12:00:00,1126,20.9,1858,119,93.1,859,89.7,5.7,8.6,1089,1089,1270,547,2179,12.3,61.6
2025-05-15 13:00:00,1128,20.8,1854,119,93,858,89.6,5.7,8.6,1093,1092,1269,546,2173,12.3,61.4
2025-05-15 14:00:00,1127,20.7,1850,120,93,858,89.6,5.7,8.5,1092,1090,1273,545,2162,12.3,61.2
2025-05-15 15:00:00,1129,20.7,1852,120,93,857,89.6,5.7,8.5,1091,1092,1272,545,2156,12.3,61.1
2025-05-15 16:00:00,1130,20.7,1847,120,93,856,89.6,5.7,8.5,1094,1089,1271,548,2162,12.2,61.2
2025-05-15 17:00:00,1125,20.7,1846,119,93.1,855,89.5,5.7,8.6,1097,1087,1272,550,2158,12.2,61.4
2025-05-15 18:00:00,1129,20.6,1848,119,93,855,89.5,5.7,8.6,1090,1089,1278,552,2156,12.1,61.5
2025-05-15 19:00:00,1127,20.7,1847,119,93.2,855,89.5,5.7,8.6,1092,1087,1279,556,2161,12.3,61.2
2025-05-15 20:00:00,1120,20.7,1848,119,93.4,855,89.5,5.7,8.6,1097,1088,1277,558,2148,12.4,60.9
2025-05-15 21:00:00,1119,20.8,1844,119,93.3,855,89.5,5.7,8.6,1098,1089,1274,556,2145,12.3,61.2
2025-05-15 22:00:00,1125,20.6,1846,119,93.3,855,89.5,5.7,8.7,1100,1083,1271,557,2139,12.2,61.1
2025-05-15 23:00:00,1128,20.7,1844,120,93.5,855,89.5,5.7,8.6,1100,1085,1271,560,2141,12.1,60.9
2025-05-16 00:00:00,1127,20.6,1843,119,93.6,854,89.4,5.7,8.6,1100,1081,1272,557,2143,12.2,61
2025-05-16 01:00:00,1125,20.6,1844,119,93.5,854,89.5,5.7,8.5,1100,1077,1269,557,2146,12.1,61.1
2025-05-16 02:00:00,1124,20.6,1844,120,93.6,853,89.5,5.7,8.6,1100,1074,1269,555,2154,12.2,61.1
2025-05-16 03:00:00,1132,20.6,1844,119,93.9,853,89.5,5.7,8.6,1100,1077,1267,555,2157,12.2,61
2025-05-16 04:00:00,1134,20.6,1841,119,93.9,853,89.5,5.7,8.5,1098,1071,1265,558,2158,12.2,60.9
2025-05-16 05:00:00,1135,20.6,1840,119,93.9,853,89.5,5.7,8.5,1098,1074,1266,560,2170,12.2,60.9
2025-05-16 06:00:00,1140,20.5,1840,119,93.9,853,89.5,5.7,8.5,1100,1075,1265,560,2159,12.2,60.6
2025-05-16 07:00:00,1141,20.5,1835,119,93.9,853,89.5,5.7,8.6,1097,1075,1267,561,2170,12.3,60.8
2025-05-16 08:00:00,1140,20.5,1833,119,93.9,852,89.5,5.7,8.5,1099,1076,1266,558,2179,12.3,60.7
2025-05-16 09:00:00,1139,20.6,1834,118,93.9,853,89.6,5.7,8.6,1100,1075,1268,555,2178,12.3,61.2
2025-05-16 10:00:00,1138,20.6,1829,118,93.8,853,89.6,5.7,8.6,1100,1078,1273,557,2175,12.3,61.2
2025-05-16 11:00:00,1138,20.5,1834,118,93.7,853,89.5,5.7,8.7,1100,1076,1271,551,2171,12.4,61.3
2025-05-16 12:00:00,1141,20.5,1839,118,93.8,853,89.6,5.7,8.7,1097,1070,1276,549,2170,12.5,61.3
2025-05-16 13:00:00,1141,20.5,1834,117,93.6,853,89.6,5.7,8.7,1096,1069,1276,551,2176,12.4,61.6
2025-05-16 14:00:00,1144,20.5,1839,117,93.7,853,89.5,5.7,8.7,1094,1072,1275,551,2164,12.4,61.4
2025-05-16 15:00:00,1144,20.5,1839,118,93.5,855,89.5,5.7,8.7,1092,1074,1275,546,2174,12.5,61.4
2025-05-16 16:00:00,1144,20.5,1840,118,93.3,854,89.5,5.7,8.7,1091,1082,1274,547,2174,12.6,61.2
2025-05-16 17:00:00,1136,20.4,1838,118,93.3,854,89.5,5.7,8.7,1092,1081,1277,545,2180,12.6,61.4
2025-05-16 18:00:00,1140,20.3,1842,119,93.3,854,89.4,5.7,8.7,1090,1080,1279,545,2173,12.7,61
2025-05-16 19:00:00,1141,20.3,1844,118,93.4,854,89.5,5.7,8.7,1088,1079,1282,544,2177,12.7,61.2
2025-05-16 20:00:00,1145,20.3,1840,119,93.4,855,89.5,5.7,8.8,1085,1076,1279,543,2179,12.6,61.4
2025-05-16 21:00:00,1134,20.2,1836,118,93.4,855,89.5,5.7,8.7,1087,1074,1280,539,2182,12.7,61.5
2025-05-16 22:00:00,1142,20.3,1830,118,93.5,855,89.6,5.7,8.7,1087,1070,1276,538,2178,12.7,61.5
2025-05-16 23:00:00,1142,20.3,1831,118,93.4,855,89.6,5.7,8.7,1086,1061,1278,541,2176,12.8,61.5
2025-05-17 00:00:00,1146,20.2,1833,118,93.4,856,89.6,5.7,8.7,1083,1058,1278,540,2170,12.7,61.6
2025-05-17 01:00:00,1142,20.3,1836,118,93.3,856,89.6,5.7,8.7,1079,1059,1279,539,2174,12.7,61.8
2025-05-17 02:00:00,1144,20.3,1835,118,93.3,856,89.6,5.7,8.6,1083,1061,1278,538,2181,12.7,61.6
2025-05-17 03:00:00,1140,20.3,1830,118,93.3,856,89.7,5.7,8.6,1083,1059,1274,535,2182,12.8,61.6
2025-05-17 04:00:00,1138,20.3,1828,118,93.2,856,89.7,5.7,8.6,1091,1056,1276,533,2169,12.8,61.6
2025-05-17 05:00:00,1145,20.2,1832,117,93.2,856,89.7,5.7,8.7,1093,1061,1278,534,2176,12.8,61.6
2025-05-17 06:00:00,1145,20.1,1830,117,93.2,855,89.7,5.7,8.7,1098,1055,1278,538,2176,12.8,61.5
2025-05-17 07:00:00,1145,20.1,1831,117,93.4,854,89.7,5.7,8.8,1100,1055,1274,540,2163,12.8,61.4
2025-05-17 08:00:00,1149,20.1,1827,117,93.2,854,89.8,5.7,8.8,1100,1058,1275,542,2154,12.8,61.2
2025-05-17 09:00:00,1151,20.1,1828,117,93.2,855,89.8,5.8,8.8,1098,1056,1274,546,2149,12.8,60.8
2025-05-17 10:00:00,1151,20.1,1826,118,93.1,855,89.8,5.8,8.8,1095,1049,1275,547,2149,12.8,60.8
2025-05-17 11:00:00,1153,20.1,1830,117,93.2,855,89.8,5.8,8.7,1099,1056,1274,549,2144,12.8,60.5
2025-05-17 12:00:00,1163,20.1,1833,117,93.3,856,89.8,5.8,8.7,1099,1060,1273,549,2140,12.9,60.2
2025-05-17 13:00:00,1162,20.2,1832,118,93.3,856,89.8,5.8,8.7,1100,1063,1274,550,2144,12.7,60.3
2025-05-17 14:00:00,1163,20.2,1831,117,93.3,855,89.8,5.8,8.7,1100,1062,1272,547,2150,12.7,60.5
2025-05-17 15:00:00,1167,20.2,1829,118,93.3,856,89.9,5.8,8.7,1100,1065,1272,547,2155,12.8,60.2
2025-05-17 16:00:00,1172,20.2,1823,117,93.2,856,89.8,5.8,8.7,1099,1055,1273,546,2147,12.8,60.5
2025-05-17 17:00:00,1176,20.1,1820,118,93,856,89.8,5.8,8.7,1100,1053,1277,544,2151,12.8,60.4
2025-05-17 18:00:00,1179,20.1,1820,118,92.9,857,89.8,5.8,8.7,1099,1057,1277,543,2149,12.7,60.5
2025-05-17 19:00:00,1174,20,1822,118,92.9,856,89.9,5.8,8.7,1100,1052,1279,546,2159,12.7,60.5
2025-05-17 20:00:00,1181,20.1,1822,118,93,856,89.9,5.8,8.7,1100,1050,1277,545,2160,12.7,60.5
2025-05-17 21:00:00,1176,20.1,1821,117,92.7,855,89.8,5.8,8.7,1100,1051,1280,545,2166,12.7,60.8
2025-05-17 22:00:00,1178,20,1825,118,92.8,855,89.7,5.8,8.7,1094,1048,1278,549,2169,12.7,60.6
2025-05-17 23:00:00,1175,20.1,1825,118,92.8,855,89.7,5.8,8.6,1097,1048,1278,551,2171,12.6,60.6
2025-05-18 00:00:00,1174,20.1,1828,117,92.6,855,89.7,5.8,8.6,1100,1050,1279,551,2169,12.6,60.7
2025-05-18 01:00:00,1176,20,1821,117,92.7,854,89.6,5.8,8.6,1095,1051,1278,553,2175,12.7,60.5
2025-05-18 02:00:00,1177,20,1805,117,92.8,855,89.6,5.8,8.6,1091,1050,1280,552,2180,12.7,60.8
2025-05-18 03:00:00,1179,20,1806,117,92.8,855,89.5,5.8,8.5,1097,1046,1278,551,2178,12.7,60.6
2025-05-18 04:00:00,1185,20.1,1801,116,92.9,855,89.5,5.8,8.5,1098,1048,1280,550,2176,12.6,60.8
2025-05-18 05:00:00,1187,20,1800,116,92.8,855,89.4,5.8,8.3,1098,1049,1282,551,2173,12.6,60.5
2025-05-18 06:00:00,1186,20.1,1799,116,92.8,855,89.3,5.7,8.3,1097,1050,1283,552,2177,12.6,60.8
2025-05-18 07:00:00,1190,20.2,1805,116,92.7,855,89.3,5.7,8.3,1094,1051,1285,550,2178,12.6,60.9
2025-05-18 08:00:00,1195,20.1,1807,116,92.8,854,89.2,5.7,8.3,1093,1052,1290,550,2179,12.5,61
2025-05-18 09:00:00,1190,20.1,1807,117,92.9,855,89.3,5.7,8.3,1096,1056,1291,552,2177,12.5,60.7
2025-05-18 10:00:00,1192,20.1,1811,116,93.2,855,89.3,5.7,8.3,1096,1057,1291,551,2185,12.4,60.9
2025-05-18 11:00:00,1195,20.1,1812,117,93.1,854,89.3,5.7,8.3,1098,1057,1292,550,2177,12.5,60.6
2025-05-18 12:00:00,1194,20,1810,116,93.1,854,89.3,5.7,8.3,1100,1055,1294,548,2181,12.4,60.9
2025-05-18 13:00:00,1199,20.1,1814,116,93,854,89.3,5.7,8.3,1098,1061,1299,545,2186,12.5,60.9
2025-05-18 14:00:00,1199,20.2,1810,116,93.2,855,89.2,5.7,8.4,1099,1056,1298,543,2185,12.4,61.3
2025-05-18 15:00:00,1199,20.1,1811,116,93.1,854,89.1,5.7,8.3,1100,1055,1297,544,2177,12.4,61
2025-05-18 16:00:00,1198,20,1805,115,93.2,854,89.1,5.6,8.3,1097,1053,1299,545,2179,12.4,61.5
2025-05-18 17:00:00,1198,20,1806,116,93.2,854,89,5.6,8.3,1098,1046,1296,549,2185,12.4,61.4
2025-05-18 18:00:00,1194,20,1807,117,93.2,855,89.1,5.6,8.2,1100,1047,1297,549,2194,12.4,61.2
2025-05-18 19:00:00,1188,20,1813,117,93.1,854,89,5.7,8.2,1099,1047,1297,549,2197,12.4,61
2025-05-18 20:00:00,1195,20,1807,118,93.1,854,88.9,5.7,8.2,1100,1047,1297,550,2194,12.5,60.6
2025-05-18 21:00:00,1191,20,1805,117,93.1,854,88.9,5.7,8.2,1100,1046,1297,548,2198,12.5,60.9
2025-05-18 22:00:00,1187,20.1,1808,117,93.1,854,88.8,5.6,8.2,1100,1049,1294,550,2200,12.5,61.2
2025-05-18 23:00:00,1179,20.1,1809,116,93.2,855,88.8,5.6,8.1,1095,1053,1292,550,2202,12.4,61.4
2025-05-19 00:00:00,1176,20.1,1810,116,93.3,855,88.8,5.6,8.2,1095,1048,1294,549,2197,12.4,61.6
2025-05-19 01:00:00,1171,20.1,1806,116,93.3,855,88.8,5.6,8.2,1091,1055,1290,549,2200,12.4,61.7
2025-05-19 02:00:00,1177,20.1,1804,115,93.2,855,88.8,5.6,8.2,1089,1054,1290,551,2203,12.3,61.9
2025-05-19 03:00:00,1181,20.2,1809,115,93.1,855,88.8,5.7,8.3,1087,1057,1289,548,2215,12.2,62
2025-05-19 04:00:00,1179,20.1,1809,115,93.2,854,88.7,5.7,8.4,1086,1057,1285,550,2215,12.2,62
2025-05-19 05:00:00,1188,20.1,1810,116,93.1,854,88.7,5.7,8.4,1082,1058,1288,549,2224,12.3,61.8
2025-05-19 06:00:00,1192,20.1,1810,116,93.1,854,88.7,5.7,8.3,1082,1060,1286,543,2231,12.2,61.8
2025-05-19 07:00:00,1190,20.2,1805,115,93.2,853,88.8,5.7,8.4,1083,1065,1287,545,2231,12.2,62.1
2025-05-19 08:00:00,1180,20.3,1809,114,93,854,88.8,5.7,8.4,1079,1068,1286,548,2237,12.2,62.4
2025-05-19 09:00:00,1189,20.3,1811,114,93,853,88.8,5.7,8.4,1077,1067,1285,546,2233,12.1,62.4
2025-05-19 10:00:00,1184,20.3,1820,115,93,853,88.8,5.7,8.4,1085,1067,1284,542,2232,12.1,62.2
2025-05-19 11:00:00,1177,20.3,1816,114,93,854,88.9,5.7,8.4,1086,1065,1284,545,2230,12.2,62.3
2025-05-19 12:00:00,1181,20.2,1819,115,92.9,853,88.9,5.7,8.3,1080,1068,1283,544,2229,12.2,62
2025-05-19 13:00:00,1191,20.2,1814,115,93.1,852,88.9,5.7,8.3,1076,1070,1282,546,2219,12.3,61.6
2025-05-19 14:00:00,1197,20.2,1815,115,93.2,852,88.9,5.6,8.4,1077,1069,1280,543,2228,12.2,62.1
2025-05-19 15:00:00,1199,20.3,1818,115,93.2,852,88.9,5.7,8.4,1077,1074,1282,546,2226,12.1,61.9
2025-05-19 16:00:00,1200,20.2,1810,115,93.3,851,88.9,5.7,8.4,1075,1078,1282,548,2230,12.1,61.8
2025-05-19 17:00:00,1200,20.2,1809,114,93.2,851,88.9,5.7,8.4,1082,1086,1282,549,2231,12,61.8
2025-05-19 18:00:00,1200,20.2,1807,114,93.2,852,88.8,5.7,8.4,1090,1082,1280,545,2230,11.9,61.7
2025-05-19 19:00:00,1200,20.2,1804,114,93.2,852,88.9,5.7,8.4,1089,1082,1283,544,2224,11.9,61.8
2025-05-19 20:00:00,1200,20.2,1806,115,93.2,852,88.9,5.7,8.4,1091,1081,1283,546,2219,12,61.7
2025-05-19 21:00:00,1200,20.3,1810,115,93.3,852,89,5.7,8.4,1094,1092,1279,543,2218,11.9,61.4
2025-05-19 22:00:00,1197,20.4,1810,115,93.3,852,89,5.6,8.5,1097,1092,1279,542,2216,11.9,61.9
2025-05-19 23:00:00,1196,20.3,1811,115,93.3,852,89,5.7,8.5,1095,1097,1278,542,2211,11.9,61.5
2025-05-20 00:00:00,1189,20.3,1811,115,93.5,852,89.1,5.6,8.5,1100,1101,1280,540,2207,11.9,61.7
2025-05-20 01:00:00,1188,20.2,1811,115,93.5,852,89.1,5.6,8.5,1100,1101,1282,543,2210,11.9,61.6
2025-05-20 02:00:00,1184,20.1,1807,114,93.5,852,89,5.6,8.6,1100,1101,1284,545,2214,12,62
2025-05-20 03:00:00,1180,20.2,1811,114,93.6,853,89,5.6,8.6,1100,1103,1283,545,2208,12,62
2025-05-20 04:00:00,1181,20.3,1812,114,93.7,854,88.9,5.7,8.6,1100,1108,1283,546,2204,12,61.7
2025-05-20 05:00:00,1186,20.3,1814,114,93.6,854,89,5.7,8.5,1100,1107,1283,545,2205,11.9,61.4
2025-05-20 06:00:00,1190,20.3,1811,114,93.6,855,88.9,5.7,8.5,1096,1105,1285,546,2204,12,61.6
2025-05-20 07:00:00,1184,20.2,1809,114,93.6,853,89,5.7,8.5,1091,1109,1283,545,2202,12,61.6
2025-05-20 08:00:00,1180,20.2,1808,113,93.7,854,89,5.7,8.6,1090,1104,1283,545,2207,12.1,61.9
2025-05-20 09:00:00,1184,20.2,1802,113,93.7,854,89,5.6,8.5,1087,1105,1287,544,2208,12,62.3
2025-05-20 10:00:00,1180,20.2,1795,112,93.7,854,89,5.6,8.5,1089,1110,1286,547,2200,12.1,62.1
2025-05-20 11:00:00,1179,20,1793,113,93.6,854,88.9,5.6,8.6,1090,1111,1286,549,2196,12.1,61.9
2025-05-20 12:00:00,1181,20,1795,113,93.7,854,88.9,5.6,8.6,1090,1109,1291,547,2187,12.2,61.8
2025-05-20 13:00:00,1177,20,1792,113,93.7,854,88.9,5.6,8.6,1095,1105,1290,550,2186,12.1,61.9
2025-05-20 14:00:00,1177,20,1788,113,93.6,855,88.9,5.6,8.6,1095,1110,1287,548,2180,12.1,61.8
2025-05-20 15:00:00,1172,20,1785,113,93.5,855,88.9,5.6,8.6,1090,1109,1287,552,2171,12.2,61.7
