Time,Limestone_Proportion_Percent,Clay_Proportion_Percent,Iron_Ore_Proportion_Percent,LSF,SM_Silica_Modulus,AM_Alumina_Modulus,Raw_Mill_Feed_Rate_tph,Mill_Power_Consumption_kW,Raw_Meal_Fineness_Percent_R90um,Mill_Inlet_Temperature_C,Blending_Efficiency_Percent,Standard_Deviation_LSF_Percent
04:46:40,80.4,16.7,2.83,95.32,2.498,1.584,133.5,1872.0,12.6,99.5,91.0,1.07
04:46:45,79.5,15.4,3.91,94.51,2.444,1.576,130.9,1801.0,13.0,98.0,91.6,1.18
04:46:50,80.4,16.1,3.97,95.21,2.485,1.608,122.0,1860.0,12.5,88.3,90.3,0.86
04:46:55,79.0,16.3,3.72,95.21,2.479,1.558,130.1,1782.0,12.0,94.9,92.3,0.93
04:47:00,80.8,16.5,3.63,95.25,2.49,1.522,124.6,1824.0,12.3,94.7,92.7,1.06
04:47:05,77.0,15.6,3.45,94.64,2.51,1.521,128.3,1804.0,11.3,100.9,89.5,1.15
04:47:10,78.6,14.7,3.39,95.71,2.478,1.63,120.1,1751.0,12.5,101.8,90.6,1.0
04:47:15,79.5,16.1,3.59,94.2,2.515,1.471,128.8,1796.0,11.6,94.7,90.0,1.02
04:47:20,80.6,16.1,3.39,95.55,2.458,1.536,128.9,1820.0,12.3,97.2,90.4,0.93
04:47:25,80.9,15.1,3.36,95.81,2.515,1.534,125.1,1825.0,11.2,103.7,90.2,0.98
04:47:30,80.4,16.0,2.8,94.13,2.485,1.649,126.7,1797.0,11.9,94.6,89.4,1.08
04:47:35,80.1,17.1,3.6,95.14,2.484,1.624,122.0,1799.0,12.3,97.1,90.6,1.2
04:47:40,79.0,15.9,3.34,94.74,2.514,1.575,133.6,1749.0,12.1,97.1,90.2,1.18
04:47:45,79.1,15.5,3.53,95.0,2.5,1.715,133.5,1839.0,11.6,97.2,88.7,1.07
04:47:50,81.0,16.8,3.73,95.62,2.48,1.6,125.5,1767.0,12.5,98.7,91.5,0.81
04:47:55,80.1,15.5,3.59,95.78,2.532,1.664,129.5,1798.0,12.8,98.1,90.7,0.92
04:48:00,79.5,17.8,3.6,94.79,2.449,1.526,138.3,1767.0,11.1,98.4,89.3,0.96
04:48:05,80.9,16.6,3.44,94.82,2.478,1.619,135.5,1760.0,12.2,99.4,90.3,1.18
04:48:10,81.7,17.4,3.51,95.68,2.463,1.607,132.7,1788.0,12.0,101.2,87.3,0.87
04:48:15,80.6,15.2,3.3,94.43,2.499,1.663,134.6,1778.0,12.1,96.2,89.1,1.01
04:48:20,78.8,15.2,3.23,95.2,2.475,1.563,124.5,1766.0,12.5,103.2,89.7,1.03
04:48:25,81.1,15.2,3.16,95.11,2.515,1.643,128.4,1756.0,11.4,102.7,92.8,0.93
04:48:30,78.4,16.4,3.4,95.13,2.493,1.652,119.4,1784.0,12.3,108.4,90.7,0.92
04:48:35,79.0,17.0,3.1,94.37,2.482,1.604,122.7,1878.0,12.2,97.2,88.7,0.97
04:48:40,80.3,15.0,3.66,94.2,2.481,1.579,124.6,1810.0,11.4,97.6,90.4,0.96
04:48:45,80.4,16.9,3.66,94.72,2.578,1.611,137.2,1854.0,11.7,101.1,91.9,1.23
04:48:50,81.6,16.7,3.43,95.27,2.499,1.604,123.3,1870.0,11.9,101.1,89.0,0.89
04:48:55,79.5,15.8,3.56,95.53,2.464,1.644,121.2,1739.0,13.1,99.8,90.1,1.05
04:49:00,79.6,16.8,3.04,95.82,2.513,1.647,142.0,1806.0,12.4,98.4,88.2,0.98
04:49:05,79.9,16.2,2.96,94.53,2.509,1.602,121.0,1715.0,11.5,104.2,92.1,1.13
04:49:10,80.9,14.2,3.4,94.77,2.495,1.713,127.1,1803.0,11.9,102.6,90.0,0.98
04:49:15,79.2,15.0,2.69,95.67,2.447,1.603,122.0,1758.0,12.1,103.7,90.7,0.92
04:49:20,79.4,16.1,3.68,95.07,2.482,1.584,127.1,1808.0,11.8,97.0,90.0,1.05
04:49:25,80.5,17.2,3.5,95.01,2.574,1.665,128.3,1766.0,12.4,101.4,91.1,0.98
04:49:30,77.9,14.1,3.41,94.12,2.492,1.601,127.0,1791.0,11.6,102.3,90.4,0.84
04:49:35,81.1,14.8,3.75,94.59,2.514,1.622,131.5,1824.0,11.0,108.7,90.4,1.07
04:49:40,80.8,15.2,3.66,94.92,2.454,1.584,122.7,1874.0,11.0,102.2,90.5,1.14
04:49:45,79.6,14.5,3.76,95.72,2.497,1.555,120.9,1728.0,12.4,100.4,90.8,1.02
04:49:50,81.4,16.2,3.28,94.89,2.479,1.589,128.1,1833.0,11.9,98.2,88.5,0.99
04:49:55,78.4,15.7,3.29,95.1,2.512,1.504,124.8,1825.0,12.4,101.2,90.2,0.98
04:50:00,80.1,16.9,3.32,95.07,2.451,1.532,126.1,1810.0,11.9,103.9,89.7,1.03
04:50:05,78.9,14.9,3.86,95.15,2.447,1.59,120.5,1770.0,11.7,101.1,90.2,0.91
04:50:10,79.1,15.1,3.68,93.93,2.497,1.62,114.2,1830.0,11.7,103.3,90.2,1.07
04:50:15,81.5,16.0,3.26,94.15,2.575,1.59,126.5,1794.0,13.5,97.3,90.7,0.97
04:50:20,79.9,17.0,2.96,95.3,2.494,1.651,123.4,1764.0,11.7,100.4,90.0,0.92
04:50:25,80.6,15.6,3.3,95.75,2.481,1.488,126.5,1800.0,11.1,95.8,90.3,1.1
04:50:30,79.4,17.2,3.38,95.12,2.506,1.655,121.0,1816.0,12.1,102.1,88.4,1.09
04:50:35,79.7,16.6,3.22,95.55,2.43,1.556,132.6,1845.0,11.9,102.3,88.6,1.01
04:50:40,78.8,16.0,3.1,94.45,2.481,1.674,134.7,1748.0,11.3,97.7,91.4,0.86
04:50:45,81.7,14.2,2.97,95.18,2.467,1.58,120.3,1846.0,11.8,96.0,89.8,0.89
04:50:50,80.8,15.9,3.4,94.98,2.495,1.668,131.3,1777.0,11.2,101.1,90.4,1.16
04:50:55,80.8,15.3,3.31,95.29,2.488,1.582,138.7,1801.0,12.5,100.0,90.7,1.07
04:51:00,79.6,16.1,3.05,94.52,2.472,1.598,127.9,1824.0,12.7,98.6,88.9,0.98
04:51:05,82.1,16.9,3.13,94.79,2.457,1.598,123.1,1831.0,12.6,99.6,90.4,1.09
04:51:10,78.1,16.1,3.37,95.42,2.575,1.637,119.2,1807.0,12.5,99.8,89.5,1.13
04:51:15,80.4,15.6,3.42,95.25,2.518,1.603,131.3,1810.0,12.0,99.1,91.3,1.02
04:51:20,79.7,16.1,3.54,94.74,2.481,1.556,135.7,1766.0,11.3,106.9,87.7,1.19
04:51:25,80.0,15.8,3.41,94.58,2.551,1.65,121.4,1789.0,12.2,98.7,90.3,1.01
04:51:30,79.8,15.1,3.57,94.95,2.443,1.687,121.7,1829.0,11.5,94.7,90.5,0.84
04:51:35,78.1,15.3,4.36,94.74,2.522,1.524,122.0,1806.0,11.4,95.7,88.9,1.16
04:51:40,79.0,15.6,3.35,94.57,2.454,1.51,118.1,1806.0,12.4,96.0,89.7,0.9
04:51:45,82.0,16.7,3.62,95.18,2.524,1.633,128.8,1776.0,12.2,105.2,88.2,0.95
04:51:50,78.9,17.2,3.66,95.22,2.551,1.641,130.1,1788.0,12.0,105.0,89.6,1.07
04:51:55,80.3,17.0,3.89,94.96,2.537,1.488,131.2,1785.0,12.2,106.6,92.0,1.11
04:52:00,79.2,17.1,3.13,95.52,2.476,1.686,126.0,1760.0,12.3,106.0,89.4,0.81
04:52:05,79.7,15.0,3.1,95.15,2.484,1.543,133.9,1800.0,11.9,98.4,90.0,0.74
04:52:10,79.8,17.2,3.63,94.92,2.554,1.623,132.0,1768.0,11.7,105.3,89.5,0.82
04:52:15,78.2,15.9,3.61,94.92,2.471,1.594,120.8,1851.0,12.0,102.9,92.0,0.92
04:52:20,81.3,15.8,3.68,94.45,2.452,1.565,122.7,1848.0,12.5,103.2,90.9,1.14
04:52:25,82.3,16.6,3.48,95.4,2.492,1.626,118.3,1851.0,13.1,95.2,88.8,1.02
04:52:30,81.0,15.3,4.07,95.11,2.517,1.541,129.9,1830.0,12.8,103.6,89.1,0.94
04:52:35,78.7,15.6,3.35,94.34,2.473,1.62,129.7,1717.0,11.6,99.8,91.7,0.95
04:52:40,82.1,15.4,3.41,93.66,2.543,1.553,121.3,1756.0,12.7,100.7,89.6,1.07
04:52:45,82.4,16.2,3.39,95.32,2.452,1.57,122.3,1797.0,11.3,105.5,88.2,1.11
04:52:50,79.6,15.8,3.34,93.85,2.546,1.61,121.1,1833.0,12.1,104.5,89.7,0.91
04:52:55,80.7,15.7,3.88,94.83,2.52,1.612,136.0,1875.0,12.1,99.4,90.3,1.19
04:53:00,81.8,14.6,3.93,94.62,2.5,1.535,122.5,1877.0,11.4,104.6,89.6,0.97
04:53:05,81.4,16.4,3.5,95.3,2.536,1.577,124.1,1800.0,11.3,99.6,91.1,1.1
04:53:10,80.2,16.3,3.97,94.53,2.447,1.649,112.5,1831.0,13.1,99.9,90.3,0.83
04:53:15,80.8,16.1,3.84,96.33,2.512,1.564,124.8,1866.0,11.1,100.9,90.8,0.89
04:53:20,79.3,15.7,3.58,95.64,2.443,1.669,128.8,1751.0,12.2,100.7,91.0,1.01
04:53:25,79.5,17.3,3.61,94.93,2.496,1.598,117.9,1825.0,11.7,100.2,88.1,0.93
04:53:30,80.6,14.6,3.48,94.81,2.462,1.622,125.3,1797.0,11.4,100.9,90.2,0.72
04:53:35,79.6,16.1,3.89,93.92,2.485,1.608,123.2,1841.0,12.4,103.8,91.0,1.01
04:53:40,82.4,16.1,3.16,95.98,2.471,1.683,116.9,1753.0,12.7,102.3,89.6,1.19
04:53:45,79.7,15.0,3.47,95.16,2.422,1.639,121.3,1807.0,12.1,95.9,90.3,0.9
04:53:50,79.7,16.1,3.29,94.4,2.521,1.625,129.0,1801.0,12.0,96.1,90.3,1.01
04:53:55,79.5,15.7,3.36,95.9,2.467,1.561,135.9,1842.0,11.2,105.8,91.0,1.04
04:54:00,79.0,16.2,3.89,94.25,2.548,1.488,121.9,1765.0,11.6,101.2,90.5,1.04
04:54:05,81.0,16.6,3.65,94.71,2.522,1.59,121.1,1827.0,13.1,90.6,90.4,0.98
04:54:10,78.5,16.8,2.91,94.44,2.438,1.524,125.0,1743.0,11.7,93.5,91.7,1.0
04:54:15,78.2,16.3,2.58,94.84,2.457,1.613,128.3,1785.0,12.2,97.3,91.2,1.0
04:54:20,78.9,15.6,3.29,94.26,2.544,1.51,129.2,1837.0,12.5,98.9,89.5,0.88
04:54:25,80.1,17.2,3.38,94.34,2.496,1.618,131.5,1810.0,12.8,104.7,89.2,0.9
04:54:30,79.9,15.2,3.27,93.83,2.486,1.667,126.1,1827.0,11.1,109.3,89.7,0.94
04:54:35,78.1,15.7,3.53,94.69,2.545,1.672,127.3,1818.0,12.0,96.7,89.5,0.91
04:54:40,79.2,16.0,3.21,94.5,2.536,1.645,120.7,1834.0,11.3,103.1,90.2,1.18
04:54:45,79.6,16.7,3.8,94.8,2.528,1.622,124.5,1824.0,12.3,103.9,88.6,0.97
04:54:50,79.8,16.8,4.11,94.59,2.528,1.535,123.5,1764.0,13.3,102.0,90.2,0.87
04:54:55,79.8,15.7,3.3,96.17,2.564,1.602,121.6,1803.0,12.4,110.5,91.1,1.17
04:55:00,81.0,16.5,3.72,95.21,2.55,1.692,125.6,1657.0,12.7,106.8,89.8,0.96
04:55:05,79.5,16.0,3.61,94.69,2.479,1.705,130.1,1781.0,12.4,100.4,89.8,0.95
04:55:10,80.5,15.8,3.8,94.15,2.466,1.54,121.8,1699.0,11.4,96.9,90.1,0.87
04:55:15,78.1,17.2,3.01,94.83,2.534,1.664,118.5,1845.0,12.3,101.9,90.1,1.04
04:55:20,80.2,16.4,4.02,94.84,2.521,1.552,128.4,1833.0,11.7,97.1,90.3,1.06
04:55:25,81.3,17.7,4.17,95.8,2.488,1.552,124.3,1795.0,12.0,98.8,89.8,0.96
04:55:30,77.9,17.0,3.49,95.14,2.438,1.532,124.4,1786.0,12.9,97.2,90.7,0.92
04:55:35,80.1,15.9,3.66,96.49,2.451,1.589,125.4,1825.0,11.8,96.5,90.8,1.13
04:55:40,79.0,15.9,3.09,93.98,2.505,1.647,125.2,1802.0,12.0,102.6,90.0,1.14
04:55:45,80.1,17.1,3.96,94.71,2.442,1.609,124.6,1759.0,11.1,102.4,89.2,1.06
04:55:50,78.6,15.7,3.29,94.76,2.536,1.565,120.3,1783.0,11.2,102.1,91.4,0.83
04:55:55,78.3,16.3,3.72,95.37,2.54,1.731,128.7,1766.0,12.0,107.1,89.2,1.12
04:56:00,79.3,15.5,2.93,94.92,2.585,1.619,119.0,1845.0,11.9,94.5,89.0,1.07
04:56:05,79.1,17.0,3.26,95.16,2.535,1.654,120.9,1839.0,11.4,94.0,88.5,1.15
04:56:10,78.1,16.6,3.19,94.86,2.572,1.581,128.2,1856.0,12.1,102.4,89.1,1.03
04:56:15,81.5,17.4,3.01,94.41,2.466,1.641,112.6,1806.0,11.9,98.7,90.0,1.05
04:56:20,79.2,15.4,2.72,94.14,2.515,1.576,125.8,1850.0,11.5,99.2,90.6,1.03
04:56:25,81.3,14.8,3.11,95.88,2.491,1.589,118.1,1814.0,12.7,97.9,89.9,0.96
04:56:30,78.6,15.3,3.58,94.83,2.509,1.721,122.5,1814.0,13.4,104.8,90.5,0.95
04:56:35,81.2,17.0,2.9,95.69,2.473,1.573,122.5,1757.0,13.0,104.1,88.9,1.1
04:56:40,79.2,16.0,3.45,93.92,2.551,1.612,126.3,1782.0,10.9,96.7,89.3,0.92
04:56:45,82.3,16.1,3.42,95.76,2.565,1.629,123.9,1824.0,11.8,103.8,91.3,0.84
04:56:50,80.2,18.3,3.38,95.86,2.478,1.54,131.8,1740.0,10.1,89.1,90.5,1.0
04:56:55,81.4,15.9,3.42,94.71,2.461,1.547,116.7,1899.0,11.9,97.7,91.3,0.89
04:57:00,79.4,17.3,3.55,94.53,2.572,1.658,126.4,1802.0,12.5,99.9,88.8,1.05
04:57:05,78.5,15.7,3.05,95.49,2.444,1.517,125.7,1770.0,12.6,102.7,89.3,1.11
04:57:10,79.2,15.2,3.52,95.36,2.514,1.628,137.5,1845.0,12.7,99.3,90.5,1.09
04:57:15,79.5,15.9,3.81,96.0,2.514,1.627,136.1,1752.0,12.5,94.8,91.0,0.91
04:57:20,79.4,17.0,3.95,94.62,2.525,1.621,127.3,1816.0,12.0,99.6,90.0,1.08
04:57:25,80.3,15.4,3.31,94.25,2.413,1.575,114.2,1770.0,11.7,96.4,90.3,0.92
04:57:30,80.0,15.3,3.07,93.95,2.517,1.63,115.4,1792.0,12.1,95.8,89.0,1.01
04:57:35,80.3,15.8,4.01,94.45,2.446,1.659,123.6,1803.0,10.6,94.7,90.7,1.02
04:57:40,80.3,16.8,3.64,95.47,2.465,1.546,112.5,1810.0,11.4,102.0,89.6,1.05
04:57:45,78.5,15.7,3.3,95.36,2.473,1.655,117.0,1848.0,11.6,94.5,89.1,0.99
04:57:50,79.0,16.2,3.78,95.93,2.516,1.613,127.8,1780.0,12.3,100.8,90.4,0.79
04:57:55,78.9,16.8,3.95,94.98,2.426,1.598,124.1,1799.0,11.1,97.5,90.5,0.85
04:58:00,81.0,15.6,3.71,95.55,2.445,1.621,131.1,1755.0,10.3,97.4,90.2,1.03
04:58:05,78.7,16.2,3.29,94.65,2.533,1.636,129.7,1836.0,11.4,102.9,90.2,0.93
04:58:10,81.3,16.3,4.03,95.82,2.486,1.642,125.3,1778.0,12.9,102.8,90.1,0.92
04:58:15,81.2,16.7,3.98,94.86,2.514,1.697,125.4,1862.0,12.2,100.3,88.7,1.11
04:58:20,80.5,16.5,3.48,95.45,2.543,1.561,120.8,1751.0,12.1,94.0,91.1,0.87
04:58:25,80.0,16.5,3.08,95.01,2.505,1.658,112.2,1802.0,10.8,98.5,90.5,0.96
04:58:30,80.3,16.0,3.33,95.54,2.514,1.616,119.7,1810.0,11.9,104.0,91.2,0.91
04:58:35,82.5,15.8,3.91,95.16,2.519,1.628,123.9,1835.0,10.6,95.9,88.3,0.95
04:58:40,79.7,17.1,3.83,95.1,2.519,1.635,128.7,1795.0,12.9,98.1,91.4,1.09
04:58:45,77.9,15.4,3.26,94.74,2.471,1.662,117.8,1764.0,11.1,95.1,90.5,0.9
04:58:50,79.8,15.9,3.08,95.7,2.494,1.65,123.8,1829.0,11.9,102.6,91.0,1.13
04:58:55,80.0,15.5,3.36,96.4,2.519,1.699,121.7,1785.0,11.7,104.2,89.4,1.02
04:59:00,81.8,15.6,3.67,95.16,2.543,1.664,129.2,1812.0,12.5,99.4,89.9,1.06
04:59:05,81.4,17.5,3.32,94.66,2.567,1.727,124.0,1717.0,13.2,99.5,89.3,0.99
04:59:10,79.8,13.3,3.51,96.09,2.512,1.647,118.1,1761.0,12.1,96.5,90.5,0.91
04:59:15,79.1,15.1,3.32,95.53,2.56,1.689,136.4,1755.0,13.3,101.4,92.3,0.97
04:59:20,82.0,16.2,3.3,94.48,2.438,1.571,123.2,1876.0,12.2,99.3,89.3,1.16
04:59:25,79.7,16.6,3.89,96.29,2.522,1.652,121.2,1811.0,11.3,94.9,90.1,1.09
04:59:30,79.2,16.7,3.43,95.53,2.492,1.604,118.9,1736.0,11.1,100.7,89.1,1.15
04:59:35,81.6,16.2,3.21,95.78,2.498,1.592,135.6,1802.0,11.9,100.5,90.3,1.02
04:59:40,79.2,15.7,3.61,94.13,2.412,1.611,127.4,1740.0,11.3,100.9,88.6,1.13
04:59:45,79.7,15.0,3.67,94.41,2.533,1.558,127.9,1802.0,11.7,101.7,90.3,0.99
04:59:50,80.2,16.4,3.17,95.64,2.523,1.658,124.8,1765.0,11.9,94.0,91.4,1.04
04:59:55,77.9,16.3,3.74,95.29,2.498,1.613,120.3,1768.0,12.1,101.5,90.4,1.06
05:00:00,79.4,16.0,3.86,94.16,2.514,1.583,123.5,1765.0,11.2,100.9,89.6,0.98
05:00:05,80.4,15.7,3.75,95.51,2.497,1.573,126.6,1793.0,11.4,99.1,91.5,0.9
05:00:10,80.7,16.2,3.06,95.54,2.491,1.503,135.4,1811.0,12.3,94.9,90.7,1.04
05:00:15,81.5,17.3,3.08,93.64,2.494,1.594,123.6,1812.0,12.1,98.7,90.5,1.0
05:00:20,80.0,16.7,3.27,96.19,2.473,1.662,123.3,1830.0,11.5,100.0,88.6,1.1
05:00:25,80.5,16.0,3.84,96.41,2.641,1.537,131.3,1695.0,12.2,94.0,91.8,0.98
05:00:30,82.3,15.8,3.61,95.84,2.486,1.619,127.1,1837.0,12.1,96.6,91.0,0.92
05:00:35,80.9,14.9,3.37,94.37,2.55,1.623,133.3,1756.0,12.8,99.3,92.9,1.1
05:00:40,79.3,16.7,3.53,95.05,2.54,1.747,126.6,1857.0,12.1,97.9,91.0,0.98
05:00:45,79.3,15.6,3.2,94.45,2.531,1.583,114.1,1754.0,12.2,99.1,89.3,1.21
05:00:50,81.2,15.5,3.83,93.84,2.564,1.678,110.4,1866.0,12.0,92.4,89.3,0.95
05:00:55,77.5,15.3,3.49,95.2,2.474,1.543,124.3,1806.0,12.6,95.5,89.1,1.03
05:01:00,79.3,16.4,3.51,95.19,2.414,1.565,127.3,1810.0,12.5,93.5,90.0,1.03
05:01:05,79.8,16.8,3.52,95.69,2.477,1.597,125.4,1839.0,12.3,104.6,89.2,1.04
05:01:10,79.3,16.2,3.74,93.43,2.593,1.615,121.0,1871.0,11.6,96.7,88.5,1.09
05:01:15,79.3,15.2,3.88,96.01,2.513,1.629,123.5,1810.0,11.0,105.1,89.9,1.15
05:01:20,80.2,16.4,3.57,95.2,2.464,1.56,120.8,1742.0,12.2,99.2,89.0,0.95
05:01:25,81.2,14.6,3.55,95.53,2.528,1.545,126.5,1799.0,12.6,91.8,89.7,0.87
05:01:30,80.2,15.4,3.7,94.85,2.503,1.579,121.2,1808.0,12.1,101.5,90.4,0.94
05:01:35,80.9,16.7,3.42,95.13,2.467,1.528,133.4,1798.0,12.7,98.0,88.6,0.9
05:01:40,77.9,16.0,3.67,95.51,2.476,1.493,123.1,1765.0,11.9,99.5,88.6,1.05
05:01:45,82.3,15.5,3.85,95.5,2.538,1.64,129.5,1768.0,12.1,99.9,90.7,0.86
05:01:50,82.3,15.4,3.62,94.86,2.525,1.635,121.7,1763.0,12.0,99.4,90.0,0.88
05:01:55,79.6,16.8,4.27,94.24,2.514,1.629,118.4,1795.0,13.1,93.8,88.9,1.05
05:02:00,79.0,16.3,3.08,94.69,2.521,1.57,131.5,1776.0,11.1,100.5,88.9,0.86
05:02:05,80.9,17.5,3.61,93.82,2.48,1.635,114.8,1791.0,11.5,98.3,90.7,0.82
05:02:10,80.1,15.5,3.73,95.13,2.547,1.543,124.6,1830.0,11.5,98.4,89.6,0.9
05:02:15,77.9,16.3,3.8,95.5,2.477,1.599,129.7,1728.0,12.3,100.7,91.9,1.02
05:02:20,79.3,16.6,3.11,94.12,2.529,1.476,117.7,1850.0,12.2,103.1,89.7,0.89
05:02:25,79.7,16.1,3.91,95.74,2.408,1.629,129.3,1828.0,12.6,94.4,90.3,1.0
05:02:30,81.4,13.9,3.8,94.84,2.51,1.56,132.4,1852.0,11.2,95.8,89.0,1.02
05:02:35,82.1,15.7,3.34,95.44,2.528,1.542,130.7,1798.0,12.1,96.6,89.8,0.96
05:02:40,80.9,15.5,3.56,95.37,2.507,1.586,144.3,1699.0,13.2,95.0,90.4,0.9
05:02:45,79.6,16.6,3.48,94.47,2.502,1.717,134.8,1795.0,12.6,106.9,88.8,1.09
05:02:50,79.8,16.2,2.92,95.76,2.552,1.623,131.8,1756.0,11.9,101.9,89.6,0.82
05:02:55,81.2,17.2,3.68,95.23,2.459,1.636,110.5,1793.0,10.7,98.5,89.7,0.97
05:03:00,81.9,15.5,3.51,94.94,2.478,1.571,121.3,1857.0,12.3,100.5,90.5,0.93
05:03:05,80.3,15.2,3.8,95.6,2.503,1.517,134.6,1811.0,12.7,103.5,89.9,1.18
05:03:10,80.7,16.5,3.29,96.07,2.401,1.616,119.0,1793.0,12.6,102.7,90.0,1.01
05:03:15,80.0,16.3,3.67,95.51,2.495,1.721,110.8,1784.0,11.6,95.7,90.1,0.91
05:03:20,81.4,14.6,3.64,94.87,2.562,1.597,131.2,1791.0,11.1,107.9,90.6,0.88
05:03:25,80.2,15.3,3.84,95.93,2.498,1.622,126.9,1816.0,12.4,98.9,87.1,1.26
05:03:30,79.9,16.0,3.47,95.41,2.498,1.744,123.6,1767.0,10.9,100.9,88.1,1.04
05:03:35,81.0,16.4,3.65,95.21,2.502,1.573,124.3,1794.0,12.7,100.8,88.1,0.92
05:03:40,78.6,17.4,3.21,94.58,2.468,1.512,122.1,1759.0,11.8,97.4,90.5,1.23
05:03:45,80.7,17.7,3.76,95.6,2.426,1.617,116.7,1830.0,12.4,104.9,89.6,0.98
05:03:50,80.2,16.6,3.32,95.61,2.464,1.597,119.9,1746.0,13.2,98.5,89.6,0.89
05:03:55,79.6,15.3,3.45,95.11,2.507,1.557,119.8,1798.0,12.7,102.3,90.3,1.07
05:04:00,80.1,16.5,3.63,95.3,2.455,1.582,118.7,1835.0,11.8,97.3,91.5,1.09
05:04:05,80.1,15.3,3.73,95.49,2.478,1.595,129.8,1819.0,11.9,103.9,90.3,0.97
05:04:10,78.7,15.9,3.62,94.94,2.47,1.667,121.7,1826.0,12.8,98.6,91.0,1.02
05:04:15,78.1,16.1,2.87,96.19,2.434,1.553,133.4,1796.0,12.3,101.9,88.5,1.08
05:04:20,80.3,15.0,3.73,95.58,2.581,1.55,121.6,1803.0,12.9,101.2,91.2,1.03
05:04:25,80.3,16.4,3.16,94.69,2.438,1.672,121.1,1851.0,11.8,102.5,90.7,0.96
05:04:30,78.9,15.5,3.49,95.07,2.57,1.598,130.4,1795.0,12.4,102.2,90.3,0.9
05:04:35,77.8,15.0,3.13,95.54,2.493,1.572,120.3,1797.0,11.4,103.8,90.8,0.76
05:04:40,80.7,15.5,3.84,94.55,2.548,1.682,124.0,1826.0,12.5,104.8,89.2,1.11
05:04:45,79.4,15.6,3.56,94.84,2.446,1.634,134.5,1816.0,12.7,106.1,90.2,0.9
05:04:50,79.6,16.3,3.48,96.1,2.545,1.734,125.2,1795.0,11.6,97.8,90.0,1.07
05:04:55,80.0,15.8,3.43,94.88,2.516,1.718,127.9,1808.0,11.2,101.7,90.5,0.84
05:05:00,77.0,14.5,3.57,95.18,2.431,1.68,136.0,1801.0,12.0,96.5,90.8,1.02
05:05:05,80.4,16.2,3.25,94.91,2.524,1.56,126.5,1843.0,12.4,103.3,89.3,1.08
05:05:10,79.7,15.7,3.32,94.1,2.523,1.621,124.5,1691.0,11.2,100.2,90.6,0.93
05:05:15,79.3,15.6,3.38,95.23,2.528,1.637,130.8,1799.0,11.9,96.7,91.5,0.98
05:05:20,80.8,14.6,3.36,94.88,2.524,1.634,121.9,1723.0,11.8,100.0,88.3,0.95
05:05:25,80.8,15.8,3.65,94.86,2.444,1.625,120.6,1807.0,12.3,102.1,89.0,0.99
05:05:30,80.1,14.9,3.68,95.38,2.514,1.605,122.1,1825.0,12.3,103.2,90.0,0.91
05:05:35,79.8,15.3,3.88,94.36,2.474,1.648,126.0,1850.0,12.8,101.6,89.7,1.02
05:05:40,82.5,16.5,3.88,94.95,2.478,1.537,114.6,1769.0,12.1,94.9,90.9,1.12
05:05:45,79.3,17.0,3.72,95.94,2.472,1.486,115.3,1765.0,10.6,98.0,91.5,1.09
05:05:50,80.2,16.5,3.15,94.86,2.487,1.536,118.2,1761.0,11.4,102.8,90.2,1.07
05:05:55,80.4,17.1,3.76,94.63,2.539,1.737,123.9,1838.0,12.5,96.3,91.6,0.98
05:06:00,79.9,16.4,3.53,95.98,2.547,1.645,127.6,1763.0,12.3,99.3,91.0,1.0
05:06:05,79.9,16.0,3.74,94.8,2.535,1.667,125.9,1761.0,11.9,107.8,87.4,1.05
05:06:10,78.7,16.2,3.45,96.22,2.459,1.659,127.1,1833.0,10.7,98.8,88.6,0.87
05:06:15,79.6,17.2,3.64,94.1,2.435,1.517,111.1,1789.0,12.1,107.5,88.4,0.98
05:06:20,80.2,16.1,3.34,95.25,2.525,1.615,138.8,1814.0,11.3,98.6,90.6,0.7
05:06:25,80.5,16.5,3.68,94.5,2.447,1.67,113.1,1788.0,13.0,99.0,89.9,0.98
05:06:30,78.8,15.4,3.33,95.6,2.541,1.655,118.2,1778.0,12.3,104.9,89.6,0.93
05:06:35,80.6,16.0,3.48,96.04,2.502,1.595,116.6,1816.0,12.2,109.1,90.2,1.07
05:06:40,80.7,16.0,3.13,95.01,2.498,1.67,134.9,1821.0,12.1,96.3,90.1,0.89
05:06:45,78.6,16.5,2.85,94.12,2.53,1.65,132.6,1862.0,12.7,96.7,91.5,1.05
05:06:50,80.8,15.9,3.34,95.73,2.557,1.611,122.4,1726.0,12.3,99.8,90.5,1.04
05:06:55,79.2,16.0,3.22,94.82,2.51,1.625,127.2,1811.0,11.9,99.3,89.9,1.03
05:07:00,80.2,16.1,3.93,95.38,2.465,1.518,122.6,1767.0,11.6,96.2,88.5,0.99
05:07:05,79.3,17.1,3.65,94.53,2.486,1.627,128.7,1835.0,12.0,99.5,89.4,1.18
05:07:10,80.9,16.5,3.33,95.34,2.47,1.593,129.3,1816.0,12.5,103.5,88.7,1.04
05:07:15,76.6,15.0,2.9,94.47,2.534,1.685,122.8,1762.0,11.8,101.9,89.9,0.86
05:07:20,80.0,17.2,3.51,94.42,2.431,1.603,129.5,1828.0,12.3,105.3,90.3,1.05
05:07:25,78.9,16.4,3.32,95.64,2.432,1.518,124.9,1817.0,13.2,92.6,89.8,1.07
05:07:30,80.2,15.6,3.36,94.78,2.559,1.551,139.3,1763.0,11.9,101.4,90.1,0.98
