Time,Burning_Zone_Temperature_C,Material_Temperature_C,Flame_Temperature_C,Kiln_Rotation_Speed_RPM,Primary_Fuel_Flow_tph,Primary_Air_Flow_Nm3h,Secondary_Air_Temperature_C,Shell_Temperature_Zone1_C,Shell_Temperature_Zone2_C,Shell_Temperature_Zone3_C,Kiln_Filling_Degree_Percent,Kiln_Drive_Power_kW,Kiln_Exit_O2_Percent,NOx_Emissions_mg_Nm3,Free_Lime_Content_Percent
01:39:35,1454.6,1403.4,1901.3,2.99,9.74,17529,931.6,276.4,320.8,372.7,16.6,997,1.85,661,1.17
01:39:40,1458.9,1407.6,1911.9,3.09,10.15,18485,941.7,277.8,314.1,372.4,14.8,1019,2.34,604,1.23
01:39:45,1457,1405.8,1917.7,3.02,9.39,18160,950.2,280.6,330.1,378.1,15.8,959,2.14,631,1.37
01:39:50,1461.7,1410.5,1889.2,3.09,10.11,16862,961.5,268.6,326.2,377.6,14.6,956,2.41,727,1.34
01:39:55,1453.7,1402.5,1896.8,2.95,10.88,17596,935.7,273.9,331.1,371,14.5,1052,2.04,511,1.3
01:40:00,1457.8,1406.6,1927.7,2.93,9.4,17170,959.3,275.4,327.8,368.8,14.8,964,2.54,554,1.18
01:40:05,1451.8,1400.5,1881.3,3.11,9.44,17990,937.5,277.6,322.8,381.6,12.3,1092,2.35,648,1.11
01:40:10,1458.8,1407.6,1911.7,2.78,9.63,17320,910.1,280.2,327.4,380.4,14.4,954,2.27,613,1.06
01:40:15,1456.2,1405,1898,3.11,9.8,16957,963.2,274.2,321.4,372.9,14.6,984,2.49,616,1.18
01:40:20,1458.7,1407.5,1903.2,2.98,9.87,17255,944.6,273.7,327.5,383.6,14.9,1039,2.22,533,1.4
01:40:25,1448.9,1397.6,1908.2,2.82,9.93,17344,944.7,273.4,320.8,373.3,16.4,947,2.07,565,1.32
01:40:30,1453.9,1402.6,1904.5,2.78,10.33,16455,954.7,265.6,320.3,380.3,12.1,981,2.35,615,1.33
01:40:35,1455.4,1404.2,1906.5,3.14,9.98,17366,914.8,272,317.3,381.1,15.3,936,2.42,611,1.46
01:40:40,1457.7,1406.5,1927.1,3.12,10.15,17064,992.6,278.2,324.5,381.7,13.4,1015,2.14,622,1.17
01:40:45,1453.6,1402.4,1917.7,2.92,10.37,17302,953.6,271.6,322.1,377.1,15.7,1016,2.34,603,1.42
01:40:50,1458.7,1407.5,1920.4,2.94,10.29,17613,953.8,279.2,322.8,369.1,16,943,2.3,555,1.37
01:40:55,1454.4,1403.2,1871.1,2.93,9.34,17001,969,274.1,321.3,373.4,14.2,1058,2.23,617,1.32
01:41:00,1454.1,1402.8,1919.8,3.03,10.08,16555,854.3,270.6,327.7,373,15.1,1006,2.6,582,1.27
01:41:05,1454.1,1402.9,1833.9,3.03,10.39,17851,964.8,274.5,329.9,369.7,14,1046,2.44,619,1.31
01:41:10,1454.7,1403.5,1908.9,3.17,9.95,17355,926.3,270.9,327,374.1,15.5,1066,2.28,560,1.29
01:41:15,1457.3,1406.1,1930.5,2.92,10.39,17108,939.2,275.9,330.7,377.5,14.8,927,2.21,604,1.44
01:41:20,1456.4,1405.1,1922.2,2.75,11.25,17302,985,276.9,321.9,374,15.6,1055,2.29,635,1.17
01:41:25,1457.8,1406.6,1931.2,2.85,10.25,18115,1003.4,273.4,319.7,378.9,15.3,1036,2.34,574,1.3
01:41:30,1456.9,1405.7,1902.1,3.07,10.56,18003,958.7,268.2,322.8,374.8,14.8,1069,2.4,505,1.35
01:41:35,1461.7,1410.4,1917.8,2.95,10.08,17352,966,283.8,330.4,376,16.3,1042,2.08,562,1.26
01:41:40,1456.3,1405,1902.4,3.06,10.66,18141,934.3,274.8,324.1,375.5,15.7,1042,2.19,636,1.15
01:41:45,1460.6,1409.3,1877.4,3.05,10.29,17125,950.1,274.4,322,370.2,15.9,926,1.94,632,1.27
01:41:50,1451.3,1400,1914.5,3,9.96,17305,958.9,277.9,331.1,364.2,14,1072,2.29,614,1.37
01:41:55,1457.9,1406.7,1910.2,2.98,9.97,17576,946.3,280.1,321.5,379.1,15.2,1019,2.19,597,1.24
01:42:00,1459.7,1408.5,1910.5,2.83,10.39,17515,981,278.8,324.4,376.3,14.9,907,2.18,634,1.09
01:42:05,1459.6,1408.4,1886.8,3.03,9.31,17826,973.9,277.1,327.1,368.6,15.7,944,2.54,602,1.19
01:42:10,1455.3,1404.1,1936,3.05,9.46,17068,934.2,273,322.3,377.3,16.9,981,2.31,544,1.5
01:42:15,1458,1406.7,1899.8,3.04,9.96,17901,913.3,278.9,323.6,376.5,14.4,967,2.53,589,1.07
01:42:20,1459.7,1408.4,1880.9,2.97,10.12,18160,912.2,263.1,325.6,376.1,16.6,1049,2.37,568,1.33
01:42:25,1451.2,1400,1898.6,3.07,10.06,16821,916.1,270.7,317.2,375.8,14.5,961,2.06,561,1.35
01:42:30,1457.7,1406.5,1913,3.02,9.9,17737,925.4,272.2,319.6,384,14.4,933,2.21,535,1.23
01:42:35,1457.8,1406.5,1920.6,3.04,10.02,17640,934.6,264.5,320.9,391.8,12,996,2.14,504,1.04
01:42:40,1454.6,1403.4,1903.7,3.01,9.5,17663,1049.2,279.5,322.5,376.4,16.8,1050,2.14,594,1.34
01:42:45,1460.1,1408.9,1894.8,3.04,10.29,17047,941,269.6,324.3,375,15.4,1036,2.07,680,1.32
01:42:50,1454.5,1403.2,1925.6,2.96,9.05,16926,896.2,276.6,328.2,374.9,17.5,960,2.44,539,1.6
01:42:55,1461.8,1410.6,1890,3.21,9.77,17070,992.6,280.2,318.8,380.4,16.2,978,2.32,555,1.08
01:43:00,1457,1405.8,1917.7,2.8,10.06,17200,985,275.5,321.3,374.2,15.7,1025,2.42,596,1.35
01:43:05,1456.1,1404.8,1887.6,2.91,10.11,17339,942.9,271.3,333.7,373.4,13.5,1043,2.2,616,1.19
01:43:10,1457.7,1406.4,1919.9,2.93,10.55,17438,983.1,274.4,323.4,375.9,15.8,1000,2.06,651,1.59
01:43:15,1458.8,1407.5,1953.9,3.03,10.4,17123,985.5,277.4,332.1,379.6,13.8,1018,2.27,657,1.38
01:43:20,1460.2,1409,1894.3,3.14,10.11,16735,940.4,275.8,326.9,377.3,12.9,981,2.45,567,1.33
01:43:25,1458.1,1406.9,1894.7,2.96,9.97,16982,968.4,281.7,327.1,366.1,15.5,1018,2.08,610,1.29
01:43:30,1456.1,1404.8,1900,2.99,10.71,16944,972.3,284.9,322.4,378.9,16.7,1072,2.31,592,1.35
01:43:35,1459,1407.8,1908.1,3.04,10.12,16438,940.7,269,321.6,377.2,13,968,2.18,629,1.29
01:43:40,1456.5,1405.3,1903.6,2.85,9.85,18313,950,275.2,320.5,377.6,16.8,1059,2.02,651,1.32
01:43:45,1458.7,1407.5,1910.6,3.05,10.26,16906,983.8,274.3,319.3,383.1,12.7,1008,2.17,584,1.23
01:43:50,1458.9,1407.6,1914.6,3.15,9.97,16938,932.2,272.4,325.1,379.6,16.5,1034,2.28,615,1.05
01:43:55,1456.8,1405.5,1936.1,2.88,10.02,17878,974.3,277.3,326.1,380.5,14.1,1060,2.05,617,1.4
01:44:00,1466.1,1414.8,1879.4,3.2,9.47,17501,978.2,283.7,333.8,372.8,15.7,954,2.11,573,1.52
01:44:05,1458.9,1407.6,1902.2,2.97,10.2,16605,962.3,273.3,314,372.6,13.3,998,2.12,623,1.11
01:44:10,1453,1401.8,1896,3.13,9.94,17410,918.2,273.5,328.4,372.1,14.8,979,2.11,639,1.45
01:44:15,1461.9,1410.6,1917.9,3.05,9.58,17558,927.7,273.3,319.6,378.4,17.6,1090,2.05,636,1.24
01:44:20,1455.1,1403.9,1911.4,2.93,9.82,17181,934.3,269.8,327.1,369.9,17.1,1092,2.35,575,1.17
01:44:25,1462.9,1411.7,1917.8,2.93,9.79,18103,990.7,281.8,330.4,376.3,15.3,1003,2.06,647,1.19
01:44:30,1459.2,1407.9,1906.1,3.18,10.14,17100,928.1,269.5,323,383,15.3,1041,2.12,623,1.22
01:44:35,1461.5,1410.2,1864.8,3.06,10.48,18158,916.4,270.7,321.5,374.3,14.5,1021,2.26,678,1.32
01:44:40,1457.9,1406.6,1883.7,3.07,9.67,17045,1027.3,271.4,315.1,383.7,13.7,974,2.35,623,1.28
01:44:45,1456.2,1404.9,1864.2,2.95,9.63,17054,993.3,277.8,327.6,373.1,15,1018,2,628,1.47
01:44:50,1457.3,1406,1889.5,3.01,10.1,18161,929.5,275.8,326.3,364.5,14.4,1051,2.16,593,1.18
01:44:55,1460,1408.7,1947.4,2.86,9.61,18207,1008.2,270,322.1,377.1,16.8,950,2.18,567,1.29
01:45:00,1459,1407.7,1905.6,3.08,10.39,18022,958.1,276,324.3,370.6,14.8,980,2.3,558,1.29
01:45:05,1461.9,1410.6,1901.6,2.87,9.71,17237,947.2,266,315.9,378.6,13.9,987,2.46,575,1.31
01:45:10,1454.5,1403.3,1908.9,3.08,10,17033,944.7,273.5,329.5,376.2,15.4,996,2.12,560,1.17
01:45:15,1456.3,1405,1939.2,3.02,10.1,16871,897.4,281.3,320.2,380,13.5,1001,2,578,1.42
01:45:20,1455.8,1404.5,1938.5,3.05,9.87,17324,928.2,279.1,331.6,370.2,15.4,999,2.29,597,1.24
01:45:25,1452.9,1401.7,1901.3,2.89,9.95,17861,945.9,276.2,309.4,379.4,15.3,927,2.27,604,1.28
01:45:30,1458.1,1406.8,1909.7,2.95,9.5,18110,1000.9,266.8,322.2,364.9,14.2,983,2.21,564,1.08
01:45:35,1458.5,1407.2,1903.3,2.95,9.82,17428,986.8,280,335.8,381,15.3,959,2.36,558,1.14
01:45:40,1461.1,1409.9,1876.7,3.01,10.2,18178,990.7,273.6,328.1,375.7,15.1,1006,2.26,537,1.25
01:45:45,1458.4,1407.1,1866,3.15,10.04,17710,947.2,280.3,324.1,381,15.8,1014,2.21,649,1.11
01:45:50,1461,1409.7,1950.3,3.08,10.09,17654,998.1,276.7,324.5,380.2,14.7,980,2.14,624,1.28
01:45:55,1460.8,1409.5,1916,3.04,9.49,18443,915.7,263.8,324.2,372.4,14.1,1004,2.03,635,1.14
01:46:00,1457.3,1406.1,1930.7,2.87,9.48,17106,962,271.8,326.5,375.2,14.5,1008,2.55,614,1.15
01:46:05,1459.5,1408.2,1906.5,3.06,10.29,17210,910.1,266,325.7,375.1,14.2,939,2.32,661,1.25
01:46:10,1456.6,1405.3,1905.5,3.01,9.59,17316,931.2,274.1,326.8,373.3,13.9,1033,2.26,594,1.17
01:46:15,1457.7,1406.4,1926.3,3,9.86,17223,960.4,273.1,321.1,373.8,14.9,994,2.29,573,1.25
01:46:20,1464,1412.8,1938.7,3.06,9.56,17886,986.8,276.5,328.5,375.4,14,968,2.43,548,1.01
01:46:25,1456.5,1405.2,1914.7,2.9,10.07,17266,910.9,275.4,321.5,373.3,15.4,976,2.13,543,1.24
01:46:30,1460,1408.7,1921.7,3.02,9.88,17202,959.9,280.3,328.3,377.5,15.3,961,2.46,584,1.06
01:46:35,1461,1409.7,1887,2.99,10.05,17144,972.2,275.9,325.4,385.2,16.4,1108,2.1,627,1.2
01:46:40,1458.1,1406.9,1886.7,2.99,10.34,17451,905.9,288.9,327.3,382,15.6,983,2.33,646,1.38
01:46:45,1454.8,1403.5,1882,3.21,9.18,18053,917.4,277.9,321.9,368.6,14.3,992,1.9,588,1.61
01:46:50,1458.2,1407,1910.7,3.03,10.1,17456,938.7,269,332.1,371.1,13.6,985,2.58,617,1.12
01:46:55,1459.8,1408.5,1910.6,2.75,9.92,17346,941.6,277.1,321.7,379.3,15.6,942,2.36,678,1.37
01:47:00,1457.9,1406.6,1922,2.98,9.43,17268,894.1,276,329.3,366.9,13.9,1023,2,571,1.26
01:47:05,1454.3,1403.1,1902,2.87,10.41,17204,1001.9,273.8,324.1,381.5,16.1,906,2.5,597,1.16
01:47:10,1458,1406.8,1899.6,3.04,10.1,17577,1000.8,271.8,321.1,373.4,15.4,993,2.24,597,1.57
01:47:15,1460.1,1408.8,1937.2,2.96,9.4,17951,922.6,269.5,321.8,380.3,13.6,955,2.32,541,1.2
01:47:20,1457.5,1406.2,1889.6,3.06,9.94,17655,962.1,276.2,320.8,362.3,14.4,1012,2.07,589,1.24
01:47:25,1458,1406.7,1899.5,3,10.05,16644,947.1,276,336.8,373.1,15.5,998,2.27,703,1.26
01:47:30,1455.8,1404.5,1886.8,2.87,9.84,17349,967,283.1,317.7,379.8,16.7,959,1.96,520,1.24
01:47:35,1456.1,1404.8,1930.6,2.88,10.05,17409,953,275.3,323.3,366.6,15.9,1023,2.19,540,1.17
01:47:40,1458.7,1407.4,1907.5,3.16,9.49,18185,913.5,281.2,322.8,380,15.5,949,2.34,656,1.43
01:47:45,1457.2,1405.9,1895.4,2.97,9.23,16674,961.3,272.3,323.4,377.4,15.5,987,2.21,635,1.07
01:47:50,1459.1,1407.8,1875.7,3.05,9.77,17323,981.2,276.5,324.3,388.7,12.9,981,2.17,623,0.98
01:47:55,1459.5,1408.2,1910.7,3.01,9.67,17255,900.1,274.5,331.6,371.6,13.6,1003,2.33,535,0.93
01:48:00,1458.2,1406.9,1899.2,2.93,9.89,16757,908.5,278.2,331.7,380.6,15.7,986,2.22,616,1.26
01:48:05,1453.9,1402.6,1923.5,3.08,10.19,17492,925.9,274.2,317.3,368.1,14.8,1012,2.05,561,1.31
01:48:10,1458.1,1406.8,1899.1,2.93,10.23,17121,977.4,272.9,325.8,365.1,14.8,964,2.47,586,1.32
01:48:15,1455.4,1404.1,1903.1,3.13,10.33,18706,983.5,275.3,330.1,371.9,14.5,1010,2.1,539,1.1
01:48:20,1449.3,1398,1892.7,3.06,9.9,17983,888.9,275.1,326.1,378.4,14.1,948,2.17,662,1.34
01:48:25,1462.4,1411.1,1900.4,2.86,10.81,18130,907.5,280.6,325.5,376.4,14.6,919,2.22,685,1.41
01:48:30,1461,1409.7,1957.7,2.86,9.87,16935,970.4,281.4,327.7,374.9,17.7,1003,2.16,598,1.03
01:48:35,1454.1,1402.8,1893.3,3.1,10.31,16860,942.3,280.6,320,374,14.5,1050,2.19,555,1.15
01:48:40,1454.5,1403.2,1919.5,3.02,10.06,17271,935.4,276.7,321.5,370.2,14.2,1096,1.74,693,1.29
01:48:45,1458,1406.7,1922.6,3.07,9.62,17613,933.1,270.7,326.1,367.1,15.5,981,2.11,575,1.24
01:48:50,1458.7,1407.4,1895.4,3.18,10.29,17578,985.4,269.5,321.5,363.6,16.4,988,2.38,578,1.19
01:48:55,1451,1399.7,1904.5,2.94,9.69,17382,981.6,269.5,321.4,378.6,14.3,947,2.31,646,1.33
01:49:00,1456.8,1405.5,1939.9,2.91,9.66,18097,993.5,272.6,321.2,374.2,15.3,1042,2.55,582,1.54
01:49:05,1457.9,1406.6,1897.8,2.96,10.17,17479,884.5,268.3,324.4,375.5,13.4,974,2.16,586,1.2
01:49:10,1462.9,1411.6,1896.3,2.95,9.92,18413,971,273.7,322.6,379.7,14.3,1008,2.32,614,1.16
01:49:15,1458.4,1407.1,1905.6,2.86,9.48,17797,951.6,278.4,320.7,368.1,16.4,934,2.37,583,1.12
01:49:20,1454.3,1403,1908.5,2.94,10.5,16894,946.3,275.2,323.5,373.6,14.1,988,2.15,592,1.33
01:49:25,1453.5,1402.2,1941.2,2.89,10.29,16819,941.4,275.2,320.5,370.6,14.9,1009,2.21,601,1.02
01:49:30,1456.9,1405.6,1894.1,2.98,10.41,17567,964.1,275.3,320.8,370.9,14,1053,2.37,592,1.28
01:49:35,1456.9,1405.6,1934.9,3.1,10.11,17896,926,276.8,319.3,385.8,15.1,978,2.34,626,1.43
01:49:40,1458.4,1407.1,1900.9,3.03,10.67,17716,955.4,280.8,341.2,370.3,13.6,1085,2.4,609,0.92
01:49:45,1451.4,1400.1,1888,2.92,10.37,17593,951.8,266.2,321,374.9,17.3,950,2.37,595,1.21
01:49:50,1455.9,1404.6,1884,2.97,9.62,17755,938,279.2,327.4,368,16.2,1061,2.33,663,1.29
01:49:55,1454.3,1403,1925.2,2.93,10.1,16567,901.7,274.8,327.2,364.3,13.7,980,2.11,609,1.11
01:50:00,1459.7,1408.4,1925.3,3.15,10.19,16678,1007.8,271.8,326.7,365.9,14.6,1078,2.14,558,1.26
01:50:05,1460.8,1409.5,1918.9,2.83,9.83,17618,974.1,276.8,330.7,370.2,15.8,953,2.29,574,1.28
01:50:10,1458.1,1406.8,1919,3.13,10.32,17593,963.5,275.7,317.6,376,16.8,999,2.29,649,1.15
01:50:15,1452.7,1401.4,1916.5,2.98,9.95,17750,946.9,267.8,327.8,378.4,16.8,1049,2.25,597,1.12
01:50:20,1459.5,1408.2,1908.8,3.09,10.39,17462,965.1,278.1,325.7,375.2,16.1,1017,1.89,586,1.34
01:50:25,1455.5,1404.1,1952.3,3.26,9.59,17501,1003.7,272.8,326.1,372.1,16.2,1006,2.18,561,1.14
01:50:30,1455.3,1403.9,1914.8,2.98,9.68,17234,924,275.6,320.2,382,13.6,959,2.42,578,1.06
01:50:35,1451.2,1399.9,1895.1,2.94,9.29,17638,931.5,275.9,320.2,374.6,14.2,994,2.27,605,1.08
01:50:40,1455.5,1404.2,1927.1,2.93,10.11,17529,952.5,269.7,330.3,373.9,13.1,1005,2.07,558,1.12
01:50:45,1455.7,1404.4,1904.8,3,10.21,16777,945.8,275.9,319.8,368.5,15.7,1036,2.31,596,1.65
01:50:50,1459.6,1408.3,1921,3.05,10.05,17600,900.4,281.3,328.4,368,14.4,996,2.09,566,1.03
01:50:55,1457.2,1405.9,1925.9,2.94,9.79,18547,902.8,271,336.7,374.8,14.3,991,2.5,660,1.16
01:51:00,1457.7,1406.4,1895.8,3.05,10.43,17747,958.8,276.1,324.4,374.3,15.3,957,2.4,563,1.14
01:51:05,1459.6,1408.3,1913.5,3,9.9,17074,965.9,273.2,322.3,377.5,14.8,1035,2.17,609,1.21
01:51:10,1458.3,1407,1947.7,2.76,9.9,17892,885.4,274.7,330.6,374.6,14.1,995,2.16,595,1.49
01:51:15,1457.3,1406,1920.3,2.94,9.7,17130,900.7,272.3,319,380.7,15.3,1012,2.28,593,1.27
01:51:20,1458.4,1407,1884.2,3.16,9.91,17865,959.7,274.2,325.6,375.2,15.6,989,2.39,619,1.51
01:51:25,1458.1,1406.8,1887.7,2.8,10.01,17125,939.1,273.1,324.6,378.5,12.5,1020,2.23,615,1.37
01:51:30,1454.8,1403.5,1895.2,2.93,9.82,17398,1010.2,266.8,331.9,388.6,14.5,1022,2.44,640,1.17
01:51:35,1457.8,1406.5,1899.6,3.01,9.71,16785,940.2,281,315.7,388.6,15.7,1028,2.49,659,1.11
01:51:40,1453.8,1402.5,1930.3,3.06,10.41,17090,919.9,273.2,331.4,369.3,15.5,1025,2.33,622,1.27
01:51:45,1458.4,1407.1,1928.1,2.79,10.13,16955,944.4,278.2,320.5,374.4,15.4,1041,1.91,564,1.45
01:51:50,1457.4,1406,1912.7,3.08,10.94,17535,946.1,275.5,332.3,375.4,15,943,2.04,665,1.03
01:51:55,1463,1411.7,1903,3.02,10.26,17950,924.2,271.1,321,369.7,15.5,986,2.51,575,1.31
01:52:00,1458.2,1406.9,1882.1,3.2,9.68,17486,945.2,277.9,330.4,370.7,15.2,1009,1.89,573,1.3
01:52:05,1458.3,1407,1894.1,2.96,9.88,17975,949.7,268,320.7,379.7,14.3,957,2.07,543,1.18
01:52:10,1457.2,1405.9,1933.6,3.08,10.35,17576,944,271.9,326.1,374.4,15.7,974,2.35,600,1.25
01:52:15,1456.8,1405.5,1914.4,3.04,10.15,17281,930.2,281.5,324.2,370,16,1030,2.47,635,1.18
01:52:20,1454.7,1403.4,1912.2,2.87,10.6,17420,952.4,277.7,318.5,374.1,15.1,1026,2.36,581,1.5
01:52:25,1456.1,1404.8,1931.8,2.93,9.46,17968,914.7,277.5,331.2,386.1,14.2,880,2.39,634,1.13
01:52:30,1452,1400.7,1914,2.91,10.89,17452,996.1,280.6,323.6,369.4,14.9,979,2.37,539,0.92
01:52:35,1460.6,1409.3,1949.9,2.9,10.55,17656,939.7,272.8,323.4,375.1,15.2,1024,2.58,639,1.42
01:52:40,1461.7,1410.4,1920.2,2.9,10.08,17601,922.1,279.7,329,386.2,14.8,1042,2.23,539,1.08
01:52:45,1453.7,1402.3,1936.2,2.82,9.52,17634,986.3,278.3,311.6,377.3,14.3,1013,1.92,612,1.14
01:52:50,1456.3,1404.9,1919,2.89,9.7,17587,921,275.8,319.9,373.3,15.7,1007,2.27,587,1.34
01:52:55,1456.3,1405,1928.3,3.25,9.37,16694,948.7,273.3,320.7,377.3,15.2,1008,2.19,544,1.19
01:53:00,1459.1,1407.8,1922,2.72,10.16,18455,949.8,271.5,322.1,371.8,14.6,1012,2.51,552,1.04
01:53:05,1455.5,1404.2,1884.8,3.1,9.56,17167,972.4,277.4,331.2,379,14.3,996,2.43,590,1.11
01:53:10,1457.1,1405.8,1883.1,3.13,10.15,17876,956.7,260.1,324.9,374.9,15.3,981,2.23,582,1.33
01:53:15,1456.5,1405.1,1871.1,2.97,10.5,18282,910.6,272.8,325.6,374.5,14.3,1064,2.27,628,1.41
01:53:20,1458.5,1407.2,1926.2,3.14,10.25,17392,1030.7,273.7,323.6,376.2,14.8,1091,2.58,614,1.37
01:53:25,1456.4,1405.1,1885.8,2.92,9.64,17427,1006.2,280.9,322.8,370.4,15.2,991,2.14,671,1.51
01:53:30,1458.7,1407.4,1919.3,2.97,10.29,18160,925.9,266.4,313.2,369.4,15.9,1000,2.37,562,1.21
01:53:35,1457.2,1405.9,1892.5,3.04,10.03,17794,973.9,265.4,324.4,375.7,13.9,1014,2.22,587,1.39
01:53:40,1459.5,1408.2,1907.2,2.94,9.48,17400,919.3,281.6,324.3,369.3,14.7,983,2.25,629,1.45
01:53:45,1455.4,1404.1,1909.1,3.02,10.3,17320,976.7,276.3,325.7,376.5,15,1008,2.23,550,1.14
01:53:50,1455.1,1403.8,1896.1,2.99,10.5,17327,939.1,271.7,329,371.8,16.3,978,2.24,551,1.43
01:53:55,1457.3,1405.9,1910.8,3.17,9.36,17388,938.7,268.6,316.2,372.9,15.6,979,2.43,641,1.28
01:54:00,1459.9,1408.5,1919.2,3.15,10.3,17003,941,274.3,329.3,366.2,14.6,1011,2.29,708,1.13
01:54:05,1458.2,1406.8,1900.8,2.93,10.02,17391,921.2,269.3,328.6,364.1,14.3,1009,2.1,560,1.12
01:54:10,1457.2,1405.9,1918.7,2.98,9.74,17777,966.1,274.4,317.5,368.2,16.7,950,2.19,553,1.29
01:54:15,1454.7,1403.4,1895.6,3.08,9.93,17061,972.9,273.2,322.7,385,15.8,1020,2.05,569,1.44
01:54:20,1455.3,1404,1921,3.12,9.42,17159,947.1,274.6,320.6,374.4,15.9,942,2.14,605,1.27
01:54:25,1454.1,1402.8,1914.5,2.83,10.08,17774,987.3,273.4,325.8,370.6,13.5,981,2.27,623,1.04
01:54:30,1461,1409.7,1878.2,3.09,10,17124,963.4,272,326,372.2,16,1014,2.31,544,1.06
01:54:35,1453.8,1402.4,1896.8,3.01,9.9,18333,965.5,267.4,324.2,380.1,14.8,1024,2.45,577,1.14
01:54:40,1458.2,1406.9,1885.2,2.96,10.01,16438,1002.3,274.9,329.4,372,13.7,971,2.37,572,1.32
01:54:45,1455.8,1404.5,1903.5,2.98,10.28,17447,977.1,281.3,322.4,372.4,16.5,955,2.11,529,1.11
01:54:50,1462.5,1411.1,1913.6,2.89,9.69,17722,935,282.5,329.1,369.2,14.3,987,2.57,646,1.02
01:54:55,1460.4,1409,1932.8,2.99,9.87,17182,886.4,278.2,325,374,15.9,1012,2.19,677,1.35
01:55:00,1455,1403.6,1914,2.97,9.15,16629,966,278.3,323.8,369.6,14.7,1053,2.39,578,1.29
01:55:05,1462.5,1411.2,1909.3,3.29,9.84,17571,989.5,276.7,319.3,376.2,13.1,1067,2.13,627,1.29
01:55:10,1458.2,1406.9,1920.2,2.99,9.91,17165,1041.9,273.3,322.4,372.8,15,927,2.36,638,1.2
01:55:15,1458.7,1407.4,1912,2.98,9.59,18128,951.4,274.6,326.7,379.2,12.9,1062,2.16,620,1.31
01:55:20,1458.3,1407,1944.4,3.05,10.14,17934,992.2,267.3,322.1,381.7,14.5,992,2.22,639,1.37
01:55:25,1458.8,1407.5,1906,2.78,9.52,17756,931.8,262.8,324,377.1,13.6,998,2.51,531,1.21
01:55:30,1455.1,1403.8,1893.9,2.93,9.47,17957,968.6,272.4,331.4,370.5,15.9,959,2.13,616,1.28
01:55:35,1453.9,1402.6,1901.6,3.12,10.33,17987,909.7,274,326.3,373.8,15.9,982,2.29,632,1.37
01:55:40,1455.2,1403.8,1914.9,2.94,10.5,17183,944.5,271.8,328.2,377.7,15.9,978,2.25,536,1.26
01:55:45,1456.1,1404.8,1885.2,2.95,11.01,16666,926,275.5,326.8,371.5,14.2,991,2.23,572,1.2
01:55:50,1460.4,1409.1,1941.9,2.82,9.72,17725,970,279.3,326.8,388.7,15.6,1038,2.22,542,1.49
01:55:55,1460.5,1409.1,1902,2.99,9.96,18430,942.2,274,324.4,379.5,16.6,969,2.47,596,1.15
01:56:00,1457.2,1405.9,1930,3.07,10.14,18641,962.1,274.2,328.4,364,14.8,1066,2.11,603,1.37
01:56:05,1452.3,1401,1893,3.25,10.26,17083,973.2,272.7,324.4,378.2,17.8,982,2.32,599,1.09
01:56:10,1457.5,1406.1,1940.8,2.8,9.76,16930,960.3,272,320.8,370.5,15.1,970,2.25,661,1.4
01:56:15,1455.4,1404,1911.8,3.05,10.22,16870,938.8,277,324.7,377.7,12.1,995,2.31,589,1.25
01:56:20,1456.2,1404.8,1888,2.93,10.69,17800,968,280,329.3,379.4,16,1017,2.3,570,1.27
01:56:25,1458.7,1407.3,1879.1,3.08,9.93,17357,926.8,278,324.6,373.1,12.2,1003,2.39,656,1.5
01:56:30,1459.3,1408,1895.9,2.96,10.06,17818,942.2,266.6,319.1,376.7,14.8,980,1.93,641,1.14
01:56:35,1455.5,1404.2,1913.4,2.89,10.24,17780,948.1,271.2,321.2,371.4,13.8,928,2.32,619,1.24
01:56:40,1456.4,1405,1882.5,2.85,10.06,17700,981.7,279.9,330.7,378.2,14.8,1009,2.05,517,1.11
01:56:45,1451.6,1400.3,1905.8,2.97,9.59,17751,961.7,275.7,322.9,375.4,16.5,973,2.21,606,1.12
01:56:50,1456.6,1405.2,1896.8,3.14,10.21,18497,981.9,270.3,324.8,374.7,14.8,1056,2.26,631,1.18
01:56:55,1455.7,1404.3,1926.4,3.1,10.25,17934,932.6,275.4,327.9,373.6,13.4,1017,2.3,623,1.21
01:57:00,1460.1,1408.7,1906,2.82,9.84,17199,957.4,276.8,321,377.9,15.4,988,2.13,590,1.33
01:57:05,1451.3,1400,1885.8,2.93,10.05,17557,951.7,277.9,316.6,372.2,13.1,1007,2.15,617,1.2
01:57:10,1454.9,1403.5,1895.1,3.1,10.51,17050,977,269,319.3,375.2,14.8,1011,2.23,599,1.35
01:57:15,1456.1,1404.7,1882,2.91,10.4,17892,955.7,281.6,328.7,380.2,15.5,1010,2.51,523,0.92
01:57:20,1460.7,1409.3,1936,3.12,9.99,17617,1004.4,272.1,330.4,369.6,15.1,1035,2.32,590,1.22
01:57:25,1456.6,1405.2,1908.9,3.02,10.41,17164,947,285.2,326,375.2,15.6,987,2.66,540,1.33
01:57:30,1460,1408.7,1887.4,3.03,9.48,16853,936.9,273.6,329.3,371.3,14.2,1039,2.29,566,1.27
01:57:35,1459.3,1408,1891.7,3.1,9.37,17792,885.6,272.5,334.9,372.9,15.7,961,1.93,606,1.34
01:57:40,1460.9,1409.6,1912.3,2.93,9.38,17545,939.9,275,327.7,381.3,14.6,982,2.23,597,1.66
01:57:45,1463.3,1412,1916.8,2.96,9.19,18242,963.7,270.1,317.9,378.7,15.3,1066,2.54,704,1.3
