Time,Limestone_CaO_Content_Percent,SiO2_Content_Percent,Al2O3_Content_Percent,Fe2O3_Content_Percent,MgO_Content_Percent,Feed_Size_mm,Product_Size_Primary_mm,Product_Size_Secondary_mm,Moisture_Content_Percent,Clay_SiO2_Content_Percent,Hardness_Index
05:47:00,51.65,15.94,4.17,3.05,1.98,1067.0,173.0,21.6,6.1,53.8,11.6
05:47:05,52.64,15.37,4.7,3.14,1.97,994.0,166.0,22.5,6.39,57.9,11.3
05:47:10,51.76,15.87,5.2,2.71,2.04,982.0,171.0,23.2,6.13,53.7,11.3
05:47:15,51.8,14.89,4.66,3.27,2.21,989.0,193.0,21.8,6.67,50.4,11.3
05:47:20,52.79,15.18,4.38,3.09,1.83,1090.0,173.0,22.3,6.28,53.9,11.8
05:47:25,51.43,14.82,4.4,2.83,1.73,1015.0,164.0,22.0,6.38,55.2,11.6
05:47:30,50.77,14.23,5.07,3.04,1.88,1015.0,170.0,22.3,6.42,55.3,11.9
05:47:35,51.87,15.72,4.59,3.26,2.02,1024.0,183.0,22.3,6.65,61.4,12.5
05:47:40,51.61,15.32,4.27,3.06,1.96,947.0,177.0,22.5,6.43,54.8,12.1
05:47:45,51.23,15.01,4.48,2.85,2.23,1044.0,181.0,22.6,6.1,53.8,12.0
05:47:50,51.86,15.0,4.56,2.75,2.21,967.0,190.0,23.1,6.4,53.6,12.7
05:47:55,52.39,14.1,4.64,3.49,1.93,962.0,174.0,22.3,6.39,58.1,11.7
05:48:00,51.99,14.41,4.95,2.65,2.23,981.0,187.0,21.0,6.0,54.9,12.3
05:48:05,52.25,15.2,4.88,3.07,2.06,990.0,180.0,23.6,6.63,55.1,12.1
05:48:10,53.45,14.68,4.56,2.88,1.89,1000.0,170.0,24.1,6.43,52.0,12.8
05:48:15,51.73,14.87,4.49,3.21,1.98,988.0,186.0,23.3,6.97,54.6,12.0
05:48:20,52.22,14.94,4.62,2.76,1.97,978.0,177.0,22.0,6.28,54.2,12.7
05:48:25,51.59,14.59,4.32,3.32,1.89,974.0,186.0,22.3,5.75,55.8,11.0
05:48:30,51.32,14.42,4.79,2.97,1.9,1001.0,174.0,22.4,6.5,50.3,12.0
05:48:35,51.53,14.03,4.44,2.96,2.07,929.0,160.0,23.1,6.24,56.1,11.6
05:48:40,51.62,14.91,4.65,2.94,1.94,1001.0,157.0,22.8,6.3,57.9,12.6
05:48:45,52.29,15.37,5.01,2.88,1.96,1051.0,179.0,21.9,6.54,54.1,11.9
05:48:50,53.88,14.01,4.67,2.93,1.97,1012.0,171.0,22.8,5.85,52.7,11.4
05:48:55,51.43,14.99,4.57,3.14,1.97,1030.0,160.0,22.4,6.78,57.0,11.9
05:49:00,51.67,15.17,4.34,2.66,2.14,1055.0,179.0,22.2,6.19,52.2,11.6
05:49:05,51.95,14.41,4.48,2.85,1.88,1025.0,181.0,22.4,6.52,57.1,11.3
05:49:10,52.32,15.85,4.16,3.3,2.03,977.0,176.0,22.3,6.35,58.0,12.4
05:49:15,52.21,14.77,4.66,2.98,1.77,980.0,174.0,21.7,6.71,55.3,12.4
05:49:20,53.03,14.94,3.86,2.89,1.92,1005.0,181.0,21.5,6.59,55.7,11.8
05:49:25,50.06,14.9,4.79,2.75,1.8,951.0,174.0,21.9,6.01,55.2,11.9
05:49:30,50.09,13.94,4.72,2.77,2.24,1101.0,172.0,22.8,6.26,54.2,12.2
05:49:35,51.6,15.61,4.53,3.2,2.02,1000.0,166.0,22.6,6.72,56.4,12.7
05:49:40,52.88,14.43,4.34,2.84,1.94,1060.0,164.0,22.9,6.61,55.0,11.6
05:49:45,50.75,14.86,4.5,3.16,1.74,993.0,175.0,21.8,6.59,54.8,11.9
05:49:50,49.59,15.36,3.97,2.8,1.8,1003.0,169.0,21.6,6.86,54.8,12.5
05:49:55,52.46,15.88,4.75,2.97,2.13,998.0,189.0,22.3,6.31,54.4,11.5
05:50:00,52.19,14.35,4.45,2.99,2.05,1051.0,176.0,22.5,6.61,52.9,12.1
05:50:05,51.13,14.73,4.95,2.85,1.78,1099.0,166.0,21.9,6.5,55.3,12.1
05:50:10,51.21,15.83,4.62,3.02,1.78,942.0,177.0,21.7,6.37,55.0,12.2
05:50:15,51.22,15.28,4.57,2.58,2.28,990.0,174.0,22.2,6.57,54.2,12.1
05:50:20,52.09,15.4,4.62,2.98,2.2,1017.0,178.0,20.9,6.47,53.6,11.7
05:50:25,51.5,14.37,4.21,3.09,2.04,930.0,179.0,20.8,5.95,56.5,12.4
05:50:30,52.4,14.77,4.36,2.83,2.02,975.0,169.0,22.0,6.99,55.7,11.3
05:50:35,49.72,14.9,4.54,3.04,1.97,1017.0,177.0,22.6,6.38,52.3,12.4
05:50:40,51.31,14.49,4.41,3.03,1.81,980.0,191.0,21.0,6.76,53.5,11.1
05:50:45,51.1,14.0,4.33,3.04,2.13,1001.0,169.0,22.0,5.98,59.2,11.9
05:50:50,51.79,14.69,4.42,2.73,1.97,1020.0,172.0,21.3,6.38,52.6,12.7
05:50:55,51.57,15.81,4.51,3.02,2.11,979.0,165.0,21.2,6.45,53.4,12.8
05:51:00,52.64,15.04,5.2,2.66,1.94,962.0,185.0,21.7,6.51,54.0,12.6
05:51:05,50.51,15.82,4.4,2.87,2.05,961.0,174.0,22.9,6.69,57.5,12.3
05:51:10,52.04,15.11,4.3,3.0,1.93,910.0,163.0,22.7,6.33,57.9,12.1
05:51:15,52.45,14.54,4.45,3.04,2.01,1022.0,165.0,20.4,6.6,52.3,11.5
05:51:20,53.49,15.77,4.95,2.76,2.12,993.0,168.0,20.3,6.74,51.9,12.8
05:51:25,51.61,15.13,4.97,2.94,1.92,1048.0,185.0,22.7,6.56,54.0,12.2
05:51:30,52.26,15.58,5.08,3.16,2.3,1026.0,176.0,23.6,6.59,55.0,14.0
05:51:35,50.56,14.36,4.52,2.8,1.91,1003.0,173.0,21.6,6.57,58.6,12.2
05:51:40,50.09,15.62,4.69,2.57,2.02,1014.0,169.0,21.7,6.54,52.6,13.0
05:51:45,52.68,15.64,4.18,3.11,2.21,931.0,175.0,22.6,6.51,57.4,12.6
05:51:50,52.0,15.17,4.39,2.81,2.22,1014.0,170.0,22.2,5.85,56.0,12.1
05:51:55,52.94,14.52,4.17,2.87,2.07,992.0,186.0,22.7,6.84,56.3,12.6
05:52:00,50.9,14.97,4.64,3.03,2.04,971.0,176.0,22.1,6.25,56.0,12.0
05:52:05,52.42,15.37,4.51,3.02,2.01,983.0,167.0,22.6,6.79,56.5,11.9
05:52:10,53.5,15.14,4.57,3.2,2.2,1027.0,169.0,21.9,6.45,57.1,12.3
05:52:15,52.34,15.36,4.25,2.95,2.14,977.0,188.0,22.1,6.72,54.8,12.5
05:52:20,52.22,15.61,4.76,3.01,2.16,990.0,173.0,21.1,6.82,53.0,11.6
05:52:25,52.01,14.61,3.78,2.66,2.25,1023.0,187.0,23.1,6.23,57.4,12.1
05:52:30,50.74,14.31,4.42,3.13,2.07,990.0,177.0,22.7,6.45,53.1,11.3
05:52:35,53.08,14.98,4.47,2.86,1.94,1007.0,178.0,21.5,6.48,54.5,12.0
05:52:40,51.51,14.8,3.89,3.65,2.05,996.0,171.0,21.8,6.25,54.8,11.7
05:52:45,52.4,15.47,4.62,2.96,2.01,1044.0,181.0,21.9,6.46,55.8,11.9
05:52:50,50.75,14.36,4.45,3.08,1.97,1007.0,165.0,21.7,6.46,56.1,11.5
05:52:55,51.06,15.61,4.67,3.13,1.94,934.0,169.0,20.9,6.53,53.4,11.3
05:53:00,53.15,15.81,5.1,2.98,2.08,1032.0,178.0,22.2,6.83,58.4,12.7
05:53:05,51.72,15.0,4.6,3.09,2.1,974.0,173.0,20.8,6.8,57.9,12.8
05:53:10,53.16,15.04,4.79,3.45,1.9,979.0,175.0,22.8,6.88,55.4,11.8
05:53:15,51.94,14.54,4.91,2.85,2.05,991.0,179.0,23.0,6.14,54.9,10.9
05:53:20,50.53,14.67,4.65,2.55,2.24,1088.0,175.0,22.0,6.17,53.4,11.6
05:53:25,52.71,14.75,4.24,2.74,1.89,1021.0,176.0,21.9,6.29,54.9,12.1
05:53:30,51.53,15.87,4.01,3.2,2.21,1077.0,190.0,20.8,6.76,55.0,12.9
05:53:35,52.56,14.96,4.61,2.9,1.87,1002.0,159.0,21.7,6.33,51.4,11.3
05:53:40,52.02,14.21,4.38,3.47,2.05,1029.0,171.0,20.8,6.46,56.7,11.5
05:53:45,50.77,15.15,4.89,3.15,1.73,1072.0,173.0,22.5,6.6,59.5,11.3
05:53:50,52.13,15.5,4.36,2.87,2.1,1033.0,183.0,21.4,5.91,54.1,12.3
05:53:55,53.76,14.98,4.5,2.84,1.97,1016.0,181.0,21.8,6.42,55.0,11.8
05:54:00,52.39,15.88,4.15,2.91,1.74,945.0,155.0,21.2,6.43,57.4,11.1
05:54:05,51.95,15.47,4.4,2.59,1.93,959.0,184.0,22.3,6.45,53.1,11.9
05:54:10,52.86,14.37,4.22,3.06,2.26,1012.0,176.0,22.0,6.79,51.1,11.9
05:54:15,52.17,14.67,4.24,3.14,2.09,1040.0,181.0,20.5,5.95,54.8,12.2
05:54:20,52.17,15.14,4.48,2.81,2.02,995.0,171.0,20.1,6.19,56.8,11.9
05:54:25,51.13,14.0,4.32,2.69,2.08,1027.0,180.0,21.7,6.53,53.7,11.4
05:54:30,52.19,15.2,5.29,2.82,2.15,966.0,178.0,22.2,6.67,53.9,11.6
05:54:35,52.83,13.94,4.75,3.2,2.23,975.0,174.0,21.9,6.89,52.4,11.6
05:54:40,51.33,15.61,4.83,3.16,1.96,1019.0,188.0,22.3,6.82,51.1,12.2
05:54:45,53.14,15.54,4.47,3.04,2.09,1002.0,193.0,23.3,6.38,56.7,11.2
05:54:50,51.93,15.3,4.53,3.33,2.07,985.0,175.0,21.8,6.06,59.4,11.1
05:54:55,51.29,14.59,4.37,2.66,2.02,979.0,162.0,23.1,6.51,57.6,13.2
05:55:00,52.8,15.1,5.29,2.96,1.97,940.0,179.0,21.6,6.48,55.8,12.2
05:55:05,51.77,14.69,4.47,3.11,2.24,999.0,169.0,21.7,6.75,53.8,12.1
05:55:10,52.61,14.38,4.32,3.16,2.04,942.0,178.0,21.7,6.8,57.4,10.7
05:55:15,51.77,14.8,4.27,3.16,1.82,988.0,179.0,21.2,6.39,56.0,12.2
05:55:20,51.95,15.42,4.6,3.14,1.56,993.0,176.0,22.7,6.23,52.8,12.1
05:55:25,52.39,15.03,4.93,3.26,2.14,1057.0,167.0,22.8,6.79,52.0,12.6
05:55:30,52.23,15.87,4.83,3.15,1.94,958.0,163.0,20.3,6.29,52.6,12.3
05:55:35,50.4,15.46,4.27,2.77,1.98,1019.0,166.0,21.3,6.23,54.5,12.6
05:55:40,51.1,15.4,4.27,2.91,2.06,1007.0,174.0,23.0,6.15,56.0,12.3
05:55:45,52.74,14.03,4.87,2.66,2.37,958.0,187.0,21.6,6.15,56.2,11.4
05:55:50,51.89,14.83,5.13,3.2,2.2,1003.0,173.0,22.1,7.25,53.6,12.0
05:55:55,51.58,14.36,4.46,3.24,1.97,947.0,184.0,21.7,6.52,55.0,11.8
05:56:00,50.91,14.89,4.86,2.76,2.11,1002.0,160.0,21.1,6.38,56.7,12.6
05:56:05,51.14,14.58,4.06,2.92,1.91,991.0,179.0,22.0,6.02,55.5,12.4
05:56:10,50.38,14.77,4.25,2.65,2.12,1036.0,188.0,20.6,6.35,53.5,12.3
05:56:15,51.92,15.64,4.2,2.98,1.88,971.0,168.0,21.6,7.08,53.1,12.5
05:56:20,51.52,15.29,4.62,2.83,2.03,911.0,174.0,22.8,6.3,51.3,12.0
05:56:25,51.23,15.6,4.45,2.77,2.03,977.0,176.0,21.9,6.53,53.0,12.5
05:56:30,51.95,14.04,4.57,3.0,1.84,1025.0,181.0,21.5,6.38,55.2,12.3
05:56:35,52.29,15.03,4.87,3.38,1.91,1006.0,166.0,21.3,6.88,55.6,11.9
05:56:40,53.67,15.58,4.3,3.16,1.67,977.0,165.0,22.3,6.43,58.6,11.5
05:56:45,50.79,15.9,4.53,2.95,1.94,1048.0,180.0,22.9,6.85,56.6,11.8
05:56:50,52.93,14.07,4.1,2.99,2.17,989.0,179.0,22.5,6.21,56.2,12.4
05:56:55,52.78,14.79,4.85,3.38,2.3,1031.0,167.0,22.0,6.57,55.8,11.4
05:57:00,51.38,15.62,4.83,3.25,2.22,1001.0,180.0,22.0,5.89,52.0,13.1
05:57:05,52.16,14.88,4.61,2.94,1.94,1027.0,174.0,21.8,6.53,51.4,11.7
05:57:10,51.63,14.45,4.54,3.1,2.0,1031.0,168.0,20.6,6.6,58.0,11.5
05:57:15,52.15,14.07,4.35,2.8,1.99,1054.0,168.0,21.5,6.44,53.1,11.8
05:57:20,53.21,14.43,4.08,3.0,1.97,969.0,173.0,21.3,6.84,57.9,12.7
05:57:25,52.48,13.99,4.59,3.15,2.15,1023.0,198.0,21.5,6.38,53.1,11.3
05:57:30,52.41,15.04,4.73,3.2,1.92,951.0,177.0,22.5,6.66,57.3,12.9
05:57:35,51.66,15.54,5.11,2.87,2.22,1022.0,168.0,22.1,6.69,55.8,12.6
05:57:40,50.81,14.24,4.38,3.2,2.02,933.0,169.0,21.3,6.18,58.0,13.1
05:57:45,51.83,15.15,4.58,3.03,1.83,1077.0,180.0,22.7,6.92,51.0,12.4
05:57:50,52.97,15.51,4.83,2.94,1.99,1013.0,174.0,23.4,6.64,56.9,12.2
05:57:55,50.78,15.0,4.84,3.38,2.07,1009.0,175.0,22.5,6.49,51.3,11.0
05:58:00,51.16,14.03,4.31,2.93,2.15,934.0,171.0,24.1,6.69,55.7,12.1
05:58:05,52.1,15.23,4.42,2.78,2.11,1040.0,165.0,22.0,6.15,54.3,11.2
05:58:10,51.21,14.97,4.34,2.87,1.95,1050.0,176.0,23.3,6.29,57.0,12.6
05:58:15,51.37,14.91,4.23,3.15,1.92,991.0,192.0,22.6,6.65,54.6,11.9
05:58:20,51.66,14.67,4.94,2.8,2.26,983.0,174.0,23.3,6.16,53.5,11.2
05:58:25,50.91,15.05,4.52,3.17,2.0,985.0,174.0,21.6,6.5,54.9,12.2
05:58:30,51.22,15.31,4.48,2.83,1.83,1069.0,180.0,21.7,7.25,53.7,11.8
05:58:35,52.56,16.43,4.57,2.98,1.91,996.0,175.0,22.5,6.79,54.4,12.7
05:58:40,50.95,15.07,4.52,3.44,1.71,1007.0,168.0,21.2,6.5,54.1,11.8
05:58:45,50.72,15.91,4.43,2.82,1.76,1038.0,171.0,20.8,6.12,52.7,11.0
05:58:50,51.5,15.21,4.27,2.6,1.92,902.0,171.0,20.4,6.71,56.8,11.6
05:58:55,52.59,14.94,4.97,3.27,1.88,997.0,182.0,21.9,6.54,54.0,11.9
05:59:00,51.84,15.09,4.33,2.72,1.9,989.0,170.0,23.1,6.72,55.6,12.7
05:59:05,51.63,14.27,4.22,2.84,2.12,1006.0,166.0,22.4,6.54,56.5,12.1
05:59:10,52.04,15.18,4.48,3.15,2.13,1032.0,184.0,21.2,6.6,53.5,11.9
05:59:15,50.6,13.8,5.15,3.14,1.83,1039.0,182.0,21.6,6.48,56.3,12.0
05:59:20,52.4,14.48,4.25,2.53,2.28,991.0,177.0,21.9,6.99,54.4,12.8
05:59:25,52.31,15.07,4.71,2.93,2.02,994.0,169.0,20.6,6.55,54.3,12.4
05:59:30,51.67,15.72,4.43,3.17,2.0,1001.0,155.0,22.2,6.58,56.4,12.6
05:59:35,52.8,15.86,4.57,3.41,1.88,1030.0,193.0,21.9,6.41,55.2,12.4
05:59:40,51.1,14.86,4.78,2.75,1.95,1046.0,194.0,22.3,6.08,55.2,12.0
05:59:45,52.9,15.09,3.98,3.21,2.3,944.0,176.0,21.7,6.98,56.7,12.2
05:59:50,52.12,15.59,4.23,2.87,1.84,1015.0,176.0,21.6,6.38,54.8,11.9
05:59:55,51.73,14.2,4.77,3.21,2.04,992.0,169.0,20.6,6.67,56.3,12.0
06:00:00,51.98,15.24,4.53,2.79,1.92,1082.0,157.0,22.7,6.86,53.8,11.4
06:00:05,51.91,14.5,4.56,2.95,1.73,956.0,173.0,22.0,6.46,55.9,10.6
06:00:10,52.98,14.9,4.71,3.08,1.77,954.0,158.0,22.5,6.95,55.0,11.3
06:00:15,51.14,14.72,4.23,3.19,2.09,976.0,181.0,21.1,6.31,56.1,11.8
06:00:20,51.39,15.26,4.82,3.11,1.74,1024.0,178.0,22.7,5.91,51.5,12.1
06:00:25,52.83,15.33,4.75,2.91,1.81,1024.0,168.0,22.4,6.27,56.0,11.8
06:00:30,51.52,15.53,4.57,2.9,2.12,978.0,181.0,21.6,6.6,56.0,13.0
06:00:35,52.72,15.21,4.64,3.36,2.11,1041.0,184.0,23.0,6.53,56.1,12.0
06:00:40,53.36,15.1,4.85,3.06,2.01,983.0,175.0,21.2,6.65,56.5,10.9
06:00:45,51.68,16.11,4.32,2.9,1.82,1034.0,173.0,22.8,6.36,53.9,11.7
06:00:50,52.55,14.09,4.7,3.11,1.82,944.0,174.0,22.4,5.78,53.9,12.6
06:00:55,51.08,16.02,5.02,3.12,1.8,961.0,189.0,21.9,6.57,53.3,12.5
06:01:00,52.6,14.83,4.69,2.73,1.98,983.0,176.0,22.6,6.61,52.7,11.7
06:01:05,52.16,15.34,4.43,3.1,2.1,998.0,180.0,22.7,6.6,57.4,13.6
06:01:10,52.38,14.8,5.2,2.7,1.94,966.0,191.0,22.4,6.41,55.0,11.9
06:01:15,51.48,14.58,4.57,2.87,2.13,966.0,167.0,22.8,6.55,58.0,12.3
06:01:20,50.67,15.29,4.92,2.8,2.24,1018.0,152.0,20.5,6.52,54.0,12.9
06:01:25,52.4,15.63,4.37,2.97,2.06,1033.0,176.0,21.8,6.52,53.2,12.0
06:01:30,50.35,15.28,4.82,2.91,1.81,969.0,181.0,21.8,6.71,53.0,11.9
06:01:35,51.75,14.67,4.34,2.96,2.01,946.0,168.0,21.3,6.04,59.3,11.9
06:01:40,52.75,17.17,4.6,2.62,2.2,1004.0,179.0,22.5,6.42,51.2,12.3
06:01:45,52.15,15.72,4.32,2.98,1.91,1019.0,185.0,22.0,6.65,55.8,12.0
06:01:50,53.56,15.56,5.07,2.78,1.9,958.0,161.0,21.6,6.27,54.0,11.3
06:01:55,52.82,14.79,4.43,3.46,2.17,1067.0,167.0,22.1,6.45,49.8,12.3
06:02:00,51.48,14.62,4.17,2.92,1.78,965.0,178.0,23.1,6.09,53.1,11.6
06:02:05,52.02,14.83,4.53,2.95,2.03,989.0,167.0,23.6,5.99,53.3,12.0
06:02:10,51.96,15.65,4.66,3.14,1.91,990.0,171.0,23.1,5.93,54.3,12.5
06:02:15,50.73,14.41,4.49,3.26,1.94,967.0,178.0,21.3,6.54,55.0,11.9
06:02:20,51.25,14.36,4.26,2.76,2.26,1073.0,165.0,21.3,6.31,52.3,11.8
06:02:25,51.55,15.32,4.81,3.11,1.93,963.0,160.0,21.9,6.55,54.1,12.8
06:02:30,50.37,15.19,4.88,3.19,2.02,1069.0,171.0,22.3,6.91,53.0,11.6
06:02:35,52.04,14.54,4.01,3.04,2.15,988.0,177.0,22.6,6.41,55.4,12.6
06:02:40,51.8,14.35,4.24,3.03,1.81,988.0,181.0,22.2,6.62,55.9,12.2
06:02:45,50.66,15.86,4.45,2.9,2.13,974.0,165.0,22.1,6.1,54.6,11.7
06:02:50,52.32,15.21,4.34,2.94,1.93,1027.0,168.0,22.5,6.16,57.1,12.0
06:02:55,52.57,14.18,4.66,2.98,1.81,1079.0,181.0,21.5,5.79,53.8,12.0
06:03:00,52.18,14.22,5.05,2.91,1.93,977.0,165.0,22.5,6.06,53.1,12.4
06:03:05,51.74,14.78,4.39,3.18,2.01,988.0,167.0,21.9,6.25,57.0,13.3
06:03:10,52.47,15.44,4.97,2.83,2.04,1059.0,186.0,22.6,6.38,54.2,12.4
06:03:15,52.54,15.36,4.06,3.17,1.89,955.0,172.0,20.6,6.3,52.2,11.6
06:03:20,52.25,15.68,4.64,3.27,1.97,969.0,166.0,21.8,6.4,54.3,11.7
06:03:25,51.34,14.11,4.32,3.07,1.79,1055.0,176.0,22.1,6.6,54.7,12.9
06:03:30,52.22,15.13,4.64,2.64,1.89,1017.0,180.0,23.1,6.26,53.1,10.1
06:03:35,52.96,15.86,3.97,3.12,1.8,965.0,179.0,22.8,6.44,55.6,12.2
06:03:40,51.52,15.8,4.11,2.87,1.99,1025.0,174.0,21.6,6.55,57.6,12.1
06:03:45,53.68,15.22,4.64,2.89,1.87,938.0,169.0,22.8,6.3,52.2,11.1
06:03:50,51.58,16.41,4.31,3.07,2.31,1043.0,188.0,22.7,6.38,56.0,12.1
06:03:55,52.03,15.37,4.4,3.22,2.06,921.0,183.0,22.5,6.62,58.9,11.7
06:04:00,51.46,15.63,5.05,2.67,1.76,959.0,170.0,21.6,7.0,55.6,12.1
06:04:05,52.18,15.03,4.54,3.01,1.89,1015.0,175.0,22.5,6.68,53.9,12.6
06:04:10,50.61,14.53,4.77,3.4,2.11,950.0,168.0,22.8,6.13,56.2,11.5
06:04:15,51.56,14.47,4.27,2.78,2.04,1000.0,176.0,22.5,6.27,52.9,12.1
06:04:20,51.13,15.11,4.1,2.96,1.76,1023.0,176.0,21.5,6.16,53.9,11.7
06:04:25,52.11,14.87,4.48,2.88,1.88,970.0,178.0,22.5,6.63,57.0,12.3
06:04:30,52.8,13.94,4.05,3.14,2.1,995.0,187.0,23.0,6.74,57.2,11.7
06:04:35,52.52,14.38,4.29,2.75,2.06,1034.0,181.0,22.3,5.97,54.0,11.6
06:04:40,50.1,14.81,4.57,2.69,2.09,1018.0,169.0,22.7,6.48,56.5,11.8
06:04:45,53.63,15.44,4.47,3.17,1.96,1061.0,166.0,23.4,6.33,58.5,12.4
06:04:50,52.24,14.99,4.6,3.05,1.87,966.0,177.0,22.7,6.33,56.1,12.3
06:04:55,51.38,14.96,4.68,2.76,1.81,960.0,181.0,21.4,6.42,51.3,12.9
06:05:00,52.13,14.41,4.14,2.99,2.14,1053.0,193.0,22.1,6.41,54.5,12.0
06:05:05,52.14,15.01,4.22,2.74,2.29,1015.0,164.0,21.7,6.27,55.3,12.2
06:05:10,51.47,15.79,3.85,3.18,2.04,990.0,182.0,22.1,6.61,52.4,12.1
06:05:15,52.16,15.09,4.39,3.06,2.14,977.0,171.0,23.4,6.26,55.0,11.3
06:05:20,51.51,14.1,4.72,2.86,1.88,1033.0,189.0,21.7,6.4,55.0,12.4
06:05:25,51.68,14.25,4.95,2.88,2.0,985.0,172.0,21.0,6.36,55.1,12.7
06:05:30,51.45,15.35,4.56,2.91,1.99,1031.0,184.0,21.9,6.88,53.9,12.3
06:05:35,50.85,14.87,4.91,2.78,2.06,1051.0,195.0,21.3,6.38,52.7,11.9
06:05:40,52.12,14.96,4.62,3.27,2.01,1004.0,179.0,21.9,7.09,55.2,12.7
06:05:45,52.47,14.63,4.53,3.23,2.42,946.0,169.0,21.9,6.67,53.5,12.3
06:05:50,52.41,15.3,4.32,2.92,2.12,1023.0,170.0,22.5,6.03,56.8,13.1
06:05:55,52.66,14.82,3.78,2.94,2.19,1044.0,167.0,21.2,6.18,56.9,12.2
06:06:00,52.26,14.89,4.87,2.78,2.04,1048.0,170.0,22.8,6.27,55.3,12.2
06:06:05,51.57,14.49,4.48,2.97,1.68,1007.0,169.0,21.1,6.93,56.9,12.5
06:06:10,52.67,15.55,4.92,3.1,2.07,931.0,194.0,21.1,6.84,56.8,12.9
06:06:15,50.91,14.87,4.22,3.24,2.16,982.0,169.0,21.8,7.05,56.9,12.0
06:06:20,51.28,15.36,5.23,2.82,2.21,980.0,176.0,22.7,6.51,55.5,11.9
06:06:25,51.23,14.28,4.43,2.66,1.99,1034.0,178.0,20.5,6.39,52.7,12.3
06:06:30,52.86,16.04,4.29,2.8,1.78,1016.0,178.0,22.2,6.21,56.4,12.2
06:06:35,52.75,15.77,4.44,3.11,1.96,1036.0,190.0,22.0,6.79,56.5,12.4
06:06:40,52.39,13.85,4.55,2.99,1.78,973.0,163.0,21.5,6.17,53.7,11.4
06:06:45,52.86,14.52,4.48,3.2,2.19,1009.0,165.0,21.5,6.59,54.8,11.3
06:06:50,51.3,15.29,4.35,3.01,2.07,908.0,168.0,21.7,6.38,59.1,11.2
06:06:55,52.28,14.21,3.96,3.32,1.92,984.0,186.0,23.0,6.75,57.1,11.2
06:07:00,51.9,14.92,4.26,2.68,2.11,941.0,179.0,23.5,6.44,56.9,12.5
06:07:05,52.68,15.26,4.82,2.5,2.22,1070.0,191.0,21.6,6.71,55.8,13.3
06:07:10,51.91,14.89,4.24,3.27,2.12,1019.0,160.0,21.9,6.48,51.6,11.4
06:07:15,51.69,15.32,3.98,2.84,2.3,1017.0,180.0,21.9,6.45,56.0,11.5
06:07:20,52.43,14.58,4.18,3.03,1.87,951.0,179.0,22.4,6.67,52.9,12.9
06:07:25,52.7,13.65,4.47,3.03,2.15,995.0,162.0,23.3,6.89,54.6,12.4
06:07:30,51.47,15.59,4.27,3.07,1.78,1026.0,179.0,21.6,6.69,56.8,11.6
06:07:35,51.95,15.59,4.42,2.91,2.28,965.0,179.0,22.3,6.82,58.3,11.5
06:07:40,51.15,16.5,4.26,2.81,2.11,982.0,170.0,22.0,6.08,50.2,12.7
06:07:45,50.0,13.68,4.8,2.79,1.94,1044.0,179.0,20.9,6.71,57.2,11.2
06:07:50,52.16,15.45,4.65,3.12,1.83,957.0,166.0,22.8,6.68,52.7,12.1
06:07:55,52.49,13.82,5.17,3.15,1.92,983.0,181.0,22.5,6.55,51.2,12.4
06:08:00,52.21,16.05,4.39,2.95,1.96,967.0,185.0,22.9,6.3,52.8,12.0
06:08:05,50.44,15.29,4.41,2.88,2.03,1014.0,168.0,21.1,6.64,55.9,11.8
06:08:10,51.72,14.43,4.86,3.11,2.0,1031.0,182.0,22.3,6.9,54.8,12.1
06:08:15,50.23,15.47,4.62,2.7,1.9,1064.0,163.0,22.7,6.46,54.4,12.5
06:08:20,53.1,14.67,4.22,3.39,2.17,1016.0,176.0,22.4,6.41,55.8,12.9
06:08:25,51.13,15.18,4.67,3.09,1.75,1050.0,175.0,22.5,6.32,53.1,11.1
06:08:30,53.0,15.12,4.62,2.97,2.09,1015.0,172.0,23.1,7.24,55.3,11.7
06:08:35,52.76,16.05,3.96,3.17,2.03,945.0,172.0,21.1,6.54,55.0,12.9
06:08:40,51.28,16.09,4.3,3.13,2.0,1002.0,188.0,22.8,6.21,57.5,12.9
06:08:45,51.09,14.64,4.56,3.05,2.09,1002.0,154.0,22.0,6.37,56.6,12.5
06:08:50,52.28,15.63,4.93,2.62,1.9,1043.0,187.0,20.8,6.28,54.3,11.4
06:08:55,51.32,15.21,4.71,3.08,1.88,996.0,165.0,20.2,6.37,56.4,11.5
06:09:00,52.08,14.15,4.33,3.29,1.96,985.0,189.0,21.5,6.71,56.9,12.0
06:09:05,51.61,14.58,4.29,2.89,1.92,966.0,183.0,22.9,7.12,54.4,12.2
06:09:10,50.58,16.4,4.74,3.19,1.96,990.0,178.0,22.1,6.48,58.4,12.4
06:09:15,50.22,15.21,3.77,3.17,2.11,996.0,185.0,21.9,6.13,58.5,11.2
06:09:20,52.18,15.6,4.26,3.06,2.02,1024.0,171.0,22.5,6.01,53.8,12.4
06:09:25,51.55,14.87,4.92,3.03,2.0,967.0,179.0,22.1,6.66,54.8,12.1
06:09:30,51.56,14.68,4.59,3.11,2.03,1094.0,174.0,21.4,6.61,56.9,12.1
06:09:35,52.56,15.02,4.27,3.08,1.95,964.0,178.0,22.8,6.4,56.3,12.3
06:09:40,52.94,14.84,4.14,3.38,2.14,949.0,182.0,20.6,6.28,56.5,12.1
06:09:45,51.78,14.1,4.75,3.19,2.08,1020.0,180.0,23.1,5.99,56.2,11.5
