Time,Clinker_Inlet_Temperature_C,Clinker_Outlet_Temperature_C,Cooling_Air_Flow_Nm3min,Secondary_Air_Temperature_C,Grate_Speed_strokes_min,Under_Grate_Pressure_mbar,Clinker_Production_Rate_tph,Clinker_Feed_Rate_tph,Gypsum_Addition_Percent,Cement_Mill_Power_kW,Cement_Fineness_Blaine_m2kg,Cement_Fineness_45um_Percent_Retained,Separator_Efficiency_Percent
07:42:10,1321.5,87.7,496.9,870.7,11.7,19.4,130.2,134.3,4.0,2235.0,355.0,8.9,85.6
07:42:15,1317.1,88.3,500.3,923.4,12.2,18.8,118.2,139.0,4.17,2320.0,365.0,11.0,83.5
07:42:20,1286.2,83.9,466.4,893.5,12.8,19.8,123.7,136.1,4.22,2367.0,357.0,9.7,80.4
07:42:25,1272.9,102.1,490.0,885.3,12.6,19.4,114.2,137.2,4.3,2259.0,353.0,9.1,83.9
07:42:30,1282.2,91.1,499.7,902.6,11.0,20.6,116.0,126.9,4.01,2279.0,340.0,9.9,82.4
07:42:35,1300.1,86.7,464.5,877.0,12.6,17.9,133.9,127.9,4.04,2274.0,368.0,9.9,83.7
07:42:40,1298.9,91.2,476.7,901.4,11.6,19.8,124.9,139.7,4.06,2323.0,353.0,8.6,81.5
07:42:45,1296.2,89.1,514.8,893.4,11.9,18.9,123.1,132.5,4.07,2288.0,341.0,11.1,82.1
07:42:50,1289.8,89.2,477.9,914.0,11.7,18.7,117.8,134.0,3.96,2169.0,330.0,9.3,79.0
07:42:55,1266.3,100.7,501.3,897.7,12.2,20.2,137.7,135.4,3.9,2182.0,356.0,11.9,84.9
07:43:00,1283.3,89.0,509.0,872.2,11.9,21.6,127.5,127.0,3.99,2188.0,346.0,8.8,85.2
07:43:05,1324.6,86.8,530.3,930.7,10.9,19.6,125.2,137.0,4.05,2180.0,341.0,9.3,80.9
07:43:10,1278.9,87.8,519.6,883.3,13.0,19.6,124.2,134.8,3.75,2247.0,358.0,9.4,81.5
07:43:15,1316.6,94.0,496.2,898.2,11.2,19.2,126.3,126.1,4.24,2222.0,337.0,9.5,86.2
07:43:20,1326.0,93.4,491.3,897.4,11.9,21.1,130.6,131.2,3.87,2303.0,341.0,10.7,81.3
07:43:25,1306.8,90.0,521.0,893.5,11.4,22.5,121.2,139.1,3.95,2266.0,338.0,9.6,78.8
07:43:30,1312.3,82.3,508.0,903.3,11.9,19.9,125.8,139.3,3.51,2245.0,357.0,11.2,82.1
07:43:35,1276.4,89.3,465.0,893.5,13.1,20.7,117.5,135.5,4.1,2298.0,349.0,9.7,80.0
07:43:40,1317.4,93.2,518.7,900.9,12.5,19.8,119.8,145.8,3.93,2271.0,363.0,10.6,81.4
07:43:45,1309.0,78.3,505.2,876.3,11.8,18.9,129.6,142.1,3.91,2227.0,355.0,10.0,83.9
07:43:50,1287.2,97.4,496.7,910.3,12.8,19.8,128.2,136.3,4.03,2340.0,352.0,10.8,79.4
07:43:55,1292.0,94.9,504.3,906.6,11.8,18.7,126.8,137.2,4.23,2238.0,348.0,11.2,81.5
07:44:00,1303.5,92.8,522.6,906.7,12.8,22.0,125.6,131.0,3.95,2202.0,369.0,11.0,83.9
07:44:05,1296.2,78.2,513.1,901.8,12.2,20.8,129.9,130.2,3.84,2264.0,346.0,11.3,83.3
07:44:10,1287.3,80.0,556.4,902.0,13.9,19.6,123.9,131.9,3.96,2293.0,354.0,11.6,83.5
07:44:15,1259.7,97.3,502.8,897.9,11.8,22.2,128.4,138.9,4.18,2312.0,350.0,11.3,84.6
07:44:20,1259.3,77.1,451.5,894.8,12.2,21.1,125.0,146.7,3.81,2251.0,345.0,11.4,81.5
07:44:25,1278.0,89.7,497.2,910.7,12.3,20.5,131.2,135.9,4.09,2325.0,349.0,8.3,83.2
07:44:30,1328.4,79.6,509.2,894.1,12.9,18.5,119.9,133.5,3.75,2208.0,341.0,10.4,80.9
07:44:35,1304.7,84.2,517.4,883.0,12.7,18.1,121.6,140.4,3.89,2206.0,343.0,9.4,81.5
07:44:40,1288.8,78.1,457.5,924.6,11.2,19.0,119.9,138.7,3.74,2252.0,360.0,9.5,84.5
07:44:45,1325.4,91.2,500.9,865.7,12.7,18.2,123.3,136.5,4.41,2251.0,344.0,8.5,83.2
07:44:50,1300.5,89.0,504.4,895.1,12.4,19.4,118.0,137.2,3.93,2168.0,335.0,11.7,86.0
07:44:55,1290.6,87.4,510.0,865.0,12.3,20.5,122.5,146.1,4.07,2238.0,344.0,11.1,82.1
07:45:00,1291.7,87.3,538.8,880.3,11.8,19.4,117.4,136.7,4.27,2206.0,343.0,9.6,80.9
07:45:05,1273.7,84.2,480.7,940.7,12.3,20.6,123.8,131.2,3.88,2236.0,344.0,10.9,81.9
07:45:10,1258.5,87.9,496.6,923.4,11.7,19.7,130.7,142.3,3.87,2230.0,343.0,10.8,83.6
07:45:15,1312.9,84.4,524.1,926.7,11.8,19.5,125.2,130.4,3.75,2289.0,350.0,9.3,81.3
07:45:20,1335.3,90.5,503.0,904.1,12.0,19.5,125.6,131.4,3.76,2251.0,361.0,9.0,84.9
07:45:25,1302.9,91.5,476.6,868.1,12.5,19.7,126.3,138.0,3.97,2170.0,355.0,9.8,79.7
07:45:30,1299.8,88.5,479.8,884.9,12.5,19.9,117.7,137.6,3.66,2356.0,357.0,8.7,81.6
07:45:35,1291.2,88.1,507.1,899.7,12.3,20.5,124.1,135.5,4.09,2199.0,340.0,8.8,82.8
07:45:40,1293.4,88.5,478.2,890.1,10.7,19.8,125.7,135.4,3.77,2261.0,345.0,9.4,79.8
07:45:45,1291.8,85.6,518.5,856.9,11.0,20.4,106.8,139.1,3.82,2212.0,360.0,9.3,81.1
07:45:50,1304.5,83.4,518.7,933.4,11.8,21.3,127.8,138.2,3.93,2245.0,345.0,9.5,82.1
07:45:55,1298.6,85.7,512.8,906.4,12.3,22.7,127.1,132.0,3.95,2342.0,352.0,10.7,83.7
07:46:00,1290.8,97.9,478.5,893.1,10.8,20.2,128.9,123.3,3.67,2228.0,348.0,10.7,82.7
07:46:05,1307.3,92.6,468.5,890.2,11.8,17.0,122.1,128.3,3.88,2212.0,346.0,10.3,84.8
07:46:10,1277.5,92.2,503.2,912.0,13.3,20.1,134.2,131.9,3.91,2258.0,336.0,11.0,87.1
07:46:15,1280.4,94.9,496.8,903.4,11.1,19.8,121.8,140.0,4.01,2199.0,356.0,9.8,81.1
07:46:20,1340.6,89.7,490.0,880.1,11.4,19.9,128.4,137.2,4.06,2259.0,357.0,8.6,83.8
07:46:25,1296.1,84.6,491.4,921.3,12.2,19.9,125.3,133.5,4.27,2204.0,341.0,10.7,82.8
07:46:30,1288.4,91.2,539.0,868.7,12.3,18.1,123.8,133.4,4.16,2284.0,366.0,11.4,80.2
07:46:35,1282.7,88.6,472.0,861.9,11.9,20.2,133.7,124.0,4.07,2247.0,338.0,9.0,82.2
07:46:40,1339.3,88.9,480.6,919.5,12.2,18.1,131.1,133.3,3.55,2326.0,351.0,9.8,81.7
07:46:45,1317.8,106.4,507.2,903.8,12.2,20.5,121.5,137.6,3.91,2227.0,355.0,9.4,83.4
07:46:50,1262.7,91.2,511.2,890.3,11.7,20.1,128.7,148.5,4.12,2285.0,355.0,9.9,78.3
07:46:55,1303.5,97.7,514.6,877.1,11.9,20.5,124.5,147.5,4.19,2244.0,354.0,9.9,81.5
07:47:00,1295.1,102.6,486.4,902.3,12.2,19.6,127.2,137.1,3.81,2327.0,350.0,11.4,82.5
07:47:05,1306.5,86.8,483.4,868.0,12.4,19.3,126.6,132.5,3.84,2303.0,366.0,9.6,81.9
07:47:10,1246.7,87.4,476.7,873.3,12.2,21.8,122.3,126.9,3.98,2244.0,363.0,10.0,83.9
07:47:15,1293.9,98.3,478.9,885.7,12.5,19.3,123.9,135.3,3.81,2218.0,350.0,9.1,82.2
07:47:20,1275.9,90.5,543.5,892.9,11.7,20.0,128.8,135.9,4.12,2313.0,356.0,11.0,81.6
07:47:25,1284.3,94.1,513.1,862.2,11.7,19.7,126.4,134.6,3.61,2231.0,353.0,10.6,81.2
07:47:30,1322.8,102.1,491.2,906.2,11.7,20.3,125.2,131.9,4.03,2234.0,341.0,9.6,82.5
07:47:35,1278.1,86.1,500.1,894.4,12.6,20.4,131.4,138.0,4.07,2309.0,348.0,10.9,84.0
07:47:40,1285.9,86.9,474.9,908.3,12.6,18.8,129.0,131.1,4.3,2182.0,340.0,10.4,82.5
07:47:45,1314.9,91.2,511.7,920.2,10.8,19.4,122.0,134.0,4.08,2266.0,337.0,10.2,81.7
07:47:50,1267.9,94.7,509.6,930.6,12.6,19.6,119.4,131.4,4.04,2334.0,342.0,8.8,82.0
07:47:55,1272.7,97.5,499.5,911.6,12.7,20.8,121.8,124.4,4.05,2219.0,356.0,9.2,85.0
07:48:00,1306.8,93.6,480.3,891.8,12.0,19.1,125.2,121.3,4.1,2148.0,348.0,10.2,82.2
07:48:05,1317.1,96.3,506.0,914.9,11.0,18.8,123.3,141.6,4.05,2191.0,339.0,9.0,82.2
07:48:10,1290.0,83.2,497.5,899.2,12.6,20.1,138.2,127.5,3.82,2275.0,350.0,10.8,82.2
07:48:15,1293.1,98.1,492.9,916.3,11.8,19.4,126.5,141.1,3.73,2264.0,341.0,10.1,84.1
07:48:20,1299.2,79.6,494.5,911.2,12.8,20.5,120.8,141.3,3.98,2254.0,348.0,11.5,81.9
07:48:25,1312.3,92.9,497.5,899.8,12.3,20.1,129.0,134.3,3.87,2222.0,356.0,11.7,81.4
07:48:30,1340.4,91.9,524.2,897.4,12.7,19.9,126.0,142.9,3.82,2243.0,359.0,10.9,83.7
07:48:35,1305.9,101.4,503.7,888.3,12.1,19.7,117.8,129.6,4.11,2256.0,352.0,8.4,81.3
07:48:40,1325.0,92.3,480.4,930.1,12.1,18.8,126.9,137.9,4.16,2290.0,340.0,9.8,79.7
07:48:45,1300.3,91.6,473.0,901.2,12.8,20.3,126.8,129.0,4.17,2185.0,349.0,11.7,82.1
07:48:50,1292.6,91.7,531.9,897.5,14.2,20.0,126.0,131.6,4.1,2173.0,354.0,10.1,82.3
07:48:55,1308.8,91.7,480.6,893.1,12.4,19.9,123.2,141.4,3.86,2185.0,343.0,10.4,82.6
07:49:00,1314.1,85.8,491.8,924.6,11.5,20.1,126.0,136.7,3.67,2128.0,339.0,8.9,83.9
07:49:05,1283.8,102.1,482.7,910.3,11.0,20.3,134.4,126.4,3.86,2263.0,350.0,9.8,84.8
07:49:10,1309.9,87.5,501.5,887.1,12.5,20.7,127.4,132.2,4.15,2169.0,331.0,11.1,83.4
07:49:15,1287.8,98.9,483.6,907.2,12.2,19.9,129.2,135.0,4.16,2320.0,353.0,10.3,83.6
07:49:20,1275.9,88.7,508.5,871.8,11.1,18.5,128.6,140.9,4.01,2262.0,349.0,12.9,82.1
07:49:25,1329.9,90.5,488.4,885.5,12.5,19.9,122.9,130.6,4.25,2173.0,349.0,7.5,82.9
07:49:30,1269.2,79.3,478.9,878.8,12.8,20.3,121.8,136.6,4.22,2185.0,345.0,10.3,81.2
07:49:35,1292.6,89.7,506.4,943.8,12.0,18.4,118.9,131.1,3.84,2314.0,345.0,10.1,83.6
07:49:40,1280.3,92.8,517.7,949.6,12.3,21.1,132.2,140.7,3.93,2232.0,344.0,11.4,83.4
07:49:45,1313.9,92.5,483.3,875.9,11.2,22.0,133.5,134.1,3.9,2228.0,342.0,10.4,81.9
07:49:50,1304.1,80.9,478.5,933.4,12.1,17.8,125.5,127.0,4.08,2284.0,333.0,9.6,82.1
07:49:55,1299.1,87.5,507.0,913.4,11.4,18.4,139.4,147.2,3.76,2294.0,331.0,9.5,80.7
07:50:00,1288.5,91.0,510.5,871.2,12.2,22.0,127.1,139.5,4.17,2277.0,331.0,9.1,82.2
07:50:05,1286.3,91.7,475.3,896.0,12.6,18.4,123.3,138.5,3.82,2273.0,336.0,10.8,83.2
07:50:10,1342.5,93.6,500.0,877.0,12.2,20.3,123.5,139.9,3.98,2316.0,335.0,10.0,82.5
07:50:15,1328.1,85.1,508.0,878.2,13.1,20.4,124.5,141.2,4.15,2193.0,345.0,10.2,83.6
07:50:20,1294.0,97.4,535.6,863.4,12.1,20.2,133.4,135.5,4.15,2214.0,357.0,10.3,83.3
07:50:25,1298.3,88.5,496.9,879.8,11.6,20.9,120.2,128.4,3.85,2320.0,352.0,10.9,82.8
07:50:30,1265.6,87.5,522.6,907.6,10.3,22.8,133.2,144.7,4.0,2268.0,332.0,8.5,80.8
07:50:35,1279.2,86.7,481.9,905.3,12.6,20.7,128.1,126.5,4.08,2218.0,346.0,10.4,84.3
07:50:40,1284.9,83.5,468.2,923.6,11.8,19.9,120.9,132.0,4.0,2201.0,344.0,10.8,85.3
07:50:45,1291.5,90.8,501.5,903.3,12.3,21.5,119.9,131.1,4.26,2282.0,357.0,9.2,83.4
07:50:50,1306.7,98.8,492.3,880.0,12.4,20.2,118.1,132.7,4.22,2298.0,365.0,9.8,84.5
07:50:55,1316.7,88.5,519.8,891.3,11.8,19.4,124.7,124.9,3.91,2275.0,332.0,8.9,79.3
07:51:00,1299.1,101.4,479.6,923.3,12.2,20.0,130.5,139.9,3.61,2242.0,343.0,12.3,81.3
07:51:05,1274.0,90.4,517.6,922.6,12.4,20.6,132.7,133.7,3.85,2207.0,348.0,9.5,83.0
07:51:10,1260.3,85.2,516.5,925.1,12.5,18.7,126.7,137.3,3.83,2331.0,368.0,8.3,82.5
07:51:15,1276.4,82.5,526.1,884.5,11.6,18.2,125.1,127.4,4.1,2252.0,346.0,9.4,80.0
07:51:20,1281.0,88.0,502.5,880.4,12.0,20.1,118.3,140.9,4.28,2264.0,340.0,10.7,81.7
07:51:25,1331.0,87.7,499.8,907.7,12.8,19.2,116.3,123.8,3.84,2246.0,342.0,9.3,84.5
07:51:30,1288.5,84.9,563.0,901.1,13.3,22.1,114.6,134.9,3.79,2287.0,346.0,9.9,85.0
07:51:35,1321.5,91.4,475.3,882.4,12.0,20.1,122.0,131.4,3.4,2319.0,369.0,7.7,81.0
07:51:40,1302.4,88.5,496.5,913.0,12.8,18.3,125.7,136.8,4.11,2241.0,354.0,10.9,83.2
07:51:45,1323.2,83.0,527.7,876.5,12.7,19.3,132.3,131.4,3.75,2281.0,348.0,10.7,83.6
07:51:50,1288.8,92.6,483.0,869.6,12.4,20.4,123.3,129.9,3.74,2339.0,336.0,9.5,82.2
07:51:55,1324.3,102.2,499.0,871.5,12.2,20.0,127.7,130.0,4.48,2264.0,365.0,9.3,82.5
07:52:00,1301.3,80.3,522.1,868.1,12.3,19.7,120.7,129.6,4.1,2167.0,341.0,12.2,81.1
07:52:05,1321.8,91.9,477.9,912.6,13.1,19.8,118.4,133.9,3.59,2274.0,347.0,9.4,82.3
07:52:10,1333.9,74.8,475.6,904.9,11.7,22.5,126.6,135.4,4.2,2184.0,358.0,10.3,84.2
07:52:15,1300.0,96.6,513.6,915.3,12.1,19.8,127.4,140.3,4.03,2272.0,340.0,11.2,84.1
07:52:20,1303.7,94.7,498.8,895.6,12.0,21.8,126.0,138.0,4.29,2188.0,365.0,9.2,82.0
07:52:25,1310.1,84.3,461.8,878.7,12.1,18.9,126.8,135.1,4.22,2298.0,358.0,8.7,81.4
07:52:30,1307.6,87.6,460.7,921.9,12.5,19.9,122.9,147.4,3.24,2241.0,349.0,8.4,82.3
07:52:35,1364.2,81.5,469.7,902.5,11.5,19.9,130.1,136.7,4.43,2221.0,358.0,8.5,83.7
07:52:40,1291.7,90.8,486.3,926.8,12.5,19.9,124.6,133.4,3.9,2179.0,353.0,10.9,83.0
07:52:45,1284.9,91.6,491.3,898.4,10.4,20.9,122.3,141.0,4.09,2289.0,345.0,11.7,81.9
07:52:50,1287.7,101.3,503.0,884.6,11.8,18.8,118.0,129.4,4.17,2308.0,359.0,10.2,82.6
07:52:55,1302.4,88.6,527.2,857.5,11.4,19.5,127.5,144.3,4.19,2179.0,345.0,10.4,82.6
07:53:00,1313.0,84.2,455.7,890.7,12.7,19.3,138.4,134.2,3.95,2236.0,334.0,9.6,84.6
07:53:05,1301.4,83.9,508.5,922.7,11.2,19.0,127.8,131.7,4.01,2298.0,334.0,9.8,82.0
07:53:10,1305.4,90.7,493.5,901.7,11.8,20.4,121.2,138.4,4.08,2303.0,357.0,9.4,81.2
07:53:15,1301.6,94.6,509.9,895.5,11.8,20.6,122.9,130.7,4.03,2258.0,359.0,10.3,82.0
07:53:20,1268.2,91.6,515.8,914.6,12.9,19.5,117.2,126.3,3.77,2349.0,339.0,10.9,81.7
07:53:25,1279.5,96.3,501.9,917.7,10.6,19.5,144.7,135.2,3.72,2198.0,360.0,10.4,81.7
07:53:30,1266.8,87.2,504.0,873.7,11.2,20.4,125.2,131.5,4.26,2203.0,351.0,9.5,83.6
07:53:35,1350.7,86.0,495.1,868.4,12.6,21.0,134.0,129.2,3.93,2278.0,360.0,9.9,85.5
07:53:40,1339.0,84.5,499.2,892.2,10.9,20.4,124.1,132.6,4.42,2245.0,346.0,11.7,84.5
07:53:45,1292.8,98.9,526.2,904.9,11.8,21.0,126.8,140.6,4.04,2290.0,355.0,8.8,81.2
07:53:50,1302.0,90.2,472.5,906.8,11.7,20.4,125.2,138.4,3.98,2323.0,347.0,10.2,82.5
07:53:55,1324.8,80.6,481.8,899.5,12.6,18.9,123.6,137.8,3.87,2185.0,356.0,8.4,81.9
07:54:00,1297.9,88.4,505.7,878.8,12.1,20.5,118.2,133.8,3.88,2297.0,354.0,10.8,83.1
07:54:05,1322.1,98.0,494.3,860.4,11.8,21.5,125.9,140.0,3.6,2234.0,334.0,8.9,82.3
07:54:10,1337.3,93.8,513.1,904.3,12.6,19.5,133.7,142.5,4.34,2298.0,350.0,9.7,82.8
07:54:15,1307.6,93.7,542.0,917.5,13.1,21.2,117.3,142.5,4.2,2251.0,352.0,11.6,84.2
07:54:20,1299.2,87.5,505.3,910.3,12.9,19.7,126.2,134.4,4.02,2226.0,364.0,9.2,83.2
07:54:25,1310.6,91.0,472.3,912.0,11.9,22.5,128.2,139.3,3.71,2216.0,367.0,11.4,79.1
07:54:30,1323.8,86.5,479.4,896.7,11.7,21.5,128.2,137.4,3.92,2306.0,334.0,10.6,81.9
07:54:35,1287.9,91.9,534.2,891.5,11.3,20.4,119.2,133.9,3.41,2228.0,351.0,10.0,80.0
07:54:40,1286.0,97.1,524.2,883.2,12.6,19.1,126.3,142.5,4.18,2158.0,370.0,8.7,81.8
07:54:45,1302.0,85.6,500.3,874.9,12.5,18.6,127.7,132.3,4.27,2302.0,361.0,9.4,80.6
07:54:50,1279.5,85.7,484.0,906.4,13.0,19.2,112.7,132.7,3.96,2262.0,356.0,12.2,80.1
07:54:55,1324.4,91.0,474.5,874.0,11.8,20.8,132.4,132.9,4.02,2287.0,340.0,10.0,84.2
07:55:00,1270.3,96.0,497.1,893.9,11.6,19.2,130.9,140.2,4.14,2148.0,360.0,10.4,81.8
07:55:05,1294.7,97.5,509.9,908.5,12.2,19.0,125.8,135.8,4.3,2181.0,338.0,11.2,83.8
07:55:10,1308.5,99.3,474.8,890.3,12.2,21.0,120.4,133.9,3.95,2276.0,348.0,12.7,82.2
07:55:15,1307.6,91.7,493.1,869.3,11.5,19.5,128.3,136.9,3.93,2212.0,352.0,8.4,79.7
07:55:20,1298.3,90.9,504.9,896.8,10.4,20.0,121.6,139.0,3.96,2166.0,330.0,9.3,82.6
07:55:25,1257.2,87.6,499.0,890.2,12.5,19.6,127.3,124.8,4.23,2233.0,355.0,8.2,83.4
07:55:30,1331.6,94.1,472.4,906.5,12.5,20.9,141.9,132.2,4.02,2349.0,367.0,10.6,84.4
07:55:35,1298.7,83.5,507.4,892.5,11.8,19.1,124.5,128.4,4.12,2221.0,366.0,11.1,80.2
07:55:40,1285.0,87.6,537.7,899.4,10.4,17.9,136.2,137.7,3.71,2176.0,338.0,10.1,83.5
07:55:45,1291.3,81.2,494.7,883.9,11.8,19.9,119.2,138.1,4.0,2259.0,348.0,9.5,84.3
07:55:50,1294.2,94.2,507.6,917.9,11.8,19.1,125.7,135.6,3.7,2214.0,355.0,9.8,80.4
07:55:55,1303.7,89.9,496.7,868.1,11.3,20.4,119.0,131.2,4.35,2197.0,345.0,10.9,81.3
07:56:00,1300.1,95.9,521.8,885.2,11.5,19.1,128.9,134.4,3.97,2292.0,354.0,10.8,82.8
07:56:05,1306.3,86.9,526.8,892.3,10.8,20.9,125.6,137.4,4.01,2210.0,344.0,10.6,83.5
07:56:10,1302.9,80.4,518.3,896.2,12.0,18.8,122.0,126.4,4.13,2238.0,349.0,9.2,83.3
07:56:15,1287.4,96.2,564.1,927.4,12.0,22.1,121.5,142.0,4.05,2263.0,347.0,10.6,84.2
07:56:20,1306.1,91.2,475.9,892.3,12.3,19.8,122.1,132.2,3.93,2163.0,360.0,10.4,80.8
07:56:25,1250.6,83.5,498.6,847.2,10.8,19.0,121.1,128.2,4.33,2253.0,358.0,10.5,83.0
07:56:30,1311.6,88.2,519.3,936.7,11.8,19.9,123.8,145.6,4.08,2234.0,349.0,8.3,83.8
07:56:35,1328.0,82.8,486.4,909.0,11.7,19.3,124.6,126.6,3.8,2208.0,337.0,9.1,81.1
07:56:40,1303.5,84.2,510.4,890.6,11.7,19.9,121.5,144.9,3.98,2343.0,337.0,7.8,81.4
07:56:45,1292.9,88.1,515.1,912.1,12.0,20.2,123.8,137.7,3.73,2334.0,356.0,10.4,76.8
07:56:50,1329.7,80.3,484.6,913.6,12.7,18.1,120.9,142.0,4.11,2342.0,353.0,9.5,79.9
07:56:55,1293.3,87.1,542.7,907.6,11.3,18.8,120.5,134.5,3.99,2331.0,345.0,10.9,82.5
07:57:00,1292.9,91.3,509.5,867.3,12.1,21.7,123.0,125.2,3.94,2259.0,352.0,10.3,82.2
07:57:05,1310.6,88.8,501.0,934.2,12.2,20.4,131.8,138.9,3.43,2154.0,347.0,10.5,81.3
07:57:10,1310.1,90.6,530.0,917.9,12.2,19.4,121.3,137.7,3.68,2241.0,345.0,11.1,82.5
07:57:15,1284.0,96.7,521.1,893.6,13.2,18.8,121.8,134.0,3.93,2206.0,343.0,11.9,83.5
07:57:20,1307.4,82.7,515.6,880.7,12.3,20.6,134.9,138.6,3.91,2221.0,358.0,10.5,85.0
07:57:25,1309.7,92.8,502.4,884.4,11.1,18.9,126.0,137.6,3.48,2202.0,347.0,9.8,80.9
07:57:30,1327.5,87.5,498.9,882.6,13.0,19.5,126.5,134.9,4.11,2295.0,345.0,10.2,82.4
07:57:35,1304.4,90.6,508.3,924.7,11.1,19.6,117.1,137.2,4.0,2277.0,344.0,11.1,82.9
07:57:40,1304.6,97.3,502.3,888.9,12.5,21.1,120.2,136.5,4.28,2229.0,348.0,9.5,83.2
07:57:45,1331.2,88.1,492.6,898.9,12.4,19.4,118.1,145.4,4.13,2224.0,357.0,10.6,82.8
07:57:50,1308.2,98.5,487.2,904.3,11.3,21.4,137.3,133.0,3.78,2275.0,371.0,8.9,80.7
07:57:55,1274.8,92.9,519.7,923.5,11.9,21.4,124.9,136.9,3.76,2312.0,341.0,7.8,81.4
07:58:00,1294.9,82.9,519.2,929.0,11.9,20.3,127.1,138.4,4.22,2299.0,348.0,10.0,83.9
07:58:05,1306.3,88.6,448.1,916.8,11.4,20.4,133.2,129.9,4.11,2242.0,347.0,9.5,81.6
07:58:10,1281.7,90.9,494.1,905.4,11.5,21.1,123.1,138.7,3.84,2291.0,328.0,9.7,82.7
07:58:15,1284.6,92.6,475.1,911.9,12.1,20.2,127.4,133.9,3.72,2198.0,346.0,9.9,81.8
07:58:20,1312.4,90.8,504.1,884.8,11.4,18.8,137.0,134.0,3.92,2284.0,352.0,11.0,80.7
07:58:25,1321.0,92.2,489.8,866.7,11.3,19.9,119.0,140.7,4.39,2175.0,348.0,9.3,81.1
07:58:30,1329.0,80.7,464.9,916.0,12.1,19.2,126.0,129.4,4.07,2262.0,359.0,10.9,81.5
07:58:35,1321.5,93.1,506.6,889.1,12.5,19.2,127.3,136.8,4.16,2233.0,358.0,10.7,81.9
07:58:40,1273.9,87.5,485.4,893.0,13.0,20.7,122.8,142.5,4.36,2305.0,343.0,9.2,83.0
07:58:45,1310.8,85.2,497.6,896.0,11.0,21.7,127.3,136.3,4.02,2324.0,359.0,10.0,84.1
07:58:50,1303.1,94.7,527.4,914.6,11.7,20.4,134.2,133.7,3.83,2231.0,369.0,9.4,84.2
07:58:55,1259.9,93.3,494.7,882.1,12.9,20.0,122.1,136.3,4.25,2273.0,357.0,11.5,81.7
07:59:00,1281.1,88.2,494.8,914.8,12.1,20.1,122.4,147.1,4.36,2258.0,361.0,9.8,85.9
07:59:05,1288.4,97.0,493.8,879.1,12.6,18.4,110.8,135.9,3.83,2338.0,341.0,10.4,82.7
07:59:10,1260.2,102.0,499.3,913.1,12.0,20.6,125.4,144.8,4.19,2250.0,330.0,9.5,83.8
07:59:15,1309.7,87.7,489.7,921.3,11.2,20.9,121.3,137.4,3.85,2309.0,339.0,10.0,81.0
07:59:20,1322.6,92.5,507.7,901.5,11.9,20.9,126.7,139.1,4.13,2318.0,335.0,9.9,85.9
07:59:25,1304.5,86.5,505.5,907.1,11.3,19.6,127.2,134.8,3.96,2283.0,354.0,10.1,82.6
07:59:30,1325.2,98.9,506.3,901.9,11.1,20.3,121.9,130.1,3.97,2214.0,344.0,10.7,85.9
07:59:35,1310.3,89.4,491.9,907.9,11.5,19.5,128.8,143.7,3.96,2221.0,339.0,8.5,81.8
07:59:40,1298.2,91.3,526.5,933.5,11.9,19.1,130.9,136.5,3.88,2303.0,350.0,9.8,83.6
07:59:45,1260.6,96.2,521.6,868.2,11.5,19.5,122.7,139.4,3.94,2228.0,343.0,9.2,83.1
07:59:50,1295.5,92.3,529.0,872.5,12.0,21.8,125.8,134.2,4.04,2212.0,338.0,10.3,81.7
07:59:55,1280.4,93.1,503.7,904.1,11.9,20.0,118.2,133.5,3.65,2245.0,356.0,9.8,82.4
08:00:00,1273.0,87.0,482.6,907.5,12.2,21.3,123.2,137.7,4.27,2227.0,350.0,9.7,84.4
08:00:05,1299.7,91.3,538.9,881.8,12.0,20.4,125.2,134.2,4.28,2296.0,346.0,10.3,83.1
08:00:10,1332.2,91.3,519.6,883.3,11.4,18.1,126.1,140.0,4.25,2279.0,375.0,9.2,84.3
08:00:15,1307.1,94.5,525.6,936.5,11.4,19.0,123.6,139.4,3.87,2189.0,346.0,10.6,84.6
08:00:20,1269.0,89.1,506.2,927.1,11.6,20.6,118.9,140.8,4.18,2208.0,353.0,8.6,83.4
08:00:25,1286.1,88.2,486.9,879.2,12.3,19.9,126.3,134.5,3.75,2154.0,346.0,9.3,82.5
08:00:30,1326.7,87.8,460.0,874.4,12.7,21.3,124.7,135.3,4.23,2313.0,356.0,10.2,82.5
08:00:35,1285.6,92.5,479.6,871.5,10.5,19.4,127.8,132.7,4.2,2240.0,365.0,8.2,81.2
08:00:40,1314.3,97.4,486.3,878.6,11.9,20.2,114.2,139.6,3.84,2220.0,335.0,7.8,82.0
08:00:45,1299.7,89.7,483.4,897.3,11.9,20.0,130.4,139.8,3.92,2368.0,355.0,9.7,84.5
08:00:50,1281.4,96.6,523.1,897.2,12.8,20.6,114.1,131.7,3.9,2281.0,329.0,9.7,82.9
08:00:55,1290.1,97.1,524.9,910.1,12.3,20.6,131.2,135.1,4.02,2158.0,355.0,8.5,81.6
08:01:00,1334.4,87.8,531.7,889.9,11.2,20.7,122.6,130.2,3.76,2252.0,357.0,11.6,81.2
08:01:05,1275.1,90.8,487.3,914.0,12.5,19.8,135.8,128.0,3.5,2173.0,350.0,9.2,82.5
08:01:10,1278.0,88.3,483.1,897.7,11.6,20.7,128.2,127.8,3.55,2334.0,360.0,8.7,82.8
